Section Heading,Section Title,Paragraph,Figures,Tables
0,Abstract,"A series of five-component CoCrFeNiNbx high entropy alloys (HEAs) were synthesized to investigate alloying effects of the large atom Nb on the structure and tensile properties. Microstructures of these alloys were examined using scanning electron microscopy and the phase evolution was characterized and compared using the ΔHmix–δ and ΔX criteria. It was found that the microstructure changes from the initial single face-centered cubic (FCC) to duplex FCC plus hexagonal close-packed (HCP) structure with additions of Nb. The current alloy system exhibits a hypoeutectic structure and the volume fraction of the Nb-enriched Laves phase with the HCP structure increases with increasing the Nb content, which is mainly responsible for the increment in the yield and fracture strength. Particularly, the Nb0.155 alloy containing a 9.3% Nb-enriched Laves phase exhibits the most promising mechanical properties with the yield strength and plastic strain as high as 321 MPa and 21.3%, respectively. The ΔHmix–δ criteria well describe the phase selection for the thermally treated alloys, while the physical parameter ΔX fails to predict the appearance of the Nb-enriched Laves phase in this alloy system.",[],[]
1,Introduction,"In recent years, one kind of new alloy, i.e., high entropy alloys (HEAs), has attracted extensive research attention because of their unusual properties[1]. These HEAs generally exhibit remarkable mechanical properties, including high strength, good wear and corrosion resistance, and high-temperature softening resistance[1–5]. Against the expectation to form various intermetallic compounds from general physical metallurgy principles, these compositionally complex alloys actually form simple solid solutions with FCC and/or body-centered cubic (BCC) structures[1,6–8], which are often believed to be resulted from their high mixing entropy. However, many experimental evidences revealed that ordered solid solutions and/or intermetallic phases may also exist in some HEAs[2,6,9,10], especially in the alloys that contain atomic pairs with large enthalpy of mixing and atomic size differences. These observations indicate that the high entropy of mixing of the alloying elements is simply not sufficient to prevent the formation of intermetallic phases in favor of solid solution phases in HEAs[11,12].",[],[]
1,Introduction,"Hume-Rothery generalized several rules on substitutional solid solutions in alloys systems, including: (1) the difference in the atomic size between the solute and solvent atoms must be less than 15%, (2) the crystal structures of the solute and solvent must match, (3) there are the same valence states between the solvent and solute, and (4) the solute and solvent should have similar electronegativity. Hume-Rothery rules are generally used to predict formation of continuous solid solutions in conventional metallic alloys. However, it is not clear whether such rules can be applied directly to the multi-component HEAs, as it is hard to expect that all of the alloying elements have, for example, the same crystal structure and valence electron concentration (VEC). Efforts have been devoted to developing phase selection criteria based on Hume-Rothery rules, and a few criteria, such as the atomic-size difference (δ), electronegativity difference (ΔX) and VEC, were proposed to predict the phase formation and stability in HEAs[13–17]. The parameter δ characterizes the atomic size mismatch which produces the local elastic strain and makes the system topological unstable, while the parameter ΔX reflects the tendency of forming stable intermetallic compounds and the VEC criterion effectively predicts the structure type[13].",[],[]
1,Introduction,"It is known that the quaternary equiatomic alloy, CoCrFeNi (these elements have nearly the same atomic size and small mixing enthalpy as shown inTable 1[18]), exhibited a single FCC solid solution phase without any obvious compositional fluctuation[19], and no long-range chemical ordering was observed as well[20]. Alloying effects on the phase formation and stability of the CoCrFeNi-based alloy were investigated and it was shown that the crystalline structure, microstructural morphology and relevant mechanical properties strongly depend on the alloying elements[21–23]. For example, alloying of Pd with a large atomic radius (i.e., 0.137 nm) into the CoCrFeNi alloy resulted in an increase of the lattice parameter and lattice distortion[24], while additions of V with a large difference in the enthalpy of mixing and atom size with the constituent components also caused significant distortion of FCC solid solution and thus promoted of the formation of σ-phase with a tetragonal crystal lattice[25]. In the (FeCoNiCrMn)100−xAlxHEA system[22], the as-cast structure evolves from the initial single FCC structure to a duplex FCC plus BCC structure, and then a single BCC structure with increasing the Al concentration. In the AlCoCrFeNiNbxalloy system, it was found that additions of Nb (x ≥ 0.25) caused the precipitate of a Laves phase with a HCP structure, and as the Nb content is increased, the resultant microstructure changed from hypoeutectic to hypereutectic and such transition had a striking effect on the compressive yielding strength and Vickers hardness[26]. However, the presence of Al makes it impossible to clearly clarify effects of Nb on the phase stability of the CoCrFeNi-based alloys since aluminum is a strong BCC stabilizer and its addition into this system are a major complication for the strengthening and phase formation[22].",[],['tbl1']
1,Introduction,"In this study, we selected the CoCrFeNi alloy as the base alloy and Nb as the alloying element based on the following reasons: (1) the Nb element has been successfully used to synthesize the Ti–Al–Nb high temperature, low density intermetallic materials[27,28], (2) Nb has a large negative enthalpy of mixing with the other constituent elements (i.e., the value of Nb–Co, Nb–Cr, Nb–Fe, Nb–Ni atomic pairs is −25, −7, −16 and −30 kJ/mol, respectively[18]), and (3) Nb has the largest atomic size in this alloy system which may be favorable for the forming secondary phases, resulting in effective precipitation strengthening. Therefore, the CoCrFeNiNbxHEAs (x = 0, 0.103, 0.155, 0.206, 0.309 and 0.412) were synthesized and investigated in detail.",[],[]
2,Experimental,"Alloy ingots with a nominal composition of CoCrFeNiNbx(x = 0, 0.103, 0.155, 0.206, 0.309 and 0.412, corresponding to 0, 2.52, 3.72, 4.88, 7.16 and 9.32 at %, respectively) were synthesized by arc-melting a mixture of pure metals (purity > 99.9 wt.%) in a Ti-gettered high-purity argon atmosphere. The ingots were re-melted at least five times to ensure a chemical homogeneity. Melted alloys were eventually drop-cast into a Cu mold with a dimension of 10 mm × 10 mm × 60 mm. The weight changes were recorded before and after casting, and there is no any significant mass loss. So the nominal composition should be close to the actual composition.",[],[]
2,Experimental,"Phase identification of all the specimens was conducted by X-ray diffraction (XRD) using Cu Kα radiation (MXP21VAHF). Microstructure of the as-cast specimens was characterized using a Zeiss Supra55 scanning electron microscope (SEM) operated at 15 kV with an energy dispersive spectrometer (EDS). For microstructural observation, the samples were sequentially ground and then electrolyte-polished and etched with a solution composed of perchloric acid and alcohol (in a volume ratio of 1:9). While the EDS analysis was conducted on well-polished samples without etching. Volume fractions of different phases in the alloys were measured from micrographs employing a commercial software package (Image-Pro Plus). Tensile samples with a gauge length of 15 mm, a width of 4 mm and an approximate thickness of 1.2 mm were prepared from the as-cast ingots via electric discharging machining. Tensile tests were carried out on a CMT4105 universal tensile testing machine with a strain rate of 1 × 10−3s−1at room temperature. The tensile samples were sequentially ground and there is no defect was observed. Twice tests were conducted per composition.",[],[]
3.1,Results.XRD analysis,"XRD patterns from the as-cast CoCrFeNiNbx(x = 0, 0.103, 0.155, 0.206, 0.309 and 0.412) alloys (denoted as Nbxhereafter) are shown inFig. 1. The pattern of the base CoCrFeNi alloy indicates the formation of a single phase with the FCC lattice. However, with additions of 0.103 Nb (i.e., alloy Nb0.103), a minor reflection peak around (1 1 1)FCCcorresponding to the Laves phase appeared as shown inFig. 1b. With increasing the Nb content, more reflection peaks corresponding to the Laves phase can be obviously observed in the Nb0.155, Nb0.206, Nb0.309, and Nb0.412alloys. The Laves phase was identified as the (Co,Cr,Fe,Ni)2(Cr,Nb) type with a HCP lattice structure and the lattice parameters are a = 0.4801 nm and c = 0.7817 nm. Meanwhile, as shown inFig. 1b, with the increment of the Nb content from 0.103 to 0.412, the relative intensity of the FCC diffraction peak is reduced while that of the Laves diffraction peaks is enhanced, due to the decreased volume fraction of the FCC phase relative to the Laves phase. Furthermore, the relative intensity of the Laves phase is evidently lower than that of the FCC solid solution phase, revealing that the main phase is still the latter in the alloy system. Moreover, the detailed scans for the (2 0 0) peak of the FCC solid solution phase are also shown inFig. 1b. It is noticed that this peak shifts towards a lower 2θ angle as x ≤ 0.309 while towards a higher 2θ angle as x ≥ 0.412. This trend is identical to the variation of the lattice parameters of the FCC solid solution phase, which are estimated to be 0.3581, 0.3590, 0.3602, 0.3604, 0.3606 and 0.3600 nm from the strongest (2 0 0)FCCpeak. In addition, the lattice parameter difference of the FCC solid solution as a function of the Nb content was depicted inFig. 2. The lattice parameter difference can be expressed as Δa/a0, where Δa = |a − a0|, here, the lattice parameter of the CoCrFeNi alloy is considered as base in order to investigate the effect of Nb additions on the lattice parameter difference[29]. As shown, the lattice parameter difference initially increases until the Nb content reaches 0.309 and slightly drops in alloy Nb0.412. It seems that the alloying of Nb with a large atomic radius (i.e., 0.1429 nm) into the CoCrFeNi alloy resulted in an increase of the lattice parameters.","['fig1', 'fig1', 'fig1', 'fig1', 'fig2']",[]
3.2,Results.Microstructure evolution,"Microstructures of the as-cast alloys with a different Nb content were displayed inFigs. 3 and 4.Fig. 3exhibits the low magnification morphologies and the details of different phases are shown inFig. 4with high magnification morphologies. The base CoCrFeNi alloy exhibiting a typical columnar crystal morphology has a single phase structure consisting of slightly elongated grains with the average width of about 150–200 μm (seeFigs. 3 and 4a), which is confirmed to be the FCC phase according to the XRD pattern shown inFig. 1. The measured composition of the grains is reasonably close to the nominal one of the alloy (Table 2). However, a small amount of white precipitates were observed in the Nb0.103alloy (seeFigs. 3 and 4b), which corresponds to the minor peak mentioned in the XRD analysis (Fig. 1b). In alloy Nb0.155, the columnar crystal structure gradually changes to dendrites, and the Laves phase preferred to form in the interdendritic regions (seeFigs. 3 and 4c). With additions of more Nb, the morphology of the Nb0.206, Nb0.309and Nb0.412alloys displays a typical hypoeutectic structure (seeFig. 3d–f), although the primary phase is still the FCC solid solution phase. The eutectic structure consists of a mixture of the FCC phase and the Laves phase (seeFig. 4d–f) which constitutes a continuous network. Meanwhile, with increasing the Nb content, the volume fraction of the Laves phase increases accordingly. Chemical composition of the FCC phase and the Laves phase was analyzed using the EDS and the results were listed inTable 2. The EDS analysis indicates that the FCC phase was enriched in Fe, Co with limited Nb, while Cr and Fe were depleted but Nb was enriched in the Laves phase.","['fig3', 'fig4', 'fig1', 'fig1', 'fig3', 'fig4', 'fig3', 'fig4', 'fig3', 'fig4', 'fig3', 'fig4', 'fig3', 'fig4']","['tbl2', 'tbl2']"
3.3,Results.Mechanical properties,"Room-temperature tensile tests were performed to investigate effects of Nb additions on the mechanical properties of the as-cast CoCrFeNiNbxalloy system. Typical engineering stress–strain curves for the current HEAs containing different amounts of Nb are depicted inFig. 5. The fracture strength, yield strength, and tensile ductility as a function of the Nb content are summarized inTable 3. It is noted that both the fracture and yield strengths increase as the Nb concentration increases. Specifically, the fracture and yield strengths of alloy Nb0are 413 and 147 MPa, respectively, but increase significantly to 1004 and 637 MPa, respectively, in alloy Nb0.412. In contrast, the tensile elongation reduces appreciably from 49.1% in alloy Nb0to 1.3% in alloy Nb0.412.",['fig5'],['tbl3']
