Section Heading,Section Title,Paragraph,Figures,Tables
0,Abstract,"High-quality aluminium-CuZrNiAlTiW high-entropy alloy (HEA) composites were fabricated by mechanical alloying and spark plasma sintering (SPS). The microstructures, mechanical properties and corrosion resistance of these composites were investigated. The as-milled HEA powders consist of a single body-centered cubic (BCC) solid solution phase. Besides the Al and BCC phases, the NiAl-rich B2 and WAl12 phases were in-situ formed in the sintered composites due to the large concentration gradient of Al between the matrix and HEA reinforcement. Compared to the SPS-ed Al bulk, the Al-HEA composites show higher microhardness and strength, caused by the dispersion strengthening of BCC phase and precipitation strengthening of B2 and WAl12 phases, as well as the serious lattice distortion. The core-shell microstructure in the composite with 10 vol.% HEA (Al10) contributes to its good compression properties with high yield strength and good plasticity. The Al20 composite exhibits a high fracture strength of 544 MPa, owing to the uniform size and distribution of BCC particles. Additionally, W and Ni could improve the stability of protective layer, and thus enhance the pitting resistance of the Al-HEA composites in seawater. The Al10 composite possesses the relatively positive corrosion potential and low corrosion rate, revealing a good general corrosion resistance.",[],[]
1,Introduction,"Metal matrix composites have attracted interest in both scientific and industrial fields [1]. The combined effect of metal and other heterogeneous materials with different properties allows for achievement of properties unreachable for traditional alloys, leading to high strength [2] and service temperature capabilities [3]. Al-based composites (ABCs) are of great interest owing to their light-weight, high specific strength, remarkable mechanical properties and excellent corrosion resistance [4,5], and are widely used in aerospace, defense and automotive fields [6,7]. However, the compatibility between Al matrix and reinforcement, further performance optimization and secondary processing are major blocks in the preparation and development of ABCs. Kinds of reinforcements have been utilized as the reinforcing phases in ABCs, such as oxide [8], ceramic [9], metallic glass particles [10] and metallic compounds [11].",[],[]
1,Introduction,"Conventional alloys are usually based on a single host metal. High-entropy alloys (HEAs) consist of multiple principal elements, which are an intriguing class of structural materials showing excellent strength-ductility combination, high fracture toughness, good corrosion resistance [12–15]. Owing to their excellent properties, the applications of HEAs as reinforcements have broadened the range of particle reinforced metal matrix composites [16–20]. The compressive yield strength of Cu-based composites with 20 wt.% AlCoNiCrFe HEA particles reached 330 MPa, which was increased by 220% compared with Cu matrix [16]. An Al0.6CoCrFeNi HEA particle reinforced ABC was prepared by spark plasma sintering (SPS), and its compressive fracture strength was as high as 3120 ± 80 MPa [17]. In contrast to the SiC-Al composite, the ABC with CoNiFeAl0.4Ti0.6Cr0.5HEA addition exhibited higher tensile strength, better plasticity and higher modulus (712 MPa, 0.82% and 171 GPa respectively) [18].",[],[]
1,Introduction,"The previous studies reported that the SPS-ed ABCs reinforced with glassy powders containing Al element displayed better mechanical properties and corrosion resistance [21]. The bulk CuZrAlTiNi HEA fabricated by mechanical alloying (MA) and SPS disclosed high microhardness of more than 1000 HV and good pitting resistance in seawater [22]. The addition of W as a refractory element led to higher hardness and strength of the HEA [23]. Moreover, the as-milled CuZrAlTiNiW HEA powders show a single BCC solid solution. It is generally accepted that BCC-type HEA has high strength [24–26], which could be used as the excellent alternative reinforcement. In this study, the CuZrAlTiNiW HEA powders with different volume fractions were added to pure Al to fabricate ABCs by MA and SPS. The detailed microstructures and mechanical properties, as well as corrosion resistance in seawater of Al-HEA composites have been investigated. The present study developed a new method to fabricate high-performance metal matrix composites with HEA and in-situ formed intermetallic phases, and created an opportunity to fabricate advanced ABCs for corrosion environments.",[],[]
2,Experimental procedures,"Pure Cu, Zr, Al, Ti, Ni and W powders (≥99.5 wt.%, ≥200 mesh) were mechanically alloyed to synthesize CuZrAlTiNiW HEA particles with equiatomic concentration. The milling experiments were handled on high-energy planetary ball mill (Fritsch P6) at a rotation speed of 300 rpm (revolutions per min) in argon atmosphere using chromium steel vial and 304 L balls. The weight ratio of milling balls to powers was set as 15:1. Besides, the milling process was interrupted every 30 min and then halted for another 10 min to avoid overheating of the vial. The as-milled CuZrAlTiNiW HEA particles were obtained after ball milling for 30 h. The pre-sintered Al/HEA powders were achieved by the homogeneous mixing with pure Al and CuZrAlTiNiW HEA powders (10, 20 and 30 vol.%, denoted as Al10, Al20, and Al30, respectively) through ball milling for 8 h using a rotation speed of 200 rpm. Consolidation of the mixing powders was performed using SPS. High strength heat-resistant graphite punch and die with an inner diameter of 10 mm were used. SPS was done at a sintering temperature of 773 K and sintering pressure of 80 MPa for 30 min. The cylindrical sintered samples were obtained with a dimension ofɸ10 × 18 mm.",[],[]
2,Experimental procedures,"The phase analysis of the as-fabricated materials was performed by X-ray diﬀ ;raction (XRD, Rigaku D8 Advance) using Cu Kαradiation (λ =0.15406 nm). The acceleration voltage and current were set to 40 kV and 30 mA, respectively. The microstructure and chemical composition were investigated by field-emission scanning electron microscopy (FESEM, QUANTA FEG 250, FEI) with energy dispersive spectrometry (EDS, OXFORD INSTRUMENTS X-Max 50 mm2), respectively. The diameters of more than 100 particles in FESEM images were estimated by using Image-Jsoftware to get the average size of precipitated particles.",[],[]
2,Experimental procedures,"Vickers hardness tester having a load carrying capacity of 200 g and a duration time of 15 s was used in the study. Each sample was conducted 15 indentations and the average values were shown in the results. The density of composites was determined using Archimedes method by electronic analytical balance. Compression test was carried at room temperature using a universal material testing machine (MTS landmark). Tests were conducted at strain rate of 1 × 10−3s-1using a cylindrical shape specimen of a dimension ofɸ10 × 15 mm. Corrosion behaviors of the sintered samples were studied using the electrochemical workstation (CHI660E) in a seawater solution. The seawater was prepared by artificial sea salt and distilled water with the mass ratio of 1:30. The working electrode was the tested samples. The counter electrode and reference electrode were a platinum sheet and an Ag-AgCl electrode, respectively. Potential-dynamic polarization curves were recorded in air at a potential sweep rate of 3 mV/s and repeated at least 3 times after the open-circuit potential was steady enough.",[],[]
3,Results and discussion," Fig. 1 displays the XRD pattern of the as-milled CuZrAlTiNiW HEA particles. Four sharp diffraction peaks are identified as a single BCC solid solution phase. It is generally accepted that BCC-type HEA has high strength, which could be used as the excellent alternative reinforcement. Therefore, the CuZrAlTiNiW reinforcement with BCC structure is expected to improve mechanical properties of ABCs.",['fig0005'],[]
3,Results and discussion," Fig. 2 presents the elemental mappings and corresponding micrograph of 30 vol.% CuZrAlTiNiW/Al mixing powders. According to the elemental mappings, Ti, Cu, Ni, Zr and W exhibit a uniform dispersion state. Therefore, CuZrAlTiNiW HEA particles evenly distribute in the Al matrix after the appropriate mixing time, which is beneficial to the subsequent sintering quality. Moreover, the average size of CuZrAlTiNiW HEA particles is about 15 μm and close to that of Al, which would contribute to the improvement of sintering density.",['fig0010'],[]
3,Results and discussion,"The XRD patterns of the SPS-ed pure Al and Al-HEA composites are shown in Fig. 3 . Besides the Al matrix and BCC phase, the composites are mainly composed of in-situ formed B2 phase (ordered BCC phase) along with WAl12intermetallic compound, and a few unknown phases. With raising the volume fractions of HEAs, the contents of B2 and WAl12phases also increase. It suggests that some principal elements from HEA can react with the Al matrix during the sintering process, which induces the separation of partial BCC phase and further causes in-situ formation of new phases.",['fig0015'],[]
