Section Heading,Section Title,Paragraph,Figures,Tables
0,Abstract,"Deformation mechanisms of a high-entropy alloy with a single face-centered-cubic phase, Al0.1CoCrFeNi, at elevated temperatures are studied to explore the high temperature performances of high-entropy alloys. Tensile tests at a strain rate of 10−4                     s−1 are performed at different temperatures ranging from 25 to 700°C. While both yield strength and ultimate tensile strength decrease with increasing temperature, the maximum elongation to fracture occurred at 500°C. Transmission electron microscopy characterizations reveal that, at both 25 and 500°C, most of deformation occurs by dislocation glide on the normal face-centered-cubic slip system, {111}〈110〉. In contrast, numerous stacking faults are observed at 600 and 700°C, accompanied by the decreasing of dislocation density, which are attributed to the motion of Shockley partials and the dissociation of dislocations, respectively. According to the Considere's criterion, it is assumed that the dissociation of dislocations and movement of Shockley partials at higher temperatures significantly decreases the work hardening during tensile tests, promoting the early onset of necking instability and decreasing the high-temperature ductility.",[],[]
1,Introduction,"High-entropy alloys (HEAs) are multicomponent alloys, which contain at least five major metal elements in a nearly equimolar ratio[1]. Generally, as the amount of the alloying components increases, intermetallic compounds are gradually formed. This trend will cause the difficulty in the microstructure analyses and the inherent brittleness[2]. However, HEAs tend to form simple solid-solution phases, such as face-centered-cubic (FCC) and body-centered-cubic (BCC) phases due to the high mixing entropy[3]. The high mixing entropy can facilitate the formation of disordered solution states and suppress the formation of intermetallic compounds[4]. The simplification of their structures avoids the disadvantages of conventional multicomponent alloys which usually exhibit complicated microstructures and intrinsic brittleness, and the concept of HEAs greatly expands the number of applicable alloy systems.",[],[]
1,Introduction,"HEAs have attracted great attention due to their excellent mechanical properties. Based on previous research, it has been found that HEAs can possess high hardness, strong fatigue resistance, good oxidation resistance, and good age-softening resistance[5–13]. Furthermore, Kuznetsov et al.[14]studied the microstructures and mechanical properties of the AlCoCrCuFeNi HEA, and found that the forged alloy exhibited superplastic behavior in the temperature range of 800–1000°C. The maximum tensile ductility can reach 860% in the experiment. Bernd Gludovatz et al. found that the HEA, CrMnFeCoNi, exhibits a remarkable fracture toughness at cryogenic temperatures, which is attributed to the nanotwinning mechanisms[15]. Much work has been devoted to studying the mechanical properties and microstructures of different HEA systems. However, the deformation mechanisms of HEAs at different temperatures, especially at elevated temperatures, which are of important for understanding their mechanical behavior, have not been fully understood.",[],[]
1,Introduction,"The AlxCoCrFeNi HEA is a well-studied system, and its microstructures and mechanical properties can be well modified by changing the content of Al and fabrication process[11,16–24]. In the current study, AlxCoCrFeNi was chosen as a model system for several reasons: (a) its microstructures and mechanical properties have been well-studied; (b) it can form different microstructures as a variation of the Al content, which is convenient for a further systematic investigation; (c) a simple FCC single phase can be formed when the Al content is low (x<0.45), which facilitates the investigation of fundamental mechanisms; and (d) it exhibits good mechanical properties, which make it a very promising system for applications.",[],[]
1,Introduction,"In this study, the Al0.1CoCrFeNi HEA was fabricated by vacuum induction-melting and hot isostatic pressing (HIP) sintering. The microstructure of the as-prepared sample was characterized by x-ray diffraction (XRD), scanning electron microscopy (SEM), and transmission electron microscopy (TEM). It was found that only a single FCC phase is formed without nano-precipitates, and the grain size is on the order of millimeter. The hardness was measured using a Vickers hardness tester, and then tensile tests at a strain rate of 10−4s−1were performed at different temperatures ranging from 25 to 700°C. The microstructures of the HEA samples tested at different temperatures were characterized by TEM and the serration behavior in the tensile tests was also analyzed. The aim of current study is to investigate the microstructure evolution of HEAs following deformation at different temperatures, which helps understand the plastic-deformation mechanisms of HEAs and opens practical routes for the improvement of mechanical properties.",[],[]
2,Experimental procedures,"The raw elemental materials with at least 99 (weight percent-wt%) purity were used. Repeated vacuum induction-melting for at least 5 times was carried out to improve the chemical homogeneity of the alloy. The solidified plate was HIP sintering at 1200°C and 100MPa for 4h. Argon (Ar) gas was used to supply the high pressure. After the HIP sintering, the chamber temperature decreased from 1200°C to 340°C in 3h, and then decreased to 190°C in one hour. The prepared sample was cut into small pieces (18mm×10mm×1mm) and polished. The sample used for optical microscopy observation was etched by Kallings reagent.",[],[]
2,Experimental procedures,"An XRD (Philips, MRD) was used for the identification of the crystalline structure with the 2θscan ranging from 20° to 90°. The SEM and chemical compositions analysis were conducted on a Zeiss LEO1525 equipped with an energy dispersive spectrometry. TEM investigations were conducted in a Zeiss, Libra 200MC operated at 200kV. The hardness was measured using a Vickers hardness tester under a load of 50 gf for 15s.",[],[]
2,Experimental procedures,"The inset in Fig. 1(a)  shows the dimension of the samples used in tensile experiments. They are tested at a strain rate of 10−4s−1on a MTS810 testing machine at various temperatures, including 25°C, 500°C, 600°C and 700°C. All of the tensile experiments were conducted in air. For all temperatures above 25°C, the samples were firstly heated to desired temperatures and then were held there for 15min before the start of the test. After tensile experiments, thin sheets with a thickness of about 1mm were carefully cut from gauge sections for the TEM sample preparation. The thin sheets are polished from sides. Therefore, the microstructure was observed along the direction vertical the tensile force in the TEM experiment.",['f0005'],[]
3,Results," Fig. 1(a)  displays the microstructure of the prepared Al0.1CoCrFeNi alloy. Typical dendrite and interdendrite structures were not observed in this material and it only exhibits a single-phase structure with a large grain size (>1mm). EDS was performed on ten different regions. The average chemical compositions are listed in Table 1 . The EDS results indicate that different elements are evenly distributed in the sample, which confirm a single-phase structure, and element concentrations are close to the designed compositions. The effects of grain boundaries are not considered in the deformation processes due to the large grain size.",['f0005'],['t0005']
3,Results," Fig. 1(b)  shows the XRD pattern of Al0.1CoCrFeNi and identified crystalline structure. Only a FCC structure can be observed, and the corresponding lattice constant isd=3.57±0.01Å. This is consistent with previous investigations on the microstructures of AlxCoCrFeNi, only a FCC structure is found in XRD when the Al contentxis smaller than 0.45[18,24].",['f0005'],[]
