Section Heading,Section Title,Paragraph,Figures,Tables
0,Abstract,"CoCrFeNiTiAl                        x                      (x: molar ratio) high-entropy alloys with different Al content were prepared by vacuum arc-melt casting and the as-synthesized alloys were subsequently heat treated at 1000 °C for 2 h. Effects of Al content and annealing treatment on phase composition and microstructure of these alloys were investigated by intensive characterization and analysis of the crystal structure, morphology and elemental segregation. Al addition promotes the formation of BCC structured phases in both as-cast and as-annealed alloys. The alloy without Al addition is mainly composed of face-centered cubic (FCC) solid-solution while the main phase transforms to stabilized (α-Fe,Cr)-based body-centered cubic (BCC) solid-solution as Al is introduced. Annealing demonstrates no obvious influence on the main phase and elemental segregation of CoCrFeNiTiAl                        x                      alloys except for alloys with low Al content (x = 0, 0.5 and 1.0) contain more intermetallic compounds after annealing. The phase formation rules of high-entropy alloys is explored in this study as the empirical formation rules of simple solid-solutions are proposed as: mixing entropy (∆Smix) ≥ 13.38 J/K·mol, −10 kJ/mol ≤ mixing enthalpy (∆Hmix) ≤ 5 kJ/mol and atom-size difference (δ) ≤ 4.",[],[]
1,Introduction,"High-entropy alloys (HEAs), a newly developed alloy system proposed by Yeh and Cantor[1–3], have attracted considerable attentions in recent years. HEAs, which are defined as alloys containing at least five principal elements with atomic concentration between 5% and 35%, have broken the traditional alloy design concept based on one or two principal components[1–5]. It was proved that HEAs usually formed simple solid-solutions rather than many complex phases under proper composition design[6–10]. These alloys show great potentials for engineering applications due to their multiple excellent properties, such as high strength, good ductility and outstanding resistances to wear, oxidation and corrosion et al[9–13].",[],[]
1,Introduction,"Elemental composition is a critical factor in alloy design, which will definitely affect the alloying behaviors and phase composition of HEAs[14]. It was proved in the synthesis of HEAs that Cu, Ni, Mn and Cr elements favour the generation of FCC solid-solution phases, while Al, Cr, W, V and Ti elements promote the formation of BCC phases[6,8–10]. Addition of Al was identified to exert significant effects on the structural formation and physical properties of HEAs due to its relatively larger atomic radius[15–17]. In our previous report, CoCrFeNiTiAl alloy system has been explored and effects of Al addition on the structure and mechanical properties of the as-cast alloys were studied[18]. However, crystal structures of these alloys were simply indexed as BCC and FCC solid-solution without deep-going analysis of the definite phase compositions. On the other hand, the phase formation rule of high-entropy alloys is a research hotspot, which has not yet resolved up to now. As proposed by Yeh et al.[1,6,7], the high mixing entropy (∆Smix) of multi-principal-element alloys was supposed to be the decisive factor for the formation of random solid-solutions over intermetallic compounds. However, Zhang et al. ascertained the mixing enthalpy (∆Hmix), not mixing entropy, was the critical point for the formation of solid-solution structures[19]. Meanwhile, the ordered BCC phase in the widely researched CoCrFeNiCuAl alloy was determined as NiAl intermetallic phase[20]. Thus, the conclusion that HEAs are prone to form simple solid-solutions needs to be revalued. And the XRD patterns simply indexed by crystal structure should be explored thoroughly to check the definitive phase composition.",[],[]
1,Introduction,"In this study, CoCrFeNiTiAlxhigh-entropy alloys with varied Al content were fabricated by vacuum arc-melt casting. As thermal stability is an important consideration for industrial applications[21,22], the as-cast CoCrFeNiTiAlxalloys were heat treated at 1000 °C for 2 h to study the evolution of phase composition and microstructure after annealing. The annealing condition was confirmed according to the previous study that 1000 °C, 2 h annealing exerted remarkable influence on the structural and properties evolution of CoCrFeNiCuAl alloy[23]. The phase composition and microstructure of as-cast and as-annealed CoCrFeNiTiAlxalloys were analyzed intensively. The phase formation rules of HEAs were also explored in this research.",[],[]
2,Experimental details,"Alloy ingots with nominal composition of CoCrFeNiTiAlx(x: molar ratio,x= 0, 0.5, 1.0, 1.5, 2.0, denoted as Al0, Al0.5, Al1.0, Al1.5, Al2.0respectively) were fabricated using vacuum arc-melt casting under a Ti-gettered high-purity Ar atmosphere with a water-cooled copper mould. Elemental metal sheets and granulars with purity higher than 99 wt% were employed as the raw materials to facilitate the ignition of arc-melt casting. The ingots were remelted four times and flipped after each melt to improve the chemical homogeneity. The prepared samples were subsequently heat treated at 1000 °C for 2 h in flowing argon atmosphere. Phase compositions of the as-cast and as-annealed alloys were characterized by Rigaku Ultima Ⅲ X-ray diffractometer (XRD). Microstructure and chemical compositions were measured using scanning electron microscope (SEM, JSM-5610LV and Hitachi-S3400N) attached with energy-dispersive X-ray spectrometer (EDX). Transmission electron microscopy (TEM, JEOL JEM-2010) was employed to further identify the crystal structure and morphology of as-cast and as-annealed Al1.0alloys. The thin-foil specimens for TEM measurements were prepared by mechanical thinning followed by electron-polishing and Ar-ion milling.",[],[]
3.1,Results and discussion.Characterizations of as-cast and as-annealed CoCrFeNiTi alloys,"Fig. 1presents the X-ray diffraction spectrums and SEM images of as-cast and as-annealed CoCrFeNiTi (Al0) alloys. The XRD results were analyzed intensively to check the definite phase compositions. Different from the conclusion in previous report that as-cast Al0alloy was simply consisted of one FCC solid-solution phase[18], the as-cast Al0alloy actually contains at least two minor phases besides the main FCC solid-solution (Fig. 1(a)). One of the minor phases is confirmed as disordered BCC solid-solution with the strongest diffraction peak (around 43.5°) superimposed with that of FCC solid-solution. According to previous report of CoCrFeNiCuAl alloy[20], the disordered BCC phase is designated as (α-Fe, Cr)-based solid-solution, which is also confirmed in the as-cast CoCrFeNiTi alloy in our research[24]. The other minor phase can be indexed as CoTi2intermetallic compound with corresponding PDF No.07-0141. The lattice constant of CoTi2phase in as-cast Al0alloy is calculated as 1.153 nm from Bragg formula, which is much higher than the given value of 1.129 nm. The expansion of lattice parameter is related with interstitial solid-solution of other elements into the CoTi2crystal lattice. Thus, the definite phase composition of as-cast Al0is listed as follows: multi-principal-element FCC solid-solution as the main phase, (α-Fe, Cr)-based BCC solid-solution and CoTi2-based intermetallic phase as the minor phases. The as-cast Al0alloy exhibits weak contrast in the back-scattered SEM image as shown inFig. 1(b), which means the elemental segregation is not obvious. To clearly observe the surface morphology, the polished surface of as-cast Al0alloy was etched by aqua regia with the resultant image insetted in the upper-right corner ofFig. 1(b). Typical cast-dendrite morphology appears in the etched surface with coarsened dendrite structures separated by interdendrite regions. Elemental composition of the dendrite and interdendrite regions was calculated by EDX with the detailed results listed inTable 1. The dendrite region is slightly enriched with Cr and Fe, while the interdendrite is rich of Co, Ni and Ti. The phase formation and elemental segregation is determined by the mixing enthalpy (∆Hmix) among the constituent metallic elements[18]. Cr and Fe tend to form solid-solution phase as they exhibit low mixing enthalpy near zero. Co and Ni show high negative mixing enthalpy with Ti and they prone to generate intermetallic compounds. Therefore, the dendrite with Cr and Fe enrichment means the dendrite region contains more (α-Fe,Cr)-based solid-solution phase, while the interdendrite region with Co, Ni and Ti enrichment contains more intermetallic phases.","['fig1', 'fig1', 'fig1', 'fig1']",['tbl1']
3.1,Results and discussion.Characterizations of as-cast and as-annealed CoCrFeNiTi alloys,"The FCC solid-solution is retained as the major phase after the as-cast Al0alloy was annealed at 1000 °C for 2 h (Fig. 1(c)). However, increased intermetallic phases appear at the sacrifice of solid-solution phases after annealing. The intermetallic compounds include not only CoTi2phase, but also a newly formed FeTi phase and a complex phase with undetectable crystal structure. The transformation from solid-solutions to intermetallics is induced by the high negative mixing enthalpy between Ti and other elements (e.g. Fe, Ni, Co)[25]. As the alloy was prepared by arc-melt casting equipped with water-cooling equipment, the solid-solution structures formed in the melting state were quenched and maintained after rapid solidification[26,27]. Thus, phase composition of the as-cast Al0alloy is in metastable state, which turns out to be more stable phases after high-temperature annealing. Annealing exhibits negligible effect on the surface morphology of Al0alloy as shown inFig. 1(d). The surface is also in weak contrast with similar cast-dendrite morphology and slightly refined arm-width of the dendrite structure. The as-annealed Al0alloy shows identical elemental segregation as the as-cast alloy, where the dendrite region is rich in Cr and Fe while the interdendrite region rich in Co and Ni. But the two regions of as-annealed Al0alloy are both depleted of Ti element, which may due to the massive precipitation of Ti contained compounds out of the dendrite and interdendrite regions.","['fig1', 'fig1']",[]
3.2,Results and discussion.Phase compositions of as-cast CoCrFeNiTiAlxalloys,"Fig. 2shows the XRD results of as-cast CoCrFeNiTiAlxalloys with different Al contents (denoted as Al0.5, Al1.0, Al1.5, Al2.0). The as-cast Al0.5and Al1.0alloys exhibit identical phase composition as shown inFig. 2(b) and (b). A disordered BCC phase, which is identified as (α-Fe,Cr)-based solid-solution, turns out to be the main phase after Al addition. As mentioned above, Al was regarded as a promoter of BCC solid-solution structure and the transformation from FCC to BCC after Al addition was explained by the difference of atomic packing efficiency between FCC and BCC crystal structures[28]. There is an ordered BCC phase located beside the main BCC solid-solution in the XRD spectrum, which was commonly designated as an ordered BCC solid-solution[1,6]. However, this ordered BCC phase was ascertained as NiAl-based intermetallic phase in CoCrFeNiCuAl alloy system[20,29]. Thus, in this study, the ordered BCC phase in CoCrFeNiTiAl system can also be confirmed as NiAl-based intermetallic phase[24]. It was reported that Co demonstrated high solid solubility in NiAl intertemtallic phase[30], which means the ordered BCC phase should be NiAl-based secondary phase with solid-solution of multiple elements. The as-cast Al0.5and Al1.0alloys also contain CoTi2and FeTi typed intermetallic compounds as the minor phases. Thus, the phase composition of as-cast Al0.5and Al1.0alloys can be identically deduced as follows: (α-Fe,Cr)-based BCC solid-solution as the main phase, NiAl-based intermetallic together with CoTi2and FeTi typed compounds as the minor phases.","['fig2', 'fig2']",[]
3.2,Results and discussion.Phase compositions of as-cast CoCrFeNiTiAlxalloys,"The formation of intermetallic phases is greatly suppressed as Al content increases tox= 1.5 andx= 2.0. Only two BCC structured phases exist in the XRD spectrums of as-cast Al1.5and Al2.0alloys (Fig. 2(c) and (d)), where the major phase is disordered BCC solid-solution and the minor one is NiAl-based intermetallic phase. It is evident that Al addition exhibits a remarkable influence on the phase composition of as-cast CoCrFeNiTiAlxalloys as the main phase transforms from FCC solid-solution to stabilized BCC solid-solution as Al content increases gradually. The addition of Al would definitely affect the lattice parameter of the formed solid-solution as Al possesses relatively larger atomic radius. It can be seen in the enlarged image of XRD peaks around 43.5° (Fig. 2(e)) that the diffraction peak shifts to the leftward slightly as Al content increases fromx= 0.5 tox= 1.0. This phenomenon is associated with the expansion of crystal lattice induced by substitutional solid-solution of Al[31]. The diffraction peak shifts to the right side as Al content increased tox= 1.5, which is related with the variation of phase composition as the CoTi2and FeTi typed intermetallic phases disappear in the Al1.5alloy. The diffraction peak of BCC2 phase, which is confirmed as NiAl-based intermetallic, shifts to the leftward again as Al content increases fromx= 1.5 tox= 2.0.","['fig2', 'fig2']",[]
3.3,Results and discussion.Microstructure of as-cast CoCrFeNiTiAlxalloys,"Fig. 3presents the back-scattered SEM images of as-cast CoCrFeNiTiAlxalloys after been etched by aqua regia. Cast-dendrite structure with chrysanthemum-shaped dendrite and river-like interdendrite is typically observed in the as-cast Al0.5and Al1.0alloys (Fig. 3(a) and (b)). The dendrite region is in a eutectic-like morphology with black shells (labeled as “E(A) phase”) located around the grey cores (labeled as “Dendrite”). The core arms of as-cast Al0.5alloy are in coarsened structure with arm-width of about 30–50 μm, which are greatly refined in the as-cast Al1.0alloy. The white interdendrite, grey dendrite and black E(A) phase are in high contrast, which is reflection of distinct elemental segregation. Chemical composition of these areas was analyzed by EDX with the detailed datas listed inTable 2. It is obvious that the dendrite region is rich in Co, Ni and Al, while the interdendrite and E(A) phase exhibit similar elemental enrichment of Cr and Fe. Combined with the XRD results, it is reasonable to deduce that the dendrite region contains massive NiAl-based intermetallic phase while the interdendrite and E(A) phase are rich in (α-Fe,Cr)-based solid-solution. Ti content is higher in the dendrite area than in the other two regions, which means the dendrite region contains more intermetallic phases. The as-cast Al1.5and Al2.0alloys exhibit similar elemental segregation as that of as-cast Al0.5and Al1.0alloys with the disappearance of E(A) phase. The interdendrite regions of as-cast Al1.5alloy can hardly be observed after etching (Fig. 3(c)), which is due to the interdendrite phases are preferentially etched away over the dendrite phases by aqua regia. The etched dendrite is in novel morphology with coarsened grains surrounded by refined particles. This kind of morphology is originated from rapid solidification in the as-cast alloy under unequibrium nucleation and abnormal grain-growth. The amount of interdendrite phase decreases remarkably in the as-cast Al2.0alloy and this area also disappears after etching.","['fig3', 'fig3', 'fig3']",['tbl2']
