Section Heading,Section Title,Paragraph,Figures,Tables
0,Abstract,"CoCrFeNiTiAl                        x                      (x values in molar ratio, x                     =0, 0.5, 1.0, 1.5 and 2.0) high-entropy alloys were prepared using a vacuum arc melting method. The effects of Al addition on microstructure and mechanical properties were investigated. The results show that only a face-centered cubic (FCC) crystal structure phase is observed in the CoCrFeNiTi alloy. The phase composition transforms to stabilized body-centered cubic (BCC) structure phases and typically cast dendrite structure appears when Al is added. The dendrite region is rich in Co, Ni, Ti and Al elements while the interdendrite region is rich in Fe and Cr elements. Subgrains and nanosized precipitates are observed in the as-cast CoCrFeNiTiAl alloy. These CoCrFeNiTiAl                        x                      high-entropy alloys exhibit excellent room-temperature mechanical properties. For CoCrFeNiTiAl1.0 alloy, the compressive strength and elastic modulus reach as high as 2.28GPa and 147.6GPa, respectively. High density of dimple-like structure is observed from the fracture surfaces of the Al0 alloy, while alloys with Al addition show typical cleavage fractures with river-like patterns and cleavage steps.",[],[]
1,Introduction,"Traditional strategy for developing alloys is to select one or two elements as principal components for primary properties and other minor elements incorporated for definite microstructure and properties, such as steels, TiAl intermetallics, bulk metallic glasses (BMG), etc.[1]. Formation of many intermatallic compounds and other complex microstructures may be anticipated using multiple principal elements, resulting in sample brittleness, difficulty in processing and complication in analysis[2,3]. Recently, this paradigm has been broken by high-entropy alloy developed by Yeh et al.[4]. High-entropy alloys are defined as alloys that contain at least five principal elements with each elemental concentration between 5 and 35at.%. The high-entropy alloys usually form simple solid solution structures rather than many complex phases. With proper composition design, high-entropy alloys can possess multiple excellent properties such as high strength, good ductility and good resistances to wear, oxidation and corrosion, etc.[5–8].",[],[]
1,Introduction,"Elemental composition is a critical factor in alloy design, which will definitely affect the alloying behaviors and properties of high-entropy alloys. Many high-entropy alloy systems have been reported recently, and most of them contain Al[4,6–12]. The addition of Al was identified to having considerable effects on the structures and properties of high-entropy alloys due to its large atomic radius. Tong et al.[9,10]have studied AlxCoCrCuFeNi high-entropy alloys and found that the Al contents had obvious influence on phase transformation and mechanical properties. With minor Al addition, the AlxCoCrCuFeNi alloys showed single FCC structure. As the Al addition reachedx=0.8, mixed FCC and BCC eutectic phases appeared. A single ordered BCC structure was obtained for alloys with Al addition higher thanx=2.8. The hardness of the alloys increased gradually from HV 133 to 655 with the Al contents increasing fromx=0 to 3.0. Zhou et al.[11]have researched the effects of Al addition on the microstructures and compressive properties of the Alx(TiVCrMnFeCoNiCu)100−xhigh-entropy alloys. The results showed that the phase number decreased gradually as the Al content increasing and the compressive strength reached 2.43GPa with Al content ofx=11.1. Recently, Zhou et al.[6]have investigated the room-temperature mechanical properties of AlCoCrFeNiTixalloys with different Ti contents. They found that the strength of the alloys were greatly enhanced, and this phenomenon was attributed to the solid solution strengthen effect of large atomic radius of Ti. However, Al also possesses atomic radius as large as Ti. Therefore, it is worthwhile to investigate whether Al addition could have great effects on the structures and mechanical properties of the CoCrFeNiTiAlxhigh-entropy alloys. In this paper, CoCrFeNiTiAlxhigh-entropy alloys were fabricated and the effects of Al addition on the microstructure and mechanical properties were investigated.",[],[]
2,Experimental procedures,"Alloy ingots with nominal composition of CoCrFeNiTiAlx(x: molar ratio,x=0, 0.5, 1.0, 1.5, 2.0, denoted by Al0, Al0.5, Al1.0, Al1.5, Al2.0respectively) were fabricated using arc melt casting in a Ti-gettered high-purity argon atmosphere with a water-cooled copper mould. Elemental metal sheets (purity >99%) were utilized as the raw materials. The ingots were remelted four times to improve chemical homogeneity. The crystalline structure of the as-cast samples were characterized by Rigaku Ultima III X-ray diffractometer (XRD). The microstructure of alloys were observed using scanning electron microscope (SEM, JSM-5610LV) and transmission electron microscopy (TEM, JEOL JEM-2010). The chemical compositions of different phases were calculated from the results of electron probe micro-analysis (EPMA: JXA-8100). Room-temperature compressive properties ofΦ4mm×10mm cylindrical samples were tested on MTS810 materials testing machine with a strain rate of 1mm/min. Three compression tests were performed to obtain the average value.",[],[]
3.1,Results and discussions.Crystal structure evolution,"The XRD patterns of the as-cast CoCrFeNiTiAlxhigh-entropy alloys are presented in Fig. 1 . Only diffraction peaks corresponding to a FCC crystal structure is observed in the Al0alloy. The lattice constant of this FCC phase is estimated to be 0.3589nm by linearity extrapolation method. The Al0.5alloy is composed of two BCC structure phases (marked as “1”and “2” in Fig. 1 ) and a minor Laves phase. The Laves phase has a lattice constant of 0.2966nm and can be identified as FeTi type. The Al1.0alloy shows similar XRD pattern with the Al0.5alloy, but its reflections shift to the leftwards slightly. The reflection shift can be attributed to the increment of lattice constant caused by the solid solution of Al. As Al has large atomic radius, the solid solution of Al will lead to lattice deformation and lattice expansion, thus the lattice constant increases and the reflection shift occurs[13]. Only two BCC phases can be detected in the XRD patterns of the Al1.5and Al2.0alloys. Compared with the XRD pattern of the Al1.5alloy, the “2” BCC XRD pattern reflections shift to the lower angles slightly in the Al2.0alloy, while the reflections of “1” BCC phase have no change. The lattice constants of the “1” and “2” BCC phases in the Al2.0alloy are estimated to be 0.2926 and 0.289nm, respectively.","['fig1', 'fig1']",[]
3.1,Results and discussions.Crystal structure evolution,"The XRD results show that the Al addition has remarkable influence on the phase composition of the CoCrFeNiTiAlxhigh-entropy alloys. The phase composition transforms from single FCC phase to stabilized BCC phases with Al content increasing fromx=0 to 2.0. The structure change of the high-entropy alloy with Al addition can be explained by using the atomic packing efficiency of the FCC and the BCC[14]. As FCC structure has higher atomic packing efficiency (74%) than BCC structure (68%), the solid solution of Al will lead to larger lattice strain and higher lattice distortion energy in FCC structure[15]. To relax the lattice distortion energy, the metastable FCC phase prefers to transform to relatively stabilized BCC structure when Al is added.",[],[]
3.2,Results and discussions.Microstructure and chemical composition analysis," Fig. 2 shows the SEM backscattered electron images of the as-cast CoCrFeNiTiAlxhigh-entropy alloys. Different morphologies can be observed in the primary phases of these alloys. The Al0alloy shows morphology of single phase, which is consistent with the XRD result. Alloys with Al addition exhibit a typical cast dendrite structure. The Al0.5alloy shows morphology of primary dendrite phase, chrysanthemum shaped eutectic structure and interdendrite phase, as be marked “Dendrite”, “E(A)” and “Interdendrite” in Fig. 2(b) . The Al1.0alloy exhibits the same morphology with Al0.5alloy. This morphology feature indicates that the Al0.5and Al1.0alloys should have similar phase composition and solidification behavior. When Al content reachesx=1.5, the E(A) phase dissolves and only two BCC phases with small dendrite arm width of 5–10μm appear. The Al2.0alloy shows the same phase composition with Al1.5alloy, but its cast dendrite morphology changes remarkably. In the Al2.0alloy, large dendrite phases with an average arm width of 20–30μm is shown as the main phase while the interdendrite region is composed of long strip shaped minor phase among boundary of the dendrite phases. This phase morphology of the Al2.0alloy is in agreement with the peak intensities in the XRD pattern. The different morphologies shown in Fig. 2 indicate that Al additions have great effects on solidification behavior and microstructure evolution of the CoCrFeNiTiAlxhigh-entropy alloys.","['fig2', 'fig2', 'fig2']",[]
3.2,Results and discussions.Microstructure and chemical composition analysis," Fig. 3 shows the TEM bright-field images and the corresponding select area electron diffraction (SAED) pattern of the Al1.0alloy. The SAED analysis shown in Fig. 3(a)  further confirms the BCC structure of the Al1.0alloy. There is an ordered BCC phase in the SEAD pattern, which is in agreement with the XRD pattern. This ordered BCC phase shows a superlattice structure and can be identified as FeTi type. Subgrains and nano-precipitates can be observed in the matrix of the Al1.0alloy in Fig. 3(a) . A stack of dislocations tangle along the subgrains and circumambulate around the nano-precipitates. Nanosized ellipsoidal particles (10–50nm) are clearly identified in the plate structure of the Al1.0alloy in Fig. 3(b) . These nanocrystalline structures are rarely seen in the corresponding states of conventional alloys or bulk amorphous alloys[4]. From the viewpoint of kinetics, long-range diffusion for phase separation is sluggish in solid high-entropy alloys with multi-principal elements. Difficulty in substitutional diffusion of elements in these alloys and interactions among interdiffusing species during partitioning lowered the rates of nucleation and growth, leading to the nano-structured crystallites.","['fig3', 'fig3', 'fig3', 'fig3']",[]
3.2,Results and discussions.Microstructure and chemical composition analysis,"The chemical compositions of different phases in the as-cast CoCrFeNiTiAlxhigh-entropy alloys are listed in Table 1 . Since the Al0alloy is composed of single FCC phase, it shows a chemical composition similar to the originally designated to the alloy. Elemental segregation can be observed when Al is added. For the Al0.5, Al1.0, Al1.5and Al2.0alloys, the dendrite region is in rich of Co, Ni, Ti and Al elements while the interdendrite region is in rich of Fe and Cr elements. The E(A) phase shows similar elemental composition to the interdendrite region. The elemental segregation can be explained by the mixing enthalpies among the principal metallic elements[12,16]. From the mixing enthalpy of binary equiatomic alloys listed in Table 2 , Cr and Fe have relatively higher mixing enthalpies with other elements. Thus Cr and Fe is repelled from the dendrite region by the majority of the dendrite elements, which makes the interdendrite region rich in Cr and Fe.",[],"['tbl1', 'tbl2']"
3.3,Results and discussions.Mechanical properties," Fig. 4 shows the room-temperature compressive true stress–strain curves of the as-cast CoCrFeNiTiAlxhigh-entropy alloys. The detailed data's of the room-temperature mechanical properties are listed in Table 3 . The Al0alloy exhibits high compressive strength and plasticity strain of 2.02GPa and 9.0%, respectively, as well as high elastic modulus of 134.6GPa. The high strength of Al0alloy can be attributed to the solid solution strengthen of Ti atom and strong bonding effect among the alloy metallic elements[15]. Compared with the Al0alloy, the Al0.5alloy shows similar ductility while the compressive strength and elastic modulus decrease slightly. This phenomenon can be attributed to the different crystal structure when Al is added. As the Al0.5alloy is mainly composed of BCC structure phases, it has lower atomic packing efficiency and lattice strain than the FCC structure of the Al0alloy. According to the basic structure factor, a slip in the closest packed FCC structure is more difficult than in the BCC structure. On the other hand, the FCC structure with higher lattice strain will restrain the propagation of dislocations more effectively[17]. Thus the Al0.5alloy with BCC structure exhibits lower compressive strength and elastic modulus than the Al0alloy. The compressive strength and elastic modulus of Al1.0alloy reach the peak values of 2.28GPa and 147.6GPa, respectively. The mechanical property enhancements of Al1.0alloy can be attributed to the increased strengthen effect of lattice strain caused by the lattice sites occupation of Al. The compressive strength and elastic modulus decrease gradually with Al contents increasing fromx=1.0 to 2.0. This may results from the saturation of Al solid solution with Al content more thanx=1.0. As metal Al is inherently weak in strength, the excessive addition of Al is detrimental to the strength of alloys. Besides high strength, all as-cast CoCrFeNiTiAlxhigh-entropy alloys show good ductility as well.",['fig4'],['tbl3']
