Section Heading,Section Title,Paragraph,Figures,Tables
0,Abstract,"In present study, structure and mechanical properties of the AlxCrNbTiVZr (x=0; 0.25; 0.5; 1) high-entropy alloys after arc melting and annealing at 1200°C for 24h are investigated. The CrNbTiVZr alloy is composed of body centered cubic (bcc) and C15 (face centered cubic) Laves phases while the AlxCrNbTiVZr (x=0.25; 0.5; 1) alloys consist of bcc and two C14 (hexagonal close packed) Laves phases with different chemical compositions. Thermodynamic modeling predicts existence of two phases – bcc and C15 Laves phase and broadening of single bcc phase field due to Al addition. The density of the alloys decreases with the increase of Al content. The alloys are found to be extremely brittle at room temperature and 600°C. The alloys have high strength at temperatures of 800–1000°C. For example, yield strength at 800°C increases from 440MPa for the CrNbTiVZr alloy to 1250MPa for the AlCrNbTiVZr alloy. The experimental phase composition of the AlxCrNbTiVZr alloys is compared with predicted equilibrium phases and the factors governing the transformation of C15 to C14 Laves phases due to Al addition to the CrNbTiVZr alloy analyzed. Specific properties of the alloys are compared with other high-entropy alloys and commercial Ni-based superalloys.",[],[]
1,Introduction,"There is a rising interest among researchers to the so-called high-entropy alloys (HEAs). HEAs are a new promising class of metallic alloys, commonly of at least 4–5 elements taken in nearly equimolar concentrations[1]. HEAs have been considered as potential structural materials for high-temperature usage[2]due to their attractive features, including sluggish diffusion effect[3]which is expected to stabilize the structure of the alloys at elevated temperatures. For the purpose of full realization of the potential of HEAs in the capacity of the high-temperature materials, the so-called refractory HEAs were introduced[4–6]. A number of HEAs based on refractory elements have shown superior high-temperature strength, exceeding currently used nickel-based superalloys[4–17], thus demonstrating the attractiveness of this class of the alloys. However, one of the important limitations of the first-developed refractory HEAs was their high density[4–8]. There have been many efforts to produce lighter alloys by usage of alloying elements with lower atomic weight[18–32].",[],[]
1,Introduction,"One of the particularly attractive elements in this regard is Al[20–32]. Besides an apparent decrease of the density[20–23,25,26,28,30–32], a number of studies reported a beneficial effect of Al on mechanical properties of HEAs based on refractory elements, in particular, an increase in room-temperature[20,21,23,25]and high-temperature strength[21,32]. But there is diverse information on the effect of Al on phase composition of refractory HEAs in the literature. In some cases, it was demonstrated that the alloys with initially single body centered cubic (bcc) structure like the NbTiVTa, NbTiMoV, and HfNbTaTiZr alloys retained their structure when Al was added[20,23,25]. Moreover, the ability of Al to stabilize solid solution phases instead of ordered or intermetallic ones was observed when it was added to the CrMo0.5NbTa0.5TiZr alloy[21]. In contrast, it was reported that Al facilitates the formation of intermetallic phases, including Laves phase, when it is added to initially bcc structured NbTiVZr alloy[31,32]. Apparently, the difference in interaction between Al and other constitutive elements of the alloys is responsible for the diverse effect of Al on phase composition of the alloys. Due to the attractiveness of usage of Al in the development of HEAs based on refractory elements with high specific strength, it's worth to explore its effect further.",[],[]
1,Introduction,"Therefore in the present study we have studied the effect of Al addition on the structure and mechanical properties of the CrNbTiVZr alloy. The CrNbTiVZr alloy is composed of a major C15 (fcc) Laves and a minor bcc phases according to[18]and has remarkable high-temperature mechanical properties[19]. The goals of current study are (i) to analyze the effect of Al content on phase composition of the AlxCrNbTiVZr (x=0; 0.25; 0.5; 1) alloys; and (ii) to evaluate the impact of Al content on mechanical properties, including specific ones, of the CrNbTiVZr alloy at elevated temperatures.",[],[]
2,Experimental Procedures,"The alloys with a nominal composition of CrNbTiVZr (marked further as Al0), Al0.25CrNbTiVZr (marked further as Al0.25), Al0.5CrNbTiVZr (marked further as Al0.5) and AlCrNbTiVZr (marked further as Al1) were produced by arc melting of the elements in a low-pressure, high-purity argon atmosphere inside a water-cooled copper cavity. The purities of the alloying elements were no <99.9at.%. The produced ingots of the alloys had dimensions of about 6×12×40mm3. As-solidified ingots were annealed at 1200°C for 24h. Prior to annealing, the samples were sealed in vacuumed (10−2Torr) quartz tubes filled with titanium chips to prevent oxidation.",[],[]
2,Experimental Procedures,Microstructure and phase composition of the alloys after annealing at 1200°C were studied using X-ray diffraction (XRD) and scanning electron microscopy (SEM). The XRD analysis was performed using RIGAKU diffractometer and Cu Kα radiation. Samples for SEM observations were prepared by mechanical polishing. SEM investigations were performed utilizing FEI Quanta 600 FEG or Nova NanoSEM microscopes equipped with energy-dispersive (EDS) and electron backscattered diffraction (EBSD) detectors. The volume fractions of different phases were measured from SEM-BSE images using the areal analysis with Digimizer Image Analysis Software.,[],[]
2,Experimental Procedures,Thermodynamic modeling of equilibrium phase diagrams was conducted using Thermo-Calc (version 5) software employing TTTI3 (titanium alloys) database.,[],[]
2,Experimental Procedures,"The density of the annealed alloys was measured by hydrostatic weighting method. The density was measured on compressive specimens (see below), 3 samples of each alloy were measured. Vickers microhardness, HV, was measured on polished cross-section surfaces of the annealed specimens using a 136-degree Vickers diamond pyramid under a 300g load applied for 15s. Compressive tests at 22°C, 600°C, 800°C and 1000°C were performed on rectangular specimens with dimensions of 6×4×4mm3using the Instron 300LX machine equipped with the radial heating furnace. Specimens were placed in the preheated to testing temperature furnace and held for ≈10min to equilibrate the temperature prior to testing. The temperature of the specimen was controlled by a thermocouple attached to the side surface of the specimen. The initial strain rate was 10−4s−1.",[],[]
3.1,Results.Structure of the AlxCrNbTiVZr (x=0; 0.25; 0.5; 1) Alloys," Fig. 1 illustrates XRD patterns of the AlxCrNbTiVZr (x=0; 0.25; 0.5; 1) alloys after annealing at 1200°C. Table 1 summarizes data on the crystal lattice parameters of different phases. The CrNbTiVZr alloy is composed of bcc phase and C15 (face centered cubic, fcc) Laves phase of ZrVCr-type[33]with the corresponding lattice parameters of abcc=0.3294±0.0007nm and afcc=0.7270±0.0002nm. The structure of the Al-containing alloys is presented by bcc phase and two different C14 (hexagonal close packed, hcp) Laves phases - C14 Laves phase of ZrCrAl-type[34]and C14 Laves phase of ZrAl2-type[35]. Notably, the intensity of the Bragg peaks owned to the C14 ZrCrAl-type phase is significantly higher than that of C14 ZrAl2-type phase. The lattice parameter of bcc phase gradually decreases with an increase in Al content from abcc=0.3235±0.0002nm for the Al0·25CrNbTiVZr alloy to abcc=0.3202±0.0002nm for the AlCrNbTiVZr alloy. The lattice parameter of the C14 ZrCrAl-type phase is not sensitive to Al content whereas the lattice parameter of the C14 ZrAl2-type phase slightly decreases with an increment of Al concentration ( Table 1 ).",['f0005'],"['t0005', 't0005']"
3.1,Results.Structure of the AlxCrNbTiVZr (x=0; 0.25; 0.5; 1) Alloys," Fig. 2 demonstrates SEM-BSE images and EBSD phase maps of the AlxCrNbTiVZr (x=0; 0.25; 0.5; 1) alloys after annealing at 1200°C. Chemical compositions of the corresponding structural constituents are given in Table 2 . The CrNbTiVZr alloy is composed of two constituents: bright phase (marked as #1 in Fig. 2 a, b), enriched with Nb and Ti ( Table 2 ), and dark-grey phase (marked as #2), enriched with Cr, V and Zr ( Table 2 ). EBSD analysis ( Fig. 2 b) reveals the bright phase has bcc structure and the dark-grey phase is C15 (fcc) Laves phase, which is in an agreement with XRD analysis ( Fig. 1 , Table 1 ) and previously reported data[18]. Both phases are close to equiaxed, homogenously distributed relatively fine particles thus forming microduplex microstructure. Many twins can be found in Laves phase particles. The volume fractions of the C15 Laves phase measured from SEM images and EBSD are 53±3% and 58±2%, respectively ( Table 2 ).","['f0010', 'f0010', 'f0010', 'f0005']","['t0010', 't0010', 't0010', 't0005', 't0010']"
3.1,Results.Structure of the AlxCrNbTiVZr (x=0; 0.25; 0.5; 1) Alloys," Fig. 2 c, d illustrates the microstructure of the Al0.25CrNbTiVZr alloy. The morphology of the microstructure resembles much that of the CrNbTiVZr alloy ( Fig. 2 a, b). However, EBSD analysis ( Fig. 2 d) has revealed that the Al0.25CrNbTiVZr alloy is composed of bcc (marked as #1 in Fig. 2 c, d) and C14 (hcp) Laves phases. Moreover, SEM-EDS analysis has exposed that two variants of the C14 (hcp) Laves phases with different chemical compositions are found in the alloy, which is consistent with the XRD analysis ( Fig. 1 , Table 1 ). Note that the SEM-BSE image ( Fig. 2 c) has also revealed different contrast from the Laves phase particles. Possibly, EBSD analysis does not differentiate between the two C14 Laves phases due to their very close crystal structure ( Table 1 ) and limited sensitivity of the method[36]. One of the C14 Laves phases is enriched with Al, Cr, and Zr and identified as C14 ZrCrAl-type phase (marked as #2). Another C14 Laves phase is mainly composed of Al and Zr and can be defined as C14 ZrAl2-type phase (marked as #3). The volume fractions of the C14 ZrCrAl-type and C14 ZrAl2-type phases measured from SEM are 51±4% and 13±1%, respectively, which is comparable with the volume fraction (67±2%) of C14 Laves phase(s) measured by EBSD ( Table 2 ). Note that the Laves phases in the current alloy do not contain twins.","['f0010', 'f0010', 'f0010', 'f0010', 'f0005', 'f0010']","['t0005', 't0005', 't0010']"
3.1,Results.Structure of the AlxCrNbTiVZr (x=0; 0.25; 0.5; 1) Alloys,"The structures of the Al0.5CrNbTiVZr ( Fig. 2 e, f) and AlCrNbTiVZr ( Fig. 2 g, h) alloys are almost identical to each other and are not different from the microstructure of the Al0.25CrNbTiVZr alloy ( Fig. 2 c, d). However, some changes in the chemical compositions of the structural constituents must be noted ( Table 2 ). SEM-EDS analysis of the C14 ZrCrAl-type phase in the Al0.25CrNbTiVZr, Al0.5CrNbTiVZr and AlCrNbTiVZr alloys has shown a continuous depletion of Cr and V together with gradually increased Al content and almost unchanged concentrations of Ti, Nb, Zr ( Table 2 ). In turn, the chemical composition of the C14 ZrAl2-type phase changes only between the Al0.25CrNbTiVZr and Al0.5CrNbTiVZr alloys: Zr concentration pronouncedly decreases together with an increase of Al and Ti concentrations ( Table 2 ). Differences in the chemical compositions of the C14 ZrAl2-type phase of the Al0.5CrNbTiVZr and AlCrNbTiVZr alloys are insignificant ( Table 2 ). The volume fractions of the C14 ZrCrAl-type and C14 ZrAl2-type phases measured from SEM images are identical for both Al0.5CrNbTiVZr and AlCrNbTiVZr alloys and estimated to be 52–53±3% and 13±1%, respectively. Moreover, the C14 Laves phase volume fraction measured by EBSD is the same for both alloys and equal to 67±2% ( Table 2 ).","['f0010', 'f0010', 'f0010']","['t0010', 't0010', 't0010', 't0010', 't0010']"
3.2,Results.Thermodynamic Modeling of the AlxCrNbTiVZr (x=0; 0.25; 0.5; 1) Alloys,"The simulated equilibrium phase diagrams of the AlxCrNbTiVZr (x=0; 0.25; 0.5; 1) alloys are presented in Fig. 3 . Table 3 summarizes the predicted volume fractions and chemical compositions of equilibrium phases at 800°C. Apparently, the phase diagrams of the alloys look very similar: the AlxCrNbTiVZr alloys are supposed to solidify through a single bcc_A2 phase and below certain temperature fcc_C15 (Laves) phase precipitates from the bcc solid solution phase. The fraction of Laves phase continuously increases with the decrease of temperature. Yet, the Al content pronouncedly affects the predicted characteristic phase transformations temperatures. For example, the solidus temperatures of the alloys increase from 1384°C in the CrNbTiVZr alloy to 1464°C in the AlCrNbTiVZr alloy, while the respective Laves phase solvus temperatures are 1233°C and 923°C. The decrease of Laves phase solvus temperature means that at given temperature fraction of Laves phase will be higher in alloy with lower Al content. For example, at 800°C, the predicted fraction of Laves phase in the CrNbTiVZr alloy is 0.27, while in the AlCrNbTiVZr alloy the respective value is 0.10 ( Table 3 ). According to the predictions, the fcc_C15 (Laves) phase is mainly composed of Cr and Nb, while the bcc_A2 phase predominantly consists of the remaining elements ( Table 3 ).",['f0015'],"['t0015', 't0015', 't0015']"
3.3,Results.Density and Mechanical Properties of the AlxCrNbTiVZr (x=0; 0.25; 0.5; 1) Alloys,"The experimentally determined density of the AlxCrNbTiVZr alloys after annealing at 1200°C is given in Table 4 . The presented values demonstrate that increase of Al content results in a gradual decrease of the density of the alloys from 6590kgm−3of the CrNbTiVZr alloy to 6250kgm−3of the AlCrNbTiVZr alloy. Using the rule of mixtures and densities of the constitutive elements, the densities of the studied alloys were calculated using the following formula:(1)ρmix=∑Aici/∑Aici/ρiwhereAi,ci, andρiare atomic weight, concentration, and density of theielement. Good correlation between the experimentally determined and calculated values of the density is observed.",[],['t0020']
3.3,Results.Density and Mechanical Properties of the AlxCrNbTiVZr (x=0; 0.25; 0.5; 1) Alloys," Table 5 exhibits microhardness values of the AlxCrNbTiVZr (x=0; 0.25; 0.5; 1) alloys after annealing at 1200°C. The CrNbTiVZr alloy has microhardness of 520HV, which increases to 650HV for the Al0.25CrNbTiVZr alloy. However, further increment in Al concentration has the relatively weak effect on the microhardness: the AlCrNbTiVZr alloy has a microhardness of 670HV.",[],['t0025']
3.3,Results.Density and Mechanical Properties of the AlxCrNbTiVZr (x=0; 0.25; 0.5; 1) Alloys,"Engineering stress-train curves obtained during the compression tests of the AlxCrNbTiVZr (x=0; 0.25; 0.5; 1) alloys at T=22–1000°C are presented in Fig. 4 . The resulting mechanical properties, namely yield stress (σYS), peak stress (σP) and fracture strain (ε), are summarized in Table 6 . At temperatures of 22°C and 600°C, the studied alloys are brittle and fracture occurs in the elastic region of the stress-strain curves ( Fig. 4 a, b, Table 6 ). Thus the obtained mechanical properties are not representative. At 800°C, the AlxCrNbTiVZr (x=0; 0.25; 0.5) alloys can be plastically deformed to ε=50% ( Fig. 4 c) whereas the ductility of the AlCrNbTiVZr alloy is very low - 0.3% ( Table 6 ). The yield strength of the alloys increases with an increase in Al content from 440MPa for the CrNbTiVZr alloy to 1250MPa for the AlCrNbTiVZr alloy ( Table 6 ). The strengthening stage of the stress-strain curves of the AlxCrNbTiVZr (x=0; 0.25; 0.5) alloys is short, and peak stress is reached soon after yielding. The pronounced softening stage is observed then, followed by prolonged steady-state flow stage ( Fig. 4 c). At T=1000°C, all the studied alloys can be plastically deformed to 50% without fracture ( Fig. 4 d, Table 6 ). The yield strength of the alloys significantly reduces to 95MPa of the CrNbTiVZr alloy and to 305MPa of the AlCrNbTiVZr alloy ( Table 6 ). The shapes of stress-strain curves at 1000°C are almost identical to those of 800°C, yet the softening stage is more pronounced ( Fig. 4 d).","['f0020', 'f0020', 'f0020', 'f0020', 'f0020', 'f0020']","['t0030', 't0030', 't0030', 't0030', 't0030', 't0030']"
4.1,Discussion.Structure of the AlxCrNbTiVZr (x=0; 0.25; 0.5; 1) Alloys,"The presented results on the structure of the AlxCrNbTiVZr (x=0; 0.25; 0.5; 1) alloys demonstrate that Al significantly affects the phase composition of the alloys, however, in the quite unexpected way: it does not stabilize the solid solution nor (pronouncedly) increases the fraction of intermetallic phases. Instead, in the Al-containing alloys the fcc Laves phase of the CrNbTiVZr alloy is transformed into two hcp Laves phases with different chemical compositions ( Figs. 1 –2,Tables 1–2). The overall fraction of intermetallic phases is slightly increased due to Al addition ( Table 2 ). Interestingly, the Al content (at least, in the examined concentrations) does not affect the fraction of the constitutive phases and changes only their chemical compositions ( Table 2 ). Thermo-Calc calculations predict that the alloys should be composed of bcc and (probably) C15 fcc Laves phase and volume fraction of Laves phase should continuously decrease with the increase of Al content ( Fig. 3 , Table 3 ). The thermodynamic predictions contradict a lot of experimental results. Although it is already well established that thermodynamic modeling does not always give correct predictions for complexly concentrated HEAs due to limitations of existing databases[29,32], reasonable agreement between experiment and simulations was observed in the case of the CrNbTiVZr alloy previously[18]. Therefore, it's worth to analyze the reasons for disagreement in experimental and predicted phase composition of the AlxCrNbTiVZr (x=0.25; 0.5; 1) alloys.","['f0015', 'f0005', 'f0010']","['t0010', 't0010', 't0015', 't0005', 't0010']"
