Section Heading,Section Title,Paragraph,Figures,Tables
0,Abstract,"An equiatomic NiFeCrCoMn alloy, two non-equiatomic NiFeCrCoMn alloys optimized for low stacking fault energy, and an equiatomic NiFeCrCo alloy were produced by arc melting. Samples were homogenized, cold rolled, and annealed at temperatures between 575 and 1100°C. Samples annealed at a moderate temperature near their recrystallization temperature (625–675°C) and 1100°C were cut into flat tensile samples and tested at a strain rate of 7.3×10−4                     s−1. Equiatomic NiFeCrCo had the highest ductility and toughness after annealing at both temperatures, followed by Ni18.5Fe18.5Cr18.5Co26Mn18.5. Ni14Fe20Cr26Co20Mn20 exhibited poor thermal stability, forming σ-phase intermetallics at temperatures below 1100°C. Observation of the fracture surfaces suggested that the high performance of NiFeCrCo might be due to the absence of oxide particles that form in the Mn-containing alloys. The strain-hardening rate and exponent were calculated from the results, showing a large deviation from typical behavior and significant grain size dependence.",[],[]
1,Introduction,"High-entropy alloys (HEAs) have recently attracted attention as a new paradigm in alloy development. Traditional alloys are usually based on one primary element, with additional elements added to affect specific properties. HEAs, however, contain several elements in high proportions, with the goal of producing a stable solid solution, thus having high mixing entropy[1]. The common definition for an HEA is an alloy with five or more elements in concentrations from 5 to 35at%. As HEAs have no “base” element, the properties of the resultant alloy can be unexpected and difficult to predict[2]. While it was initially supposed that the high mixing entropy would be a major factor in stabilizing the solid solution for alloys of this type, it has been more recently found that enthalpy and atomic size differences are still significant, further increasing the difficulty of developing such alloys[3]. Some recent works have also shown that the formation of intermetallics can be controlled in some alloys as a strengthening mechanism[4].",[],[]
1,Introduction,"Since its initial description by Cantor et al. in 2004[5], NiFeCrCoMn and similar alloys have been among the most widely studied multi-component solid solution, or “high entropy”, alloys. Previous studies of the mechanical properties of this alloy have focused on temperature effects in the equiatomic alloy[6]or alloys that are far from the equiatomic condition[7]. NiFeCrCoMn is already known to have good mechanical properties. Additionally, both its tensile strength and ductility increase at cryogenic temperatures, as deformation-induced twinning becomes a more prominent deformation mechanism[6]. This suggests that it has a moderate stacking fault energy (SFE), which agrees with XRD-based measurements of the SFE[8].",[],[]
1,Introduction,"Generally, in low-SFE materials, dislocation cross-slip and climb is impeded, as dissociation into partial dislocations with a wide spacing is more energetically favorable. They are more likely to deform by twinning. These effects increase the dislocation storage capacity, increase strain-hardening through the “dynamic Hall–Petch” effect of the deformation twins and result in an increase to both strength and ductility[9–13]. Sarma et al.[14]describe the change in deformation mechanisms in Cu–Al alloys as a function of temperature and SFE. As the Al content increases (and the SFE decreases), twinning becomes the predominant deformation mechanism, with a lower SFE required for deformation twinning at room temperature deformation than is required at cryogenic temperatures[14].",[],[]
1,Introduction,"In addition to copper alloys, reducing the SFE has also been found to induce twinning and increase strength in Mg-based alloys[15]. This behavior is also exploited in austenitic steel alloys to produce twinning-induced plasticity (TWIP) steels, which have high strength and good ductility[16].",[],[]
1,Introduction,"In this study, we describe the results of room temperature tensile tests of non-equiatomic NiFeCrCoMn alloys optimized for low SFE. This includes the low-SFE alloy described in[8]as well as an additional alloy with an increased cobalt content[17]. For comparison, tests are also conducted on equiatomic NiFeCrCoMn and NiFeCrCo. Table 1 lists the nominal compositions, stacking fault energies[8,17], thermodynamic data[18], and average atomic size difference (δ)[19,20]for the alloys used in this study. As a convention, numbers in subscripts are compositions in at%, and alloys specified without subscripts are equiatomic.",[],['t0005']
2,Experimental procedure,Bulk samples were prepared by arc melting pure metals (>99%) on a water-cooled copper hearth in a Ti-gettered argon atmosphere. Samples were flipped and remelted at least 3 times before being drop cast into a water-cooled 7mm diameter cylindrical copper mold. Chemical analysis was performed using a Hitachi S3200N SEM equipped with an Oxford EDS detector to verify that all elements were within ±1at% of the intended composition. Sections 2–3mm thick were cut from the cylinders using a low-speed diamond saw. Samples were then homogenized at 1000°C for 24h in an Ar–2% H2atmosphere and cooled in the furnace. The homogenized samples were then cold-rolled to ~80% reduction with the rolling direction changed between passes to obtain more equal final dimensions.,[],[]
2,Experimental procedure,"In order to determine an optimal recrystallization temperature for each alloy, small samples of the rolled material were annealed for 1h at temperatures 575–1100°C. The samples were then polished and tested with a microhardness tester at a 50g load using 10 indents per sample. X-ray diffraction analysis to check for intermetallics or phase separation was done using a Rigaku SmartLab with a Cu Kα source at 40kV and 44mA.",[],[]
2,Experimental procedure,"Tensile samples were produced by annealing rolled sheets at medium temperatures near the recrystallization temperature (625–675°C, depending on the sample) and at high temperature (1100°C). “Dog bone” samples with thickness of 0.2–0.4mm, gage length of ~2.5mm, and gage width of ~1mm were cut from the sheets using a miniature CNC mill and were polished using SiC paper and Al2O3suspension. The thickness of each sample was measured using a digital micrometer and the length and width of the gage section were measured with the ImageJ software[21]from optical microscope images of each sample with a calibration slide. Tensile tests were done using a micro-tensile tester at a strain rate of 7.3×10–4s–1. Analysis of the stress–strain data was done using Origin 9.0 (OriginLab, Northampton, MA) and Microsoft Excel 2010. SEM analysis of the fracture surfaces and gage surfaces was done using the aforementioned SEM. Atomic force microscopy (AFM) analysis of gage surfaces was done using a Bruker Dimension 3000 in intermittent contact (tapping) mode and MikroMasch RiteProbe TSP1 tip. Samples were cleaned with acetone and methanol prior to AFM measurements. Grain size measurements were done using the line-intercept method on optical micrographs of samples etched in a solution of 2.5g CuCl2, 50mL ethanol, and 50mL HCl.",[],[]
3.1,Results and discussion.Recrystallization and grain growth behavior," Fig. 1 shows the hardness vs. annealing temperature and homologous temperature (based on the solidus temperature reported in[22]for equiatomic NiFeCrCoMn) for all of the alloys. The Ni14Fe20Cr26Co20Mn20alloy appears to retain its as-rolled hardness up to 700°C, but XRD analysis of the annealed material showed that this was a result of the formation of σ-phase intermetallics. However, the Ni14Fe20Cr26Co20Mn20sample annealed at 1100°C did not contain any measurable amount of σ-phase, nor was it observed in any other samples. Development of σ-phase in Ni14Fe20Cr26Co20Mn20is consistent with the empirical predictions made in[23], that Cr-containing HEAs with a valence electron concentration (VEC) between 6.88 and 7.84 are prone to σ formation. Its average VEC is 7.76, in contrast to all of the other alloys studied which have VEC≥8. SEM observations did show the presence of manganese and chromium oxide particles in all of the Mn-containing samples, but no oxide peaks are seen in the XRD spectra, confirming that they are present in a very low volume fraction, consistent with results seen in other studies[24]where they were assumed to have no effect on the mechanical properties.",['f0005'],[]
