Figure ID,Figure Path,Figure Label,Figure Caption
fig1,articles_test/10.1016.j.actamat.2017.10.058/figures/gr1.jpg,Fig. 1,"The effect of the VEC on the atomic arrangement. (a) A representative atomic arrangement for matrix alloys, wheref1andd2respectively represent the force and distance between two atoms in the matrix. (b) The change in the local force,f2, and distance,d2, between an atom and a C-element with a larger VEC than the average atomic arrangement. (c) An L-element with a lower VEC on atomic arrangement will create a different force,f3, and distance,d2, between an atom and the L-element. (d) The slip systems and the atomic arrangement for an FCC crystal structure. (e) The slip systems and the atomic arrangement for a BCC crystal structure."
fig2,articles_test/10.1016.j.actamat.2017.10.058/figures/gr2.jpg,Fig. 2,XRD patterns for (a) (AlCoCrFeNi)100-xNixand (b) (CoCrCuFeNi)100-xMox.
fig3,articles_test/10.1016.j.actamat.2017.10.058/figures/gr3.jpg,Fig. 3,Elemental distribution maps for dual phase (a) (AlCoCrFeNi)84Ni16and (b) (CoCrCuFeNi)84Mo16.
fig4,articles_test/10.1016.j.actamat.2017.10.058/figures/gr4.jpg,Fig. 4,"SEM micrographs of as-cast, (AlCoCrFeNi)100-xNix, where x = 0, 4, 8, 12, and 16.Fig. 4(a, c, e, g, i) are the low magnification images, whileFig. 4(b, d, f, h, j) contain the corresponding high magnification images."
fig5,articles_test/10.1016.j.actamat.2017.10.058/figures/gr5.jpg,Fig. 5,"SEM micrographs of as-cast, (CoCrCuFeNi)100-xMox, where x = 0, 4, 8, 12, and 16.Fig. 5(a, c, e, g, i) are the low magnification images, whileFig. 5(b, d, f, h, j) contain the corresponding high magnification images."
fig6,articles_test/10.1016.j.actamat.2017.10.058/figures/gr6.jpg,Fig. 6,"Compressive mechanical behavior of as-cast, (AlCoCrFeNi)100-xNixand (CoCrCuFeNi)100-xMoxHEAs. (a) Engineering stress-strain curve for (AlCoCrFeNi)100-xNixHEAs. (b) Engineering stress-strain curve for (CoCrCuFeNi)100-xMoxHEAs."
fig7,articles_test/10.1016.j.actamat.2017.10.058/figures/gr7.jpg,Fig. 7,Mechanical properties for the (AlCoCrFeNi)100-xNixand (CoCrCuFeNi)100-xMoxHEA systems. (a) Fracture strain and FCC phase fraction with different Ni content in (AlCoCrFeNi)100-xNixHEAs. (b) Lattice constants for the (AlCoCrFeNi)100-xNixHEA system. (c) Yield strength and BCC phase fraction with different Mo content in (CoCrCuFeNi)100-xMoxHEAs. (d) Lattice constants for the (CoCrCuFeNi)100-xMoxHEA system.
fig8,articles_test/10.1016.j.actamat.2017.10.058/figures/gr8.jpg,Fig. 8,Valence electron concentration (VEC) for the (a) (AlCoCrFeNi)100-xNixand the (b) (CoCrCuFeNi)100-xMoxHEA systems.
fig9,articles_test/10.1016.j.actamat.2017.10.058/figures/gr9.jpg,Fig. 9,"Forming process for the Mo-rich, BCC precipitated phase in the (CoCrCuFeNi)100-xMoxHEA system."
fig10,articles_test/10.1016.j.actamat.2017.10.058/figures/gr10.jpg,Fig. 10,Fracture model for (AlCoCrFeNi)100-xNixHEAs. (a) Brittle fracture model for a BCC phase matrix. (b) Ductile fracture model for a combined FCC and BCC phase matrix.
