Section Heading,Section Title,Paragraph,Figures,Tables
0,Abstract,"The influence of cooling rate on microstructure and mechanical properties of the Al                        x                     Si0.2CrFeCoNiCu1−x                      high entropy alloys (HEAs) were investigated. The alloys were prepared by arc melting (the I                        x                      alloys) and injection casting assisted by liquid nitrogen (the R                        x                      alloys). Both the phase structure of I                        x                      and R                        x                      alloys evolved from FCC to FCC + BCC dual-phase, and finally to a BCC phase with an increase in the Al content, and the microstructure transformed from columnar dendrite to equiaxed grain correspondingly. The x range of the R                        x                      alloys with dual-phase structure is smaller than that of the I                        x                      alloys. The R                        x                      alloys also exhibited smaller grain size and spinodal decomposition plate than the I                        x                      alloys. Additionally, because of the microstructure refinement and/or phase structure change, both the hardness and yield stress of R                        x                      alloys were higher than the I                        x                      alloys. The maximum increase rate presented when x = 0.6, and the minimum one presented when x = 0.4.",[],[]
1,Introduction,"UP to date, many kinds of high entropy alloys (HEAs) with 5–9 principal elements have been designed for obtaining unique properties, such as superior room temperature mechanical properties[1–5], considerable wear resistance[6], and good thermal stability[7]. The Al-Cr-Fe-Co-Ni-Cu HEAs were studied extensively focusing on the effect of composition on the microstructure and properties[7–13]. The microstructure of AlxCrFeCoNiCu (x: molar ratio) HEA gradually changed from FCC to FCC + BCC, and finally to BCC phase with the Al content increased from 0 to 3.0, thereby altering the mechanical properties from “soft” to “hard”[7]. For pursuing favorable properties, ceramic reinforcement or non-metallic element was introduced in this HEA system. After adding 10 vol % TiC, both the hardness and yield stress of FeCrNiCoAl0.75Cu0.25HEA were almost twice as before, while the fracture strain decreased obviously[9]. The yield stress of Al0.5CoCrCuFeNiSixHEAs increased firstly and then decreased with thexincreased from 0 to 0.4, and then to 0.8[12]. However, it was found that the increase of strength was always accompanied by the deterioration of plasticity. The strength and plasticity could not match well. Therefore, the element contents and preparation methods were adjusted to overcome the strength-plasticity trade-off.",[],[]
1,Introduction,"The solid solution phase in the as-cast HEAs were considered to be metastable essentially[14,15]. The microstructure and mechanical behavior of alloys with metastable structure could be significantly influenced by cooling rate, such as metallic glass[16–18]. Therefore, cooling rate regulation could be used to adjust the properties of HEAs based on the typical sluggish diffusion kinetics. Actually, the influence of cooling rate on microstructure and properties of HEAs with a single phase structure has been reported[19–21]. The AlCoCrFeNi HEA kept BCC structure but showed a slight strength increase accompanied by a plasticity decrease with the cooling rate increase[19]. In addition, high cooling rate decreased the element segregation and dendrite size of the Al30Ti30Co10Ni10Fe20HEA with a BCC structure and the Al10Ti10Co35Ni25Fe20HEA with a FCC structure[21]. However, the effects of cooling rate on the microstructure and mechanical properties of dual-phase and multi-phase HEAs are still unclear.",[],[]
1,Introduction,"In the present work, the AlxSi0.2CrFeCoNiCu1−x(0 ≤x≤ 1) HEAs were prepared by arc melting and injection casting assisted by liquid nitrogen, respectively. The effect of cooling rate on the phase structure, microstructure, and mechanical properties of the present alloys were discussed in detail.",[],[]
2,Experimental procedure,"The alloy ingots with nominal composition of AlxSi0.2CrFeCoNiCu1−x(x: molar ratio;x= 0.2, 0.4, 0.5, 0.6, 0.8, and 0.9) were prepared by arc melting the mixture of constituent elements with a purity better than 99.9 wt % in a high-purity argon atmosphere. The ingots were melted at least four times to ensure chemical homogeneity. One part of these ingots were denoted as the Ixalloys, and the other part were re-melted and injected into a liquid nitrogen cooled copper mold with diameter of 4 mm, and denoted as the Rxalloys. The cooling rates of the Ixand Rxalloys are determined to be ∼10K/s[22]and >100K/s[23], respectively.",[],[]
2,Experimental procedure,The phase structure of alloys was examined by Bruker AXS D8 Advance X-ray diffraction (XRD) with a Cu Kα radiation. The microstructure of alloys was investigated by Axio observer A1m metallographic microscope (OM) and Hitachi S4800 scanning electron microscope (SEM). The detailed phase identification was characterized by JEOL JEM-2100 transmission electron microscope (TEM) with selected area electron diffraction (SAED). Thin-foil TEM specimens were prepared by room temperature ion milling. The hardness of alloys was measured by LECO LM700AT Vickers hardness machine. The room temperature quasi-static compressive mechanical property of alloys was measured by CMT4305 testing machine with a strain rate of 1 × 10−3s−1. The quasi-static compressive specimens were 4 mm in diameter and 6 mm in length. Three tests were performed for a set of specimens to ensure the accuracy of data.,[],[]
3.1,Results.Phase structure,"Fig. 1shows the XRD patterns of the Ixand Rxalloys. Both the phase structure of the Ixand Rxalloys evolved from FCC to FCC + BCC dual-phase, and then to a BCC phase with an increase in the Al content. In addition,Fig. 1(a) shows that the I0.4-0.6alloys consisted of FCC and BCC phases with different volume fractions. However, for the Rxalloys, only the R0.5alloy exhibited FCC + BCC dual-phase structure, the R0.4and R0.6alloy displayed FCC and BCC structure, respectively, as shown inFig. 1(b). The specific volume fractions of each phase in the Ixand Rxalloys were listed inTable 1. It can be seen fromFig. 1andTable 1that thexrange of Rxalloys with the FCC + BCC dual-phase structure is smaller than that of the Ixalloys.","['fig1', 'fig1', 'fig1', 'fig1']","['tbl1', 'tbl1']"
3.2,Results.Microstructure,"Fig. 2shows the OM micrographs of the Ixand Rxalloys. As shown inFig. 2, both the microstructure of Ixand Rxalloys gradually transformed from columnar dendrite to equiaxed grain with an increase in the Al content.Fig. 2(a1-a3) show that the I0.2-0.5alloys exhibited typical columnar dendrite microstructure. Compared with the I0.2alloy, the primary dendrite of the I0.4alloy became shorter and exhibited more diverse crystallographic orientations. The columnar dendrite of the I0.5alloy further degenerated and became more complex.Fig. 2(a4) shows that the I0.6alloy displayed a Widmanstätten side plate microstructure. With the continuing increase of Al content, the I0.8-0.9alloys showed typical equiaxed grain microstructure, and the grain size gradually decreased, as shown inFig. 2(a5-a6). The R0.6alloy exhibited an equiaxed grain microstructure (Fig. 2. (b4)), which is obviously different from the I0.6alloy. Except the R0.6alloy, the other Rxalloys showed nearly the same but finer microstructure compared with the Ixalloys (Fig. 2(b1-b3, b5-b6)).","['fig2', 'fig2', 'fig2', 'fig2', 'fig2', 'fig2', 'fig2']",[]
3.2,Results.Microstructure,"In order to further investigate the microstructure of alloys with typical phase structure, the SEM images of the I0.2/R0.2(FCC structure), I0.5/R0.5(FCC + BCC dual-phase structure), and I0.9/R0.9(BCC structure) alloys with a relative high magnification were presented inFig. 3. It was found that although these alloys exhibited different microstructure as shown in the OM micrographs (Fig. 2), nearly similar maze-shaped spinodal decomposition (SD) plate microstructure with nano-scale size was found in all of these alloys, as seen inFig. 3. For the I0.2/R0.2and I0.5/R0.5alloys, the SD microstructure merely formed in the inter-dendrite (ID) region, as shown inFig. 3(a1-a2, b1-b2). However, for the I0.9/R0.9alloys, the SD plates formed in the whole region, as shown inFig. 3(a3, b3). Compared with the Ixalloys, the Rxalloys exhibited finer SD plates.","['fig3', 'fig2', 'fig3', 'fig3', 'fig3']",[]
3.2,Results.Microstructure,"Fig. 4shows the bright-field (BF) TEM images and the corresponding SAED patterns of the alloys presented inFig. 3. As shown inFig. 4(a1, b1), the dendrite (DR) and ID regions in the I0.2/R0.2alloys were identified as disordered FCC phase (A1 structure) and ordered FCC phase (L12structure), respectively. Whenx= 0.5, as shown inFig. 4(a2, b2), both the ID regions in the I0.5and R0.5alloys were ordered BCC phase (B2 structure). Thus, the phase separation was considered to occur in both the FCC and BCC-based ID regions with a SD plate microstructure.Fig. 4(a3, b3) show that both the I0.9and R0.9alloys exhibited B2 structure, and the nano-scaled SD plates were observed within the entire region of alloys.","['fig4', 'fig3', 'fig4', 'fig4', 'fig4']",[]
