Section Heading,Section Title,Paragraph,Figures,Tables
0,Abstract,"The microstructure, phase composition and mechanical properties of the AlMo0.5NbTa0.5TiZr and Al0.4Hf0.6NbTaTiZr high-entropy alloys are reported. The AlMo0.5NbTa0.5TiZr alloy consists of two body-centered cubic (bcc) phases with very close lattice parameters, a                     1                     =326.8pm and a                     2                     =332.4pm. One phase was enriched with Mo, Nb and Ta and another phase was enriched with Al and Zr. The phases formed nano-lamellae modulated structure inside equiaxed grains. The alloy had a density of ρ                     =7.40gcm−3 and Vickers hardness H                     v                     =5.8GPa. Its yield strength was 2000MPa at 298K and 745MPa at 1273K. The Al0.4Hf0.6NbTaTiZr had a single-phase bcc structure, with the lattice parameter a                     =336.7pm. This alloy had a density ρ                     =9.05gcm−3, Vickers microhardness H                     v                     =4.9GPa, and its yield strength at 298K and 1273K was 1841MPa and 298MPa, respectively. The properties of these Al-containing alloys were compared with the properties of the parent CrMo0.5NbTa0.5TiZr and HfNbTaTiZr alloys and the beneficial effects from the Al additions on the microstructure and properties were outlined. A thermodynamic calculation of the solidification and equilibrium phase diagrams was conducted for these alloys and the calculated results were compared with the experimental data.",[],[]
1,Introduction,"Multi-principal-element alloys, also known as high-entropy alloys (HEAs) because of their high entropy of mixing of alloying elements, have recently come to the attention of the scientific community due to some interesting and unexpected microstructures and properties[1–3]. The metallurgical strategy is to stabilize the disordered phase relative to impinging ordered intermetallics by maximizing the configurational entropy. One appealing aspect of this approach is that the reduction of the Gibbs free energy, by the entropy of formation, increases with an increase in temperature. Such an approach could be very useful in developing new high-temperature structural alloys, in an alloy composition space that has not been previously explored. While the HEA approach has produced some stable solid solution body-centered-cubic (bcc) and face-centered-cubic (fcc) alloys[1,4–9], recent studies have shown that intermetallic phases can form in HEAs. This often is associated with alloying with elements with large differences in atomic radius and large negative enthalpies of mixing[4,10,11].",[],[]
1,Introduction,"Several high-entropy refractory alloys with promising combinations of room temperature and elevated temperature mechanical properties and oxidation resistance have recently been reported. These are MoNbTaW, MoNbTaVW[6,7], HfNbTaTiZr[8,9], CrMo0.5NbTa0.5TiZr[12,13]and CrxNbTiVyZr[14,15]. The high entropy of mixing and similar atomic radii (e.g. ∼146pm) of the alloying elements resulted in the formation of disordered bcc crystal structures in the alloys without Cr. However, the alloys with Cr, the atomic radius (rCr=128pm) of which is much smaller than the atomic radii of other elements, additionally contained a cubic Laves phase, resulting in a considerable decrease in ductility at temperatures below 800°C[12,14,15].",[],[]
1,Introduction,"In the present work, the compositions of two earlier reported refractory alloys, HfNbTaTiZr and CrMo0.5NbTa0.5TiZr, have been modified to produce the Al0.4Hf0.6NbTaTiZr and AlMo0.5NbTa0.5TiZr alloys. Here we study the effect of alloying with Al on the microstructure, composition and mechanical properties of these new refractory HEAs. Aluminum forms a number of binary and ternary intermetallic phases with bcc refractory elements. At the same time, the atomic radius of Al (rAl=143pm) is very similar to the atomic radii of the refractory elements (〈r〉=146pm), excluding Cr (rCr=128pm), which may affect the formation energy of the intermetallic phases in the HEAs. Furthermore, it has been well documented that additions of Al stabilize the bcc crystal structure in the AlxCoCrCuFeNi[1]and AlxCoCrFeMnNi[16]HEAs and gradually transform their crystal structure from fcc to bcc. It is also expected that alloying with Al will considerably reduce the density of the refractory HEAs.",[],[]
2,Experimental procedures,"The AlMo0.5NbTa0.5TiZr and Al0.4Hf0.6NbTaTiZr HEAs were prepared by vacuum arc melting of nominal mixtures of the corresponding elements. Titanium, zirconium and hafnium were in the form of 3.2mm diameter slugs with purities of 99.98%, 99.95% and 99.9%, respectively. Niobium and tantalum were in the form of 1.0 and 2.0mm wires, and their purities were 99.95% and 99.9%, respectively. Molybdenum was in the form of 1mm thick sheet with a purity of 99.99%. Aluminum was in the form of 50–100mm3buttons with a purity of 99.999%. Arc melting was conducted on a water-cooled copper plate. High-purity molten titanium was used as a getter for residual oxygen, nitrogen and hydrogen. To achieve a homogeneous distribution of elements in the alloys, each alloy was re-melted five times, was flipped for each melt, and was in a liquid state for ∼5min during each melting event. The prepared specimens were ∼12mm high, 30mm wide and 100mm long and had shiny surfaces, indicating minimal oxidation during vacuum arc melting. The actual alloy compositions, determined with inductively coupled plasma-optical emission spectroscopy, are given in Table 1 . The AlMo0.5NbTa0.5TiZr alloy was hot isostatically pressed (HIPed) at 1673K and 207MPa for 2h and then annealed at 1673K for 24h in continuously flowing high-purity argon. The Al0.4Hf0.6NbTaTiZr alloy was HIPed at 1473K and 207MPa for 2h and then annealed at 1473K for 24h in continuously flowing high-purity argon. During HIP and annealing, the samples were covered with Ta foil to minimize oxidation. The cooling rate after annealing in both cases was 10Kmin−1. The crystal structure was identified with the use of an X-ray diffractometer, Cu Kα radiation and a 2Θscattering range of 10–140°. The experimental error in the measurements of the lattice parameters was ±0.5pm.",[],['t0005']
2,Experimental procedures,"Alloy densities were measured with an AccuPyc 1330 V1.03 helium pycnometer. Vickers microhardness was measured on polished cross-section surfaces using a 136° Vickers diamond pyramid under 500g load applied for 20s. The microstructure was analyzed with a scanning electron microscope (SEM) Quanta 600F (FEI, North America NanoPort, Hillsboro, Oregon, USA) equipped with backscatter electron (BSE), energy-dispersive X-ray spectroscopy (EDS) and electron backscatter diffraction detectors. The experimental error in the measurements of the chemical composition was ±0.3at.%. The average grain/particle size and the volume fractions of the phases were determined in accordance with ASTM E112 and ASTM E562 standards, using the image analysis software Fovea Pro 4.0 by Reindeer Graphics, Inc.",[],[]
2,Experimental procedures,"Compression tests of rectangular specimens with the dimensions of ∼4.7mm×4.7mm×7.7mm were conducted at 298K, 873K, 1073K, 1273K and 1473K in a computer-controlled Instron (Instron, Norwood, MA) mechanical testing machine outfitted with a Brew vacuum furnace and silicon carbide dies. Prior to each test, the furnace chamber was evacuated to ∼10−4Nm−2. The test specimen was then heated to the test temperature at a heating rate of ∼20Kmin−1, soaked at the test temperature for 15min under 5N controlled load and then compressed to a 50% height reduction or to fracture, whichever happened first. A constant ramp speed that corresponded to an initial strain rate of 10−3s−1was used. Room temperature tests were conducted at the same loading conditions but in air. The deformation of all specimens was video-recorded and image correlation software Vic-Gauge (Correlated Solutions, Inc.) was used to measure strains.",[],[]
3.1,"Results.Crystal structure, density and microhardness","X-ray diffraction patterns of the annealed cast alloys are shown in Fig. 1 . Two phases, both with the bcc crystal structures, are identified in the AlMo0.5NbTa0.5TiZr alloy ( Fig. 1 a). The lattice parameters of these phases area1=326.8pm anda2=332.4pm, respectively ( Table 2 ). The Al0.4Hf0.6NbTaTiZr alloy has a single-phase bcc crystal structure, with the lattice parametera=336.7pm ( Fig. 1 b, Table 2 ). No super-lattice peaks, as an evidence of crystal ordering, are observed. The density,ρ, and Vickers microhardness,Hv, values of the produced refractory alloys are given in Table 3 . For the AlMo0.5NbTa0.5TiZr alloy,ρ=7.40gcm−3andHv=5.8GPa, while for the Al0.4Hf0.6NbTaTiZr alloy,ρ=9.05gcm−3andHv=4.9GPa.","['f0005', 'f0005', 'f0005']","['t0010', 't0010', 't0015']"
3.1,"Results.Crystal structure, density and microhardness","When the crystal structure, density and microhardness of the AlMo0.5NbTa0.5TiZr and Al0.4Hf0.6NbTaTiZr alloys are compared with the properties of the parent alloys, CrMo0.5NbTa0.5TiZr[12]and HfNbTaTiZr[8], respectively (Tables 2 and 3), evident beneficial effects from the alloying with Al are found. Indeed, the replacement of Cr with Al eliminates the brittle Laves phase, increases microhardness from 5.3GPa to 5.8GPa and reduces the density from 8.23gcm−3to 7.40gcm−3. Similarly, partial substitution of Hf with Al considerably increases microhardness (from 3.8 to 4.9GPa) and decreases the alloy density (from 9.94 to 9.05gcm−3), although the Al0.4Hf0.6NbTaTiZr alloy retains the single-phase bcc structure.",[],"['t0010', 't0015']"
3.2,Results.Compression properties,"The engineering stress vs. engineering strain curves of the AlMo0.5NbTa0.5TiZr and Al0.4Hf0.6NbTaTiZr alloy samples tested at different temperatures are shown in Fig. 2 a and b, respectively. The compression properties of these alloys, such as yield strength,σ0.2, maximum strength,σp, elastic modulus,E, and fracture strain,δ, are given inTables 4 and 5, respectively. Both alloys show very high strength at room temperature (RT). The AlMo0.5NbTa0.5TiZr alloy hasσ0.2=2000MPa andσp=2368MPa, while the Al0.4Hf0.6NbTaTiZr alloy hasσ0.2=1841MPa andσp=2269MPa. The RT compression ductility of both alloys is the same,δ=10%, while the elastic modulus of the AlMo0.5NbTa0.5TiZr (E=178.6GPa) is considerably higher than that of the Al0.4Hf0.6NbTaTiZr alloy (E=78.1GPa). With an increase in the temperature, the strengths and elastic modulus decrease, while the compression ductility increases (Tables 4 and 5). The strength decrease occurs more rapidly in the Al0.4Hf0.6NbTaTiZr than in AlMo0.5NbTa0.5TiZr. For example, atT=1273K and 1473K, the yield strength of the Al0.4Hf0.6NbTaTiZr alloy isσ0.2=745MPa and 250MPa, while of the AlMo0.5NbTa0.5TiZr alloy isσ0.2=298MPa and 89MPa, respectively. Both alloys have high compression ductility (δ>50%) atT=1273K and 1473K.",['f0010'],"['t0020', 't0025', 't0020', 't0025']"
