Section Heading,Section Title,Paragraph,Figures,Tables
0,Abstract,"Multi-component high entropy alloys (HEAs) are observed to form simple solid solutions in contrary to general perception that complex compounds may form in such multi-component equi-atomic alloys. In the present study, alloying behavior was investigated using XRD in AlCoCrCuFe and NiCoCrCuFe equi-atomic high entropy alloys synthesized by mechanical alloying (MA) and spark plasma sintering (SPS). Simple FCC and BCC phases evolved after MA, while Cu-rich FCC and sigma (σ) phases evolved along with FCC and BCC phases after SPS. Further, NiCoCuFe, NiCoCrFe and NiCoFe equi-atomic alloys were investigated to confirm the formation of Cu-rich FCC, and σ phases. The hardness was observed to be 770±10HV for AlCoCrCuFe and 400±10HV for NiCoCrCuFe. Phase evolution after MA and SPS indicate that configurational entropy is not sufficient enough to suppress the formation of Cu-rich FCC, and σ phases, and enthalpy of mixing appears to play an important role in determining the phase formation in high entropy alloys after sintering.",[],[]
1,Introduction,"In general, structural materials that are currently available for most of the applications are based on single principle elements viz. Fe-based steels, Al-based alloys, Ni-based superalloys, etc. Although, solid solution strengthening by more than one solute in equi-molar proportion is a viable option, processing of alloys based on multi-principal elements was not attempted for a long time on the notion that they may form complex compounds with complex crystal structures. However, the first impressive report by Yeh et al.[1], followed by a few research groups[2–5], has emphatically shown that multi-component high entropy alloys (HEAs) can be processed to form simple solid solutions under appropriate conditions. The term “high entropy” in HEAs originates from the resultant high entropy of mixing (>1.61R, whereRis gas constant) when more than five elements are mixed in equi-molar proportion. The HEAs formed with simple crystal structures have also exhibited interesting properties such as high room temperature strength, and strength retention at higher temperatures[1,2,5].",[],[]
1,Introduction,"There have been several processing routes to prepare HEAs, viz., casting, sputtering, splat quenching, mechanical alloying (MA), and among those processes, HEAs prepared by casting route are widely studied. Although, HEAs prepared by casting nominally show simple solid solutions, detailed analyses have shown conclusively that casting route usually results in typical dendrite structure with some segregation in dendrite and inter-dendrite regions[3–7]. Similarly, metastable phases relative to casting are formed during splat quenching or sputtering method, and reported that these may become stable after annealing at high temperature[3]. On the contrary, HEAs formed via MA route appear to give more homogeneous and stable nanocrystalline microstructures[8–14]. Further, good densification characteristics and high hardness were observed for HEA synthesized by MA and spark plasma sintering (SPS)[13].",[],[]
1,Introduction,"Based on the contradicting observations in the literature on alloying, the persistent question one needs to ask is whether solid solution criteria proposed for HEAs in the literature[15,16]are valid for MA route. It is also important to know why some single phase HEAs formed after MA, phase-separate (or precipitate other phases) during densification[12,13]. In order to address these issues, in the present study, equi-atomic AlCoCrCuFe, NiCoCrCuFe, NiCoCuFe, NiCoCrFe and NiCoFe were chosen for synthesis of HEAs by MA followed by densification. Alloying behavior of the above alloys during MA and after densification is studied by employing a detailed characterization via X-ray diffraction (XRD) and scanning electron microscopy (SEM).",[],[]
2,Experimental details,"Equi-atomic elemental blends of Al, Co, Cr, Cu, Fe, Ni powders with purity higher than 99.5% were mechanically alloyed to synthesize equi-atomic AlCoCrCuFe, NiCoCrCuFe, NiCoCrFe, NiCoCuFe and NiCoFe HEAs. FritshPulverisette-P5 high energy ball mill at a ball to powder weight ratio of 10:1 using hard chrome steel vials and balls was utilized for mechanical alloying. Ball milled powders were consolidated by SPS at 900°C for 15min at a pressure of 50MPa. To study the alloying behavior during milling, powder samples were taken at a regular interval of 5h and XRD experiments were carried out in Xpert Pro Panalytical instrument. Phase evolution after sintering was also studied by XRD. Hardness measurements were carried out on the consolidated samples at a load of 1kg with dwell time of 10s in Wilpert WilsonVicker's hardness instrument. The reported hardness measurements are an average of at least ten measurements done on both sides of the sample pellet. A SEM equipped with energy dispersive spectrometry (EDS) was used for phase identification and composition analysis of the phases. In order to verify the homogeneity of the dense pellets, SEM and hardness measurements were carried out on both sides of the pellet for each alloy system.",[],[]
3.1,Results.Phase evolution during MA," Fig. 1 a and brepresents the XRD patterns of the mechanically alloyed powders of AlCoCrCuFe and NiCoCrCuFe as a function of milling time, respectively. Major BCC (designated as B) phase and a minor FCC phase were observed in AlCoCrCuFe after 15h of milling. A closer look at the peak positions of the minor FCC phase indicates that this FCC phase is Cu rich and has been designated as FCu. In contrast, Cu dissolves completely in NiCoCrCuFe, and a major FCC (designated as F) phase evolves together with minor BCC phase (designated as Bminor). It is clear from Fig. 1 b that in NiCoCrCuFe, Ni peaks shift towards lower angles (towards Cu peaks) with milling time (compare the XRD of 10min and 10h milling) and the final FCC (F) phase peak positions are close to that of Cu.","['fig0005', 'fig0005']",[]
3.1,Results.Phase evolution during MA,"Subsequently, the affinity for FCC phase formation was verified by choosing two different compositions, NiCoFe and NiCoCrFe without Cu, and another composition NiCoCuFe with Cu. Fig. 2 ashows the XRD patterns of NiCoFe, NiCoCrFe and NiCoCuFe together with NiCoCrCrFe. Among these three alloys, NiCoFe and NiCoCuFe have shown single phase FCC (F) formation, while the Cr containing NiCoCrFe has shown a small amount of BCC phase (Bminor) along with FCC (F) on MA, which is clear from the asymmetry in the lowest angle XRD peak ( Fig. 2 a). Fig. 2 b and c shows the first two XRD peaks of NiCoCrFe and NiCoCrCuFe in de-convoluted form, which illustrate that a minor BCC phase (Bminor) forms in Cr containing alloys.","['fig0010', 'fig0010', 'fig0010']",[]
3.1,Results.Phase evolution during MA,"It is interesting to note from the XRD patterns of NiCoCuFe and NiCoCrCuFe ( Fig. 2 a) that the FCC phase (F) peak positions are very close to those of Cu in both the alloys containing Cu. This observation suggests that all the other elements appear to be dissolving into Cu. Interestingly, XRD patterns of NiCoFe and NiCoCrFe show that the FCC (F) peak positions in these alloys are also same as in the alloys with Cu, though these alloys do not contain Cu. This clarifies that all other elements are dissolving in Ni and not in Cu and thus the peak shift of Ni is not because of formation of FCC (F) phase with Cu. It is also important to note that when Al replaces Ni to form an alloy such as AlCoCrCuFe ( Fig. 1 a), all the elements except Cu are observed to be dissolving into Fe or Cr and no shift in peaks was observed with milling time.","['fig0010', 'fig0005']",[]
3.2,Results.Phase evolution due to densification by SPS," Fig. 3 shows the XRD pattern of AlCoCrCuFe and NiCoCrCuFe after SPS at 900°C. A detailed analysis of the XRD pattern of AlCoCrCuFe after sintering illustrates that a major ordered BCC phase (B2), a Cu rich FCC phase (FCu), and minor sigma phase (σ) are visible. It is important to note that in contrast to only one BCC (B) phase with partial dissolution of Cu after 15h ball-milling, additional phase (σ) evolved during sintering. The Cu is observed to segregate out as an FCC phase (FCu) and accordingly diffraction peaks corresponding to Cu are clearly visible.",['fig0015'],[]
3.2,Results.Phase evolution due to densification by SPS,"Inset in Fig. 3 shows the prominent XRD peaks of NiCoCrCuFe in de-convoluted form illustrating the formation of two FCC phases (F1and F2) after SPS. As compared to only one FCC phase (F) and a minor BCC (Bminor) after 15h ball-milling in NiCoCrCuFe ( Fig. 1 b), two FCC phases (F1and F2), and minor sigma phase (σ) are observed after SPS in NiCoCrCuFe ( Fig. 3 ). Unlike AlCoCrCuFe, no ordered BCC (B2) phase was observed in NiCoCrCuFe after sintering. Fig. 4 shows the XRD pattern of NiCoFe, NiCoCrCuFe, NiCoCrFe, and NiCoCrCu after SPS at 900°C; inset shows the de-convoluted form of XRD peaks. Formation of the second FCC phase (F2) in Cu containing systems (NiCoCuFe, NiCoCrCuFe, AlCoCrCuFe) indicates that the presence of Cu led to the segregation of second FCC phase (F2). Absence of minor sigma phase (σ) in NiCoFe and NiCoCuFe suggests that the minor sigma phase (σ) in NiCoCrCuFe and NiCoCrFe is a Cr containing phase. A detailed summary of phases formed after MA and SPS are listed in Table 1 for comparison","['fig0015', 'fig0005', 'fig0015', 'fig0020']",['tbl0005']
