Section Heading,Section Title,Paragraph,Figures,Tables
0,Abstract,"Texture evolution during room-temperature tensile testing of recrystallized equimolar CrCoNi was studied using electron backscatter diffraction and electron channeling contrast imaging on specimens from interrupted tests. Dominant deformation mechanisms included slip at low strains and deformation twinning at larger strains, which were accompanied by the development of a strong <111> texture parallel to the tensile axis. Highly deformed material also contained nanotwin/hcp lamellae, which have previously been hypothesized to act as potent barriers for non-coplanar dislocations. To examine this hypothesis, mean-field modeling was performed using the viscoplastic self-consistent framework with varying ratios for hardening by slip and twinning. In the optimal model, twinning produced approximately three times as much non-coplanar hardening as slip, which is larger than previous observations in other twinning-induced plasticity materials that do not form twin/hcp lamellae. Additional full-field elasto-viscoplastic simulations were performed using the fast Fourier transform (EVP-FFT) method to examine intragranular rotation and the effect of initial grain orientation on the deformation mode. Grains with initial orientations near <111> had the greatest propensity for deformation twinning while grains near <100> were more likely to deform by slip even at large strains. Excellent quantitative agreement was obtained between the experiments and EVP-FFT model.",[],[]
1.1,Introduction.Deformation mechanisms and texture development,"Experimental work [11–13] and simulation [14–16] indicate that equiatomic CrCoNi and similar alloys like CrMnFeCoNi have low stacking fault energies, which are even predicted by simulation to be negative at 0 K [17]. This enables dislocation dissociation and deformation twinning when the stress exceeds a material-dependent threshold [11,18]. It is widely accepted that deformation twinning enables the high hardening rates and large tensile extensions in TWIP steels [19,20] and a similar role has been ascribed to it in CrMnFeCoNi [1,11] and CrCoNi [21]. Additionally, Miao et al. [21] and Niu et al. [17] recently reported further enhancement of hardening rates in CrCoNi via local transformations from the face-centered cubic (fcc) phase to the hexagonal close-packed (hcp) phase that occur along stacking faults and deformation twins. Unlike the more conventional transformation-induced plasticity (TRIP) effect, which relies on large-scale phase changes, the hardening behavior in CrCoNi occurs despite very small transformed volumes of material with most hcp regions showing thicknesses on the order of several atomic layers. Very similar transformations have been observed during uniaxial tensile testing in FeCoCrNi [10] and during high-pressure diamond anvil cell experiments with CrMnFeCoNi [22]. These types of metastable alloys have been generally linked to outstanding combinations of strength and ductility [9,17].",[],[]
1.1,Introduction.Deformation mechanisms and texture development,"Although the nanoscale deformation mechanisms of CrCoNi have recently been explored, little work has been done to connect these with texture development and mechanical behavior at coarser length scales. Joo et al. reported the development of a strong <111> and <100> double-fiber texture in CrMnFeCoNi after imparting large strains in uniaxial tension [23], which is consistent with observations in other fcc materials with low stacking fault energies [24]. The same double-fiber texture has also been reported in TWIP steels [25,26]. Although these results have been qualitatively described, quantitative comparison of texture across these alloys has been very limited.",[],[]
1.2,Introduction.Modeling frameworks for mechanical response and texture development,"Modeling efforts have been very limited for HEAs. Although a homogenized constitutive theory based on Kocks-Mecking was recently presented for CrMnFeCoNi [27], no modeling efforts have been described for the stronger ternary alloy CrCoNi. In contrast, several studies have attempted to capture the mechanical response and texture development in mechanically-similar TWIP steels using a variety of techniques. For example, one common approach invokes the mean-field visco-plastic self-consistent (VPSC) framework developed by Lebensohn et al., which treats individual grains as inclusions in a uniform medium with the average properties of the polycrystal [28,29]. Several studies including those of De Cooman et al. [30] and Saleh et al. [31] successfully employed the VPSC method to capture qualitative aspects of the experimentally observed <111> and <100> double-fiber texture in TWIP steels; however, quantitative agreement is presently lacking in literature.",[],[]
1.2,Introduction.Modeling frameworks for mechanical response and texture development,"Although the homogenized VPSC framework is useful in modeling overall stress-strain response and texture evolution, it is unable to provide spatially resolved predictions for either reorientation of individual grains or the localization of the mechanical fields within a polycrystal. One alternative that addresses this issue is the full-field elasto-viscoplastic formulation based on the fast Fourier transform (EVP-FFT), as reported by Lebensohn et al. [32]. This method is routinely used as a complimentary technique to crystal plasticity finite elements [33–35]. One key advantage of full-field modeling is that the simulation output can be directly compared to experimental observations by using electron backscatter diffraction (EBSD) data as the simulation domain; in doing so, simulations can be performed on regions that have been observed experimentally.",[],[]
1.2,Introduction.Modeling frameworks for mechanical response and texture development,"In this work, experimental and modeling results are combined to connect deformation modes at the nanoscale (including deformation twinning) to the hardening behavior and texture development at larger length scales. Although qualitative texture development has previously been reported for CrMnFeCoNi, this is the first study to quantitatively examine texture in the stronger ternary subset CrCoNi (which exhibits the fcc-to-hcp transformation during room-temperature uniaxial tension, unlike CrMnFeCoNi [17]) and the first to apply the EVP-FFT framework to alloys with a high propensity for deformation twinning, including TWIP/TRIP steels and other high entropy alloys. To the authors' knowledge, this is also the first work to directly compare the VPSC and EVP-FFT frameworks using the same hardening parameters on the same experimental data. Modeling results successfully capture several key features of the deformed microstructure including bulk texture as a function of strain and the presence of large intragranular rotations. The ability of the EVP-FFT method to predict texture evolution and slip system activity in CrCoNi and other low-stacking fault energy alloys is also assessed.",[],[]
2.1,Experimental procedures.Material and processing,"Ingots of equiatomic CrCoNi were produced by arc melting pure (>99.9%) constituent metals under Ar atmosphere followed by drop-casting into a copper mold. Ingots were flipped and re-melted to ensure mixing and homogenized for 24 h at 1200 °C before cold-rolling to a reduction of approximately 70%. These processes are similar to those described in previous publications [21,36].",[],[]
2.2,Experimental procedures.Mechanical testing,"Rolled plates were cut by electrical discharge machining into flat tensile specimens with nominal gauge dimensions 5 mm (length) x 2 mm (width) x 1.2 mm (thickness) and grip widths of 3 mm. The longitudinal (tensile) axes of the specimens were aligned with the rolling direction of the original plate and the faces were parallel to the plate surface. Specimens were annealed for 1 h in air at 900 °C (1173 K) to produce a fully recrystallized microstructure. All faces of the gauge sections were mechanically polished using 400-, 600-, and 800-grit SiC paper to remove the heat treatment oxide layer and facilitate more accurate measurement before testing.",[],[]
2.2,Experimental procedures.Mechanical testing,"Uniaxial tensile testing was performed on an Instron Electrothermal Mechanical Tester (ETMT) with engineering strain rates of 5–10 · 10−4s−1. Strain measurements were made using digital image correlation (DIC) with paint patterns applied to the surface of the specimens. Full-field strain maps were produced with Correlated Solutions VIC2D software [37] using subset and step sizes of approximately 0.65 mm and 0.01 mm, respectively. Engineering strain was determined through conversion of the average Lagrangian strain in the gauge section as calculated by VIC2D. True stress and strain were calculated from engineering values assuming a constant volume during plastic deformation.",[],[]
2.2,Experimental procedures.Mechanical testing,"For interrupted testing, cross-head displacement was stopped at pre-determined load values corresponding to true strains of 5%, 8%, 11%, 14%, 20%, 30%, and 51%. During each interruption, the sample was unloaded and examined in the scanning electron microscope on the opposite face from the speckle pattern used for DIC. In this way, the original DIC pattern remained undisturbed and was used for each iteration of testing. The Lagrangian strain for each iteration was calculated in VIC2D as described above and converted to true (logarithmic) strain. These values were summed to determine the cumulative true strain, which was subsequently used to compute the corresponding true stress values. For comparison to uninterrupted tests, the elastic portion of each iteration was removed.",[],[]
