Section Heading,Section Title,Paragraph,Figures,Tables
0,Abstract,"High-entropy alloys (HEAs) are a newly developed family of multi-component alloys. The potentiodynamic polarization and electrochemical impedance spectroscopy of the Al                        x                     CrFe1.5MnNi0.5 alloys, obtained in H2SO4 and NaCl solutions, clearly revealed that the corrosion resistance increases as the concentration of aluminium decreases. The Al                        x                     CrFe1.5MnNi0.5 alloys exhibited a wide passive region, which extended >1000mV in acidic environments. The Nyquist plots of the Al-containing alloys had two capacitive loops, which represented the electrical double layer and the adsorptive layer. SEM micrographs revealed that the general and pitting corrosion susceptibility of the HEAs increased as the amount of aluminium in the alloy increased.",[],[]
1,Introduction,"Several novel multi-component alloys have been developed in recent years. These alloys comprise numerous principal elements in equimolar or near-equimolar ratios, each at 5–35at%[1,2]. Klement et al., discovered metallic glass in the early 1960s; they obtained a gold–silicon alloy by quenching the liquid alloy at a cooling rate of over one million degrees per second[3,4]. They confirmed that an amorphous phase can be obtained if the cooling rate is sufficient to suppress the nucleation and growth of crystals. Since the 1970s, intermetallic compounds of Ti–Al[5], Ni–Al[6]and Fe–Al[7]in binary systems have attracted substantial attention because they have an extremely high specific strength and thermal resistance. In 1988, the ground-breaking discovery was made that, by mixing together many metals of different atomic sizes, the melt can be frozen as a glass using the much slower cooling rate of one degree per second[8]. However, the designs of the aforementioned alloys remained limited by the fact that the matrix always contained one major element. The nanostructured HEAs were developed in an effort to break away from the traditional alloy design.",[],[]
1,Introduction,"According to Boltzmann’s hypothesis[9], the configurational entropy change per mole, ΔSconf, during the formation of a solid solution from five elements with equimolar fractions, is given by the following equation:(1)ΔSconf=-klnw=-R∑i=15xilnxi=Rln5≈1.61R,xi=15wherekis the Boltzmann constant;wis the number of mixed states, andRis the gas constant. The multiple element system has been called an HEA because its configurational entropy (ΔSconf=1.61–2.20R) exceeds that of an ordinary alloy (1.10R)[10]. The HEAs exhibit simple solid–solution structures, ease of amorphization and nanoprecipitation and promising properties such as high hardness and superior resistance to temper softening, wear and oxidation[11–14]. Among these, AlxCrFe1.5MnNi0.5alloys have a hardness that increases 50% from 300 to 450Hv with increasing aluminium content from 0 to 0.5mol. The AlxCrFe1.5MnNi0.5alloys exhibit significant age hardening. The maximum hardness of the Al0.3CrFe1.5MnNi0.5alloy was 800Hv after an aging treatment, and without softening for up to 200h at 800°C. These alloys may therefore have great potential for use in structural parts and tools that operate at high temperatures (600–900°C)[15]. Previous studies have focused on the mechanical properties and, more importantly, on the corrosion behaviour when applications of the alloys were considered. The HEAs (AlCoCrCu0.5FeNiSi), evaluated previously, exhibited narrow passive regions in both H2SO4and NaCl solutions[16,17]. Once corrosion had begun, it proceeded faster than that of stainless steel because of the lack of a protective passive film. The purpose of this investigation was to study the effect of aluminium on the corrosion properties of the AlxCrFe1.5MnNi0.5alloys, which have a wide passive region in H2SO4and NaCl solutions.",[],[]
2.1,Experimental.Test materials,"Elements Al, Cr, Fe, Mn and Ni in the form of granules with purities of over 99wt% were used as raw materials. Each of the alloys in this HEA family had five components in the form of AlxCrFe1.5MnNi0.5, consisting of 1.5mol of iron, 0.5mol of nickel, 1mol of chromium, 1mol of manganese, and either 0, 0.3 or 0.5mol aluminium. These elements were melted by the arc melting process at a current of 500 ampere in a water-cooled copper hearth. Melting and casting were conducted in a vacuum of 0.01atm. following purging with argon three times. The alloy was repeatedly melted and solidified so as to yield a completely alloyed state and to improve its chemical homogeneity. The ingots were approximately 50mm in diameter and 20mm in thickness. Table 1 presents the chemical compositions of the AlxCrFe1.5MnNi0.5alloys in weight percentage. An alloy cylinder, used for measuring electrochemical characteristics, was obtained by cutting the bulk material using an electric arc line. Each test specimen was then cold-mounted, using an epoxy resin, to expose an area of 0.5cm2. Before electrochemical measurements were made, all specimens were mechanically polished using a series of 240–1200 SiC grit papers and cleaned in acetone and distilled water.",[],['tbl1']
2.2,Experimental.Electrochemical measurements and surface morphology,"Both electrochemical polarization (d.c.) and electrochemical impedance spectroscopy (EIS) were performed in a typical three-electrode cell with a specimen as the working electrode. An Ag/AgCl electrode (3M KCl) withE=0.208VSHEwas used as the reference electrode and a platinum sheet with a much greater area (4cm2) than that of the specimen was used as the counter electrode. All of the potentials in this work are presented on the standard hydrogen scale (SHE). The test solution was deaerated by bubbling purified nitrogen gas before and throughout the electrochemical tests to eliminate any effect of dissolved oxygen. Potentiodynamic polarization curves and EIS were plotted after the specimen was allowed to corrode freely for 30min, the time necessary to reach a quasi-stationary value of the open circuit potential (OCP). Then, the specimen was cathodically polarized to a potential of −0.2V for 300s to reduce the possible existing surface oxides. The potentiodynamic tests were performed at a scan rate of 1mVs−1from an initial potential of −0.5V to a final potential of 1.5V versus the OCP. This scan rate was found to be convenient and sufficiently slow to prevent any distortion of the potentiodynamic polarization curves. The potential was controlled and the current was measured using a potentiostat (AUTOLAB PGSTAT30). The EIS was carried out at the OCP with a sinusoidal potential amplitude of 10mV, running from 10kHz to 10mHz, using an AUTOLAB PGSTAT30/FRA system from ECO CHEMIE. Following the polarization experiment, the specimen was cleaned using distilled water, and then dried in nitrogen. Immediately thereafter, the morphology of the corroded surface of the alloy specimen was investigated using a scanning electron microscope (SEM, JEOL-5410).",[],[]
3.1,Results and discussion.Potentiodynamic polarization," Fig. 1 plots the potentiodynamic polarization behaviour of the AlxCrFe1.5MnNi0.5alloys with various aluminium contents (x=0, 0.3 and 0.5) in 0.5M H2SO4solution. The AlxCrFe1.5MnNi0.5alloys have a wide passive region (ΔE>1000mV), which indicates a tendency of the alloys to passivate. Table 2 summarizes the electrochemical parameters associated with the general corrosion behaviour of the AlxCrFe1.5MnNi0.5alloys in H2SO4solution. The corrosion potentials (Ecorr) of the AlxCrFe1.5MnNi0.5alloys were determined to fall from −194 to −206mV as the aluminium content increased from 0.3 to 0.5mol; the corrosion current densities (icorr) of the Al0.3CrFe1.5MnNi0.5and Al0.5CrFe1.5MnNi0.5are 2.39×10−3and 5.08×10−3A/cm2, respectively; theicorrvalue dropped to 6.86×10−4A/cm2when aluminium was eliminated from the alloy, as in CrFe1.5MnNi0.5. Furthermore, the critical current density (icrit) increased with the aluminium content, implying that the barrier to passivation increases with the aluminium content. The passive current density (ipass) of the CrFe1.5MnNi0.5alloy is lower than that of the Al-containing alloys. Hence, adding aluminium to the AlxCrFe1.5MnNi0.5alloys reduces the resistance to general corrosion in H2SO4solution when the alloys are in the passive state.",['fig1'],['tbl2']
3.1,Results and discussion.Potentiodynamic polarization,"The as-cast CrFe1.5MnNi0.5(four-component, aluminium-free) alloy is a face-centered cubic (fcc) solid–solution with an α-FeCr structure, according to the XRD patterns ( Fig. 2 )[18]. However, as the aluminium content increased, the peak intensities of the body-centered cubic (bcc) phase increased. The as-cast Al0.3CrFe1.5MnNi0.5(five-component) alloy is composed of mixed fcc/bcc phases whereas a single bcc structure was observed for the alloy containing 0.5mol aluminium. The ferritic stainless steels (such as type 430 stainless steel) are essentially iron–chromium alloys with structures mostly of the bcc α-iron type. However, the austenitic stainless steels (such as type 304 stainless steel) are ternary iron–chromium–nickel alloys, and their structures are of the fcc γ-iron type. Indeed, the austenitic stainless steels normally have greater corrosion resistance than the ferritic stainless steels[19]. This fact may suggest why the CrFe1.5MnNi0.5alloy (fcc structure) is more resistant to corrosion than are the AlxCrFe1.5MnNi0.5(x=0.3 and 0.5) alloys (bcc structure).",['fig2'],[]
3.1,Results and discussion.Potentiodynamic polarization,"The width of the passive region (ΔE) for the CrFe1.5MnNi0.5alloy is 1227mV. However, as the aluminium content in the AlxCrFe1.5MnNi0.5alloys increases from 0.3 to 0.5mol, the ΔEfalls from 1176 to 1114mV. Furthermore, a transpassive region exists for the AlxCrFe1.5MnNi0.5alloys in H2SO4solution. The transpassive breakdown of stainless steels occurs near the oxygen evolution potential where the chromium-rich passive film is unstable. Above the breakdown potential, water is unstable and is oxidized to oxygen gas (H2O→1/2O2+2H++2e-,E0=1.23V)[20]. The transpassive dissolution of Cr from the underlying alloy through the passive film (2Cr+7H2O→Cr2O72-+14H++12e-,E0=0.30V) is also expected in a sulfuric acid medium[21]. A wealth of information is available on the corrosion behaviour of 304 stainless steel that is exposed to H2SO4solutions[22]. Accordingly, a comparison of the corrosion behaviour of HEAs with that of the conventional ferrous alloys, such as 304 stainless steel, is of interest. Table 2 indicates that the Al-free CrFe1.5MnNi0.5alloy has a wider passive region than the 304 stainless steel. However, theEcorrvalues of the AlxCrFe1.5MnNi0.5alloys are more active than that of the 304 stainless steel (−186mV), and theicorrvalues of the AlxCrFe1.5MnNi0.5alloys also exceed that of the 304 stainless steel (7.45×10−5A/cm2) in 0.5M H2SO4.",[],['tbl2']
3.1,Results and discussion.Potentiodynamic polarization,"Although the formation of an oxide film is effective in protecting the HEA, when localized damage of this passive film occurs, pitting corrosion advances rapidly. Fig. 3 presents the potentiodynamic polarization tests of the AlxCrFe1.5MnNi0.5alloys in 1M NaCl solution. Because pitting initiates at the pitting potential (Epit),Epitmay be used as an index of resistance to pitting corrosion: a nobler value ofEpitis associated with an increased resistance to pitting[23]. A sharp increase in the anodic current demonstrates the sustained localized breakdown of the passive film. In the present study, theEpitvalues of the Al0.3CrFe1.5MnNi0.5and Al0.5CrFe1.5MnNi0.5alloys were about equal, and they were significantly lower than for the Al-free CrFe1.5MnNi0.5alloy. As the aluminium content in the AlxCrFe1.5MnNi0.5alloys increased from 0 to 0.5mol, theEpitfell from 19 to −123mV. Therefore, the addition of aluminium to the AlxCrFe1.5MnNi0.5alloys reduces the resistance to pitting corrosion.",['fig3'],[]
3.1,Results and discussion.Potentiodynamic polarization,"The potentiodynamic polarization curves for the Al-free and Al-containing alloys obtained in 0.5M H2SO4with various concentrations of NaCl (0–0.5M) are plotted in Fig. 4 . The potentiodynamic polarization curves of the AlxCrFe1.5MnNi0.5(x=0 and 0.3) alloys each show a passive region where∂ϕ∂logiipass≅∞in a Cl−-free solution. In all cases, the effect of adding NaCl to the H2SO4solution is to shiftEcorrandEpitto more active values. Table 3 indicates that theicorrandipassvalues increase, while ΔEchanges only slightly as the chloride content increases from 0 to 0.1M. However, at the critical chloride concentration of 0.25M,ipassincreases to values that are two orders of magnitude higher than that observed in the Cl−-free solution. The existing passive film breaks down when the applied potential reaches the pitting potential, resulting in the nucleation and formation of pits at discrete locations on the metal surface[24]. The presence of chloride in an acid solution generally increases potentiodynamic anodic currents at all potentials; however, the most notable feature here is the sharp increase in current atEpit. The current at theEpitincreases markedly as the amount of chloride in the sulfuric acid increases, regardless of whether or not aluminium is present. Moreover, as the concentration of chloride increases from 0.1 to 0.25M, ΔEfalls from 1150 to 495mV for Al-free CrFe1.5MnNi0.5alloy, and from 1127mV to almost no passive region for the Al-carrying Al0.3CrFe1.5MnNi0.5alloy. Adding aluminium apparently reduces the ability to develop a passive film on the alloy surface.",['fig4'],['tbl3']
