"Table 1. Chemical composition of the AlCoCrCuNi and AlCoCrCuFeNi alloys in atomic percentage

Alloy	Al	Co	Cr	Cu	Fe	Ni
AlCoCrCuNi
 Nominal	20	20	20	20	–	20
 Dendrite	21	21	25	11	–	22
 Interdendrite	13	8	6	58	–	15
AlCoCrCuFeNi
 Nominal	17	17	17	17	17	17
 Dendrite	17	17	21	11	18	16
 Interdendrite	12	5	3	63	5	12
",https://doi.org/10.1016/j.msea.2007.01.122
"Table 2. Hardness of the AlCoCrCuNi, AlCoCrCuFeNi, AgAlCoCrCuNi and AlAuCoCrCuNi alloys

Alloys	Microstructure	Hardness (HV)
AlCoCrCuNi	Cu-rich FCC + SD BCC	419 ± 6
AlCoCrCuFeNi	Cu-rich FCC + SD BCC	416 ± 19
Golden layer of AgAlCoCrCuNi	Ag + Cu-rich FCC	104 ± 3
Silver layer of AgAlCoCrCuNi	BCC + Ag + Cu-rich FCC	451 ± 9
AlAuCoCrCuNi	FCC + AuCu	276 ± 8
",https://doi.org/10.1016/j.msea.2007.01.122
"Table 1. Chemical compositions of cast AlxCoCrCuFeNi alloys in atomic percentage

x-Value	Al	Co	Cr	Cu	Fe	Ni
0.5
 Nominal	9.09	18.18	18.18	18.18	18.18	18.18
 DR (BCC)	5.5	21.2	23.9	9.4	22.7	17.2
 ID (Cu-rich)	12.5	5.5	4.0	59.2	5.2	13.6
1.0
 Nominal	16.67	16.67	16.67	16.67	16.67	16.67
 DR (BCC)	25.5	16.1	17.2	7.4	14.6	19.2
 ID (FCC + BCC)	13.0	17.3	18.3	17.5	20.0	13.9
 ID (Cu-rich)	13.3	6.2	4.9	56.9	6.4	12.3
2.0
 Nominal	28.56	14.28	14.28	14.28	14.28	14.28
 DR (BCC)	31.5	16.8	10.8	9.1	15.0	16.9
 ID (Cu-rich)	15.1	3.4	4.2	68.2	4.0	5.1
DR, dendrite; ID, inter-dendrite.
",https://www.sciencedirect.com/science/article/pii/S0043164805005144?via%3Dihub
"Table 2. Chemical compositions of worn surface and wear debris of AlxCoCrCuFeNi alloys in atomic percentage

x-Value	Al	Co	Cr	Cu	Fe	Ni	O
0.5
 Nominal	9.09	18.18	18.18	18.18	18.18	18.18	
 Worn surface	7.2	16.5	17.3	14.7	17.5	16.2	12.4
 Wear debris	6.1	16.4	16.1	15.5	16.5	15.3	16.2

1.0
 Nominal	16.67	16.67	16.67	16.67	16.67	16.67	
 Worn surface	15.6	13.6	15.7	14.6	13.5	14.5	14.8
 Wear debris	13.2	15.3	16.0	14.6	14.3	13.6	18.4

2.0
 Nominal	28.56	14.28	14.28	14.28	14.28	14.28	
 Worn surface-A	25.1	15.9	14.2	9.1	14.9	14.1	5.6
 Worn surface-B	19.4	7.7	6.7	39.8	7.7	9.6	9.2
 Wear debris	12.4	6.0	5.5	6.2	6.6	6.0	56.8
",https://www.sciencedirect.com/science/article/pii/S0043164805005144?via%3Dihub
"Table 3. Summary of results on friction properties of alloys tested

Alloy	?p	?s	??
Al0.5CoCrCuFeNi	0.65 ± 0.04	0.50 ± 0.03	0.15 ± 0.07
Al1.0CoCrCuFeNi	0.65 ± 0.03	0.48 ± 0.03	0.17 ± 0.06
Al2.0CoCrCuFeNi	0.70 ± 0.02	0.32 ± 0.01	0.30 ± 0.03
?p, peak coefficient of friction; ?ss, the steady state coefficient of friction; ?? = ?p ? ?ss.
",https://www.sciencedirect.com/science/article/pii/S0043164805005144?via%3Dihub
"Table 1. Chemical compositions and O and N contents measured by EDS and carrier hot gas extraction of the investigated alloys in at%.

Alloy	Cr	Mn	Fe	Co	Ni	O	N
CrMnFeCoNi	20.7 ± 0.3	20.2 ± 0.3	19.8 ± 0.5	19.7 ± 0.1	19.6 ± 0.4	0.138 ± 0.003	0.0020 ± 0.0002
CrFeCoNi	25.4 ± 0.3	-	16.3 ± 0.3	24.2 ± 0.5	24.1 ± 0.4	0.132 ± 0.002	0.0040 ± 0.0001
CrFeNi	33.6 ± 0.4	-	34.2 ± 0.2	-	32.1 ± 0.3	0.169 ± 0.008	0.0020 ± 0.0002
CrCoNi	34.1 ± 0.5	-	-	33.0 ± 0.5	32.7 ± 0.3	0.156 ± 0.005	0.0020 ± 0.0002\n\n",https://www.sciencedirect.com/science/article/pii/S2352492824013229?via%3Dihub
"Table 2. Lattice parameter a in nm and grain size d in µm.

Alloy	a	d
CrMnFeCoNi	0.358	44 ± 1
CrFeCoNi	0.359	49 ± 5
CrFeNi	0.359	73 ± 7
CrCoNi	0.358	63 ± 10\n\n",https://www.sciencedirect.com/science/article/pii/S2352492824013229?via%3Dihub
"Table 3. CTE of the investigated alloys in 10-6/K, with the experimental error being at most ± 1%.

Alloy	373?K	473?K	573?K	673?K	773?K
CrMnFeCoNi	16.3	18.8	19.4	19.5	19.6
CrFeCoNi	15.63	18.0	18.7	18.8	18.8
CrFeNi	17.1	19.7	20.4	20.5	20.6
CrCoNi	15.2	17.5	18.1	18.2	18.3",https://www.sciencedirect.com/science/article/pii/S2352492824013229?via%3Dihub
"Table 4. Resonance fields, g-values and amplitudes of the ESR-spectra of the investigated alloys with H in the sample plane (? = 0°).

Alloy	Hres in G	g-value	?H in G	Amplitude in A
CrMnFeCoNi	HFMR=500
2900	-
2.317	1500
800	120
110
CrFeCoNi	HFMR=200
2500	-
2.689	1500
350	2212
2528
CrFeNi	3150	2.135	560	89
CrCoNi	3136
3267
3501
CESR: 3788.6	2.144
2.058
1.92
1.77	157
835
130
522	18
11
14
26",https://www.sciencedirect.com/science/article/pii/S2352492824013229?via%3Dihub
"Table 5. Resonance fields, g-values and amplitudes of the ESR-spectra of the investigated alloys with H in the sample plane (? = 90°).

Alloy	Hres in G	g-value	?H in G	Amplitude in A
CrMnFeCoNi	HFMR= -
2900
3400	-
2.3198
1.98	-
200
500	-
20
90
CrFeCoNi	HFMR=750
3450
4580	-
1.92
1.477	800
1200
1200	252
885
1264
CrFeNi	3112
3220	2.162
2.0895	1800
500	6
55
CrCoNi	2595.8
2807
3187
3584.5
CESR: 3964.8	2.5916
2.3964
2.1106
1.88
1.7	127
237
338
338
1523	11
16
42
24
32",https://www.sciencedirect.com/science/article/pii/S2352492824013229?via%3Dihub
