Section Heading,Section Title,Paragraph,Figures,Tables
0,Abstract,"In the present investigation, we provide results on the casting, homogenization, and deformation behavior of a new Al-containing refractory high-entropy alloy, namely the equiatomic Nb-Mo-Cr-Ti-Al. The alloy shows a dendritic microstructure after arc melting. The dendrites completely dissolve due to a heat treatment at 1300 °C for 20 h. Besides a major phase in the form of a solid solution of W prototype structure, identified by X-ray diffraction (XRD) measurements as well as electron backscatter diffraction (EBSD), additional phases of small volume fraction within the grains and at the grain boundaries were observed. Quasistatic compression tests, performed between room temperature and 1200 °C, reveal sustaining and high yield strength up to 800 °C and an increasing ductility with increasing test temperature. The dominant deformation mechanism for quasistatic compression loading between 800 °C and 1200 °C is the                                                                                  〈                                                               111                                                            〉                                                                         pencil glide of dislocations within the solid solution which was proven by the according fiber texture components, evolving during deformation.",[],[]
1,Introduction,"Materials, combining excellent mechanical strength at ambient as well as elevated temperature with a suitable ductility and toughness, always are a reasonable optimization goal of modern materials science in order to facilitate new applications in mechanical engineering. In this respect, the recently proposed concept of suppression of intermetallic phases and stabilization of a solid solution of simple crystal structure by minimizing the configurational entropy term -T·ΔSconfigin the Gibb's free energy[1–5]seems to provide an approach. For this purpose, equiatomic concentrations of mainly at least five alloying elements should be established in the solid solution in order to fulfill this concept. Due to the suppression of brittle intermetallic phases, ductility can in principle be improved. This is, of course, a rough assumption when the typical embrittlement of body-centered cubic (bcc) solid solutions with respect to the ductility and toughness of the base elements (for example Mo-Si or Mo-Re[6–8]) is taken into account. Nevertheless, Senkov & Semiatin[9]recently presented a bcc high entropy alloy which could be rolled up to a remarkable true strain of about 2.3 at room temperature indicating that a simple extrapolation from binary or ternary solid solutions to concentrated multicomponent systems with respect to ductility and toughness can be misleading. In addition to the suppression of intermetallic phases, choosing base elements with high melting points can lead to an enhanced melting point of the high-entropy alloy in comparison to currently used high temperature materials. Thus, operation at higher temperature is in principle possible. Moreover, adding alloying elements for improving properties other than pure mechanical ones is possible, too – for example, by utilizing elements facilitating the formation of a stable oxide scale for enhancing high temperature corrosion resistance.",[],[]
1,Introduction,"Before adding Al, the focus has mainly been on the microstructure, mechanical properties and oxidation behavior of high-entropy alloys, solely based on elements with high melting points from group 4 to 6 (frequently named refractory metals) of the periodic table of elements[10–12]. Due to the high density of these alloys ranging up to 13.75 g/cm3for equiatomic W-Nb-Mo-Ta, heavy elements were replaced by lighter ones such as Hf, Zr, Cr and Ti[6,13–20]. The addition of Al to a high-entropy alloy changes its properties in different ways. With increasing Al content, the density of the alloy decreases. Comparing the alloys Ta-Nb-Hf-Zr-Ti and Al0.4-Hf0.6-Nb-Ta-Ti-Zr which were introduced by Senkov et al.[20,21], the density drops from about 9.9 g/cm3to 9.0 g/cm3. The mechanical properties, such as the yield strength and the ductility, depend on the amount of Al in the HEA, investigated on Nb-Ti-V-Ta-Alx[22]and Alx-Hf-Nb-Ta-Ti-Zr[23]. Regarding high temperature oxidation, Al may form a stable and dense Al2O3oxide scale. Oxidation tests of the high-entropy alloy W-Mo-Al-Cr-Ti reveal a scale growth following the parabolic growth law[24]. Having a similar atomic radius as refractory metals, it can be expected that Al-addition allows the formation of a solid solution in such an alloy, thus preventing the formation of intermetallic phases[21]. Nevertheless, it has to be pointed out that several investigations already revealed various parameters other than the configurational entropy or atomic size difference to be more or less decisive, such as the mixing enthalpy ΔHmix, the mixing entropy ΔSmix[25], the parameter Ω which describes the correlation between ΔHmixand ΔSmix[26], and the valence electron concentration VEC[27]. Hence, the stability of a solid solution with simple crystals structure has to be verified for each case.",[],[]
1,Introduction,"In the present work, Nb-Mo-Cr-Ti-Al is investigated with respect to microstructural evolution during annealing as well as mechanical properties at various temperatures. For that, Nb, Mo and Ti are refractory metals for providing a suitable melting point for high temperature application. Ti, again, and Al are chosen in order to achieve low density, as shown by Senkov et al.[13,21], while Al and Cr are considered due to their ability to form stable oxide scales for good oxidation resistance. Nb-Mo-Cr-Ti-Al is expected to have similar properties as the W-containing counterpart, introduced above. CALPHAD calculations suggest that Nb-Mo-Cr-Ti-Al (“PanNb with V” database using Pandat; single phase, solid solution at 788–1712 °C) exhibits a similar melting temperature as W-Mo-Cr-Ti-Al (FactSage calculation; single phase, solid solution at 1077–1700 °C[24]). Considering the lower atomic mass of Nb, a lower density is to be expected when comparing Nb-Mo-Cr-Ti-Al with W-Mo-Cr-Ti-Al.",[],[]
1,Introduction,"Generally, the investigated alloys show dendritic structure in the as-cast condition with significant differences in atomic concentration between dendritic and interdendritic regions[24,28]. An annealing step is typically performed after casting in order to homogenize the microstructure as well as to establish a single phase solid solution with simple crystal structure[13,14]. Despite the theory of stabilization of solid solutions by increasing the configurational entropy, a macro- and mesoscopically homogeneous microstructure cannot be reached in all cases of postulated high-entropy alloys. This is even more evident when investigations down to atomic scale are performed[29]. In addition to these local investigations, secondary phases are frequently found. XRD patterns of Ta-Nb-Hf-Zr-Ti show a presumably hexagonal second phase besides the main body-centered cubic structure (bcc) whereas Cr-Nb-Ti-(V-)Zr exhibits a Cr-rich face-centered cubic Laves phase[13,15].",[],[]
1,Introduction,"In this publication, a detailed characterization of the alloy Nb-Mo-Cr-Ti-Al is presented, especially regarding microstructure, its evolution after heat treatment, and deformation at ambient and elevated temperature. Furthermore, the deformation mechanism by dislocation slip during compression loading at elevated temperatures is explicitly examined and identified by EBSD analysis.",[],[]
2,Experimental,"Nb-Mo-Cr-Ti-Al was melted from elemental bulk materials, mixed in equiatomic concentration, using an arc-melter AM/0.5, provided by Edmund Bühler GmbH. The purities of the starting materials Nb, Mo, Al, Cr and Ti were 99.9%, 99.96%, 99.9%, 99%, and 99.8%, respectively. The Ar base pressure for arc-melting was 0.6 bar following several alternating iterations of pumping and Ar flooding. A Zr lump in the vacuum chamber was used in order to reduce residual oxygen by liquefying prior to every melting step. The prepared buttons were flipped and remelted for at least five times for homogenization. After the final melting step, the alloy was cast into a rod-shaped Cu mold. The diameter and the length of the cast rod were 12 mm and 60 mm, respectively. The chemical alloy composition was analyzed using inductively coupled plasma optical emission spectrometry (ICP-OES) for the elements Nb, Mo, Cr, Ti and Al. O and N content were determined by means of carrier gas hot extraction analysis, using a TC500 by Leco. Heat treatments were performed using a Gero HTRH 70-600/18 resistance heating tube furnace under Ar flow at 1100, 1200, and 1300 °C for 20 h. The heating and cooling rate were 4.2 K/min. The platelet shaped samples with 12 mm in diameter were extracted from one and the same cast sample.",[],[]
2,Experimental,"The cast as well as the heat-treated alloy conditions were investigated by means of SEM utilizing backscatter electron (BSE) imaging and energy dispersive X-ray spectroscopy (EDX) as well as EBSD for analytical purposes. All samples were prepared by a standard metallographic procedure finalized by a vibratory polishing step, using a non-crystallizing oxide polishing suspension with pH = 9.8, provided by Struers. Thereby, a combination of mechanical and chemical preparation was achieved. SEM investigations were performed on a Zeiss Auriga dual beam scanning electron and focused ion beam microscope equipped with an EDAX DigiView EBSD system and EDAX Octane silicon drift detector EDX system as well as a Zeiss EVO50 system equipped with a Thermo Scientific EDX system. X-ray diffraction analyses were carried out on a D2 Phaser system by Bruker equipped with a Lynxeye line detector. The Cu tube was operated at 30 kV and 10 mA. Quasistatic compression tests were performed utilizing a Zwick Z100 electro-mechanical universal testing machine equipped with a vacuum furnace by Maytec. After heating at a rate of 20 K/min, the test temperature was stabilized for 30 min before testing. The heat-treated samples (1300 °C/20 h) of (3 × 3 × 4.5) mm³ were tested under vacuum with an initial engineering strain rate of 10−3s−1. Strain was determined using strain gauges attached to the samples. The punches were made of SiC and hexagonal BN was used for lubrication. The specimens for compression tests shown in this article were extracted from the same cast sample as the specimens for heat-treatment experiments. For the reproduction of the deformation experiments, a second batch of material was produced and treated in the same way as described before.",[],[]
3.1,Results and discussion.Casting and homogenization," Table 1 summarizes the chemical composition of the different materials conditions investigated in this article. For the as-cast state, wet chemical analysis by ICP-OES and EDX are in good agreement and the deviation from the equimolar composition does not exceed 0.75 at% for all elements. Hence, there is little evaporation during arc melting operations despite large differences in melting and boiling point of the alloying elements. The microstructure of the as-cast state, as it is shown inFig. 1a, consists of dendritic and interdendritic regions within a polycrystalline matrix. Even at high resolution, no evidence for secondary phases was found. Previous investigations revealed that elements with high melting points tend to crystallize in the early stages of solidification[19,28]. In accordance to that, EDX of the dendrites reveals enrichment in Mo and Nb during primary solidification (Table 1). In contrast, the interdendritic regions are enriched in Cr, Ti and Al. By analyzing the compositions of the dendritic and inter-dendritic regions in comparison to the total composition, fractions of 46 at% dendritic as well as 54 at% inter-dendritic region can be calculated, respectively. The XRD analysis of the as-cast state is shown inFig. 2. The major Bragg positions can be assigned to a bcc crystal structure of the W prototype with a broad variation of possible lattice constants ranging from about 0.312 nm up to 0.318 nm. The variation is most probably attributed to the inhomogeneous element distribution within the solid solution as it was assumed in previous investigations[24], too. This can be well described by assuming several bcc phases with different lattice parameters. The obtained values are slightly higher than those of the comparable W-Mo-Al-Cr-Ti alloy, which are between about 0.309 nm and 0.312 nm (for the as-cast as well as heat-treated condition)[24]. Considering the larger atomic radius of Nb (145 pm) compared to W (135 pm), an increase of the lattice parameter in Nb-Mo-Cr-Ti-Al is conceivable[30]. Local analysis of the crystal structure of dendritic and interdendritic regions within a single grain of the as-cast state (patterns are included in the online supplementary, similar pattern to that inFig. 3d), respectively, support the global XRD analysis by patterns of bcc crystals with minor changes of the lattice constant (the determined variation of 0.312–0.318 nm is below the resolution of the EBSD camera system in use).","['fig1', 'fig2', 'fig3']","['tbl1', 'tbl1']"
3.1,Results and discussion.Casting and homogenization,"In order to homogenize the material as well as to establish a single phase solid solution, heat treatments of 20 h under Ar atmosphere were performed. The microstructure following an annealing at 1100 °C does not exhibit a significant homogenization effect which can be seen from microstructural imaging inFig. 1b as well as global XRD analysis inFig. 2. InFig. 1b, a combination of composition and orientation contrast is visible. The local analysis of crystal structure reveals at least three different phases that can be identified as bcc (W prototype, Strukturbericht designation A2, pattern is included in the online supplementary, similar to the pattern inFig. 3d), the hexagonal modification of the Cr2Nb Laves phase (MgZn2prototype, Strukturbericht designation C14,Fig. 3a) and an unknown phase (Fig. 3b). Due to the small length scale of the obtained microstructure, a detailed investigation of the local chemistry of the phases by SEM-EDX is not suitable, here. This is done for higher annealing temperatures in the following.","['fig1', 'fig2', 'fig1', 'fig3', 'fig3', 'fig3']",[]
