Section Heading,Section Title,Paragraph,Figures,Tables
0,Abstract,"The effects of Co removal and Ti addition on the microstructure and mechanical behavior of a high-entropy alloy (HEA), Al0.75FeNiCrCo, were studied systematically. Al0.75FeNiCrCo, Al0.75FeNiCr and Al0.75FeNiCrCoTi0.25 were successfully prepared by the combination of mechanical alloying (MA) and spark plasma sintering (SPS). During the MA process, a primary body-centered cubic (BCC) supersaturated solid-solution phase and a face-centered cubic (FCC) supersaturated solid-solution phase were formed in each of the three investigated alloys. Removing Co from the Al0.75FeNiCrCo HEA or adding Ti into the Al0.75FeNiCrCo HEA could facilitate increasing the content of BCC phase both during the MA process and after the SPS process. Following SPS, bulk Al0.75FeNiCrCo was composed of a major FCC phase (∼79vol%) and a minor BCC phase (∼21vol%). However, with Co removal, bulk Al0.75FeNiCr alloy exhibited a main BCC phase (∼60vol%) and an FCC phase (∼40vol%). With Ti addition, bulk Al0.75FeNiCrCoTi0.25 alloy consisted of a major FCC phase (∼77vol%) and a minor BCC phase (∼23vol%). The EDS/TEM results of the bulk Al0.75FeNiCrCo alloy revealed that the BCC phase was enriched in Al–Ni, while the FCC phase was enriched in Fe–Cr–Co. Meanwhile, a small fraction of nanoscale twins were present in the bulk Al0.75FeNiCrCo alloy. The bulk Al0.75FeNiCrCo alloy exhibited high strength and high hardness, mainly attributed to solid-solution strengthening, twin-boundary strengthening and grain-boundary strengthening. With Co removal, the bulk Al0.75FeNiCr alloy showed lower strength, hardness and ductility in comparison with the Al0.75FeNiCrCo alloy. With Ti addition, compared to the Al0.75FeNiCrCo alloy, the bulk Al0.75FeNiCrCoTi0.25 alloy exhibited higher strength and hardness with a slightly lower ductility.",[],[]
1,Introduction,"Traditional alloys are mostly composed of one principal element with some minor elements added into the alloy systems, in order to tailor the microstructures and properties, for example, Fe-, Al- and Mg-based alloys[1–3]. As the number of alloying elements increases, intermetallic compounds (IMC) and/or other complicated compounds exhibiting complex microstructures that would further degrade mechanical properties can readily be formed in the traditional alloy systems. Recently, a novel class of alloys that defined as high entropy alloys (HEAs) by Yeh et al. have broken the traditional alloy design concept since 2004[4]. Normally, these new series of alloys consist of at least four principal elements, and atomic concentration for each constituent element is between 5 and 35at%[4,5]. Due to the multi-principal-element composition, HEAs have more pronounced entropic effects than conventional alloys, i.e. “high-entropy effect”[4,5]. Therefore, most of HEAs reported in the previous literature display solid-solution phases with FCC and/or BCC structures attributed to the “high-entropy effect”[4,6–12]. Inspection of the published literature reveals that HEAs possess high hardness and high strength[13,14], excellent wear resistance[15], high thermal stability[16], distinctive electrical and magnetic properties[17]and outstanding oxidation resistance[18], etc., and accordingly they are suitable for a wide range of engineering applications.",[],[]
1,Introduction,"To date, a variety of experimental techniques, such as arc-melting[19,20], fluxed water quenching[21], melt spinning[22], injection casting[23], laser cladding[24,25], mechanical alloying (MA)[26,27], etc., have been explored to synthesize HEAs. Inspection of the published literature reveals that the most widely used method is arc-melting (casting), and composition segregation and inhomogeneous microstructures are usually observed in as-cast HEAs[8,28]. Hence, a combination of MA that can produce nanocrystalline materials with good homogeneity from elemental powders and SPS which can consolidate powders to high density rapidly by applying pressure and passing electric pulse current, has been developed to prepare bulk HEAs[29–31]. In AlFeNiCrCox(expressed in molar ratio) HEA system, increasing concentration of Co element can lead to an increment in ductility and a decrement in strength[32]. On the other hand, target phases and mechanical properties of Al-containing and/or Ti-containing HEAs are obtainable depending on the concentrations of Al and Ti elements heavily, for instance, AlxFeNiCrCo, AlxFeNiCrCoTi and AlFeNiCrCoTixHEA systems[31,33–36]. In the well-studied AlxFeNiCrCo HEA system, Al0.75FeNiCrCo HEA possessing a mixture of FCC+BCC solid-solution phases has a potential balance of ductility and strength, which may result in excellent mechanical properties, and this alloy produced by MA and SPS has heretofore never been studied[19,36].",[],[]
1,Introduction,"Taking the above discussion into account, in the present work, Al0.75FeNiCrCo HEA was fabricated by MA and SPS, and consequently alloying behavior, microstructure and mechanical behavior of this alloy were studied in detail. Moreover, Al0.75FeNiCr and Al0.75FeNiCrCoTi0.25alloys were designed and synthesized by MA and SPS, with the aim of investigation of the influence of Co removal and Ti addition on the microstructure and mechanical properties of the Al0.75FeNiCrCo HEA.",[],[]
2,Experimental details,"Al0.75FeNiCrCo, Al0.75FeNiCr and Al0.75FeNiCrCoTi0.25mechanically alloyed powders were prepared by 45h dry milling without process-control-agent (PCA) followed by 5h wet milling using ethanol as PCA. The starting materials were Al, Fe, Ni, Cr, Co and Ti elemental powders with high purity (>99.7wt%) and particle size of ∼45mm (−325 mesh). The MA process was carried out using stainless-steel vials and under an argon (Ar) atmosphere, and then it was performed on a high energy planetary ball milling machine (QM-3SP4 Planetary Ball Mill) operated at 300rpm. Tungsten carbide balls were used as milling medium and the ball-to-powder weight ratio was 10:1. To study alloying behavior, powder samples were taken out following milling for 0, 5, 15, 30, 45, 50h, respectively. The MA process was finished after 50h of milling, and the powders were allowed to dry in a vacuum oven. Then a 75μm sieve was used for filtering the ultimate powders. Following drying and filtering, the as-milled powders were consolidated by Dr. Sinter Model SPS–825 Spark Plasma Sintering System (Sumitomo Coal Mining Co. Ltd., Japan) in a graphite die with 20.4mm inner diameter under a constant pressure of 30MPa. In order to remove the sample after sintering easily, the punches and the powders were separated by graphite foils of 0.2mm in thickness. The samples were sintered at 1273K for 8min, and the heating rates were 80Kmin−1from room temperature to 373K and 100Kmin−1from 373K to 1273K, respectively.",[],[]
2,Experimental details,"Powders and bulk alloys after SPS were analyzed by a Bruker D8 ADVANCE X-ray diffractometer (XRD) with a Cu Kα radiation. Scanning electron microscopy (SEM, NOVA NANOSEM 430, USA) with an energy dispersive spectrometer (EDS) was used for observing microstructures of bulk alloys which were polished and etched with aqua regia solution (HCl and HNO3in a volume ratio of 3:1) approximately 10s. Thin foil specimens were prepared by mechanical thinning followed by ion milling at room temperature, and subsequently were analyzed by a transmission electron microscopy (TECNAI G2 S-TWIN F20, FEI, USA) with selected area electron diffraction (SAED) analysis and an energy dispersive spectrometer. According to ASTM E9-09[37], the room-temperature compressive properties of the cylindrical samples (ϕ3mm×4.5mm in size) were measured using an Instron 5500 testing system at a strain rate of 1×10−3s−1. Hardness measurement was conducted on a Digital Micro Hardness Tester HVS–1000 Vickers hardness instrument under a load of 300gf (∼942mN). The reported hardness value for each bulk alloy is an average of 10 measurements.",[],[]
3.1,Results and discussion.Influence on alloying behavior," Fig. 1 shows the XRD patterns of Al0.75FeNiCrCo, Al0.75FeNiCr and Al0.75FeNiCrCoTi0.25HEA powders under different milling durations. Fig. 1(a)  shows the XRD patterns of the mechanically alloyed powders of Al0.75FeNiCrCo for different times. All of the pure elements can be predominantly observed in the initial blending powders (0h). As the milling time increases to 5h, drastic decrement of diffraction intensity is observed simultaneously with disappearance of peaks corresponding to Al. As the milling time is increased to 15h, the peaks of Co disappear and the rest of peaks are similar to the peaks of the 5h milled powders except for a minor decrement in diffraction intensity. After milling for 30h, the XRD pattern shows peaks corresponding to a primary BCC solid-solution phase and an FCC solid-solution phase without any peaks associated with pure elements, suggesting the complete formation of solid-solution phases. When the milling time reaches up to 45h and 50h, the XRD patterns are quite similar to that of 30h except peak broadenings. Note that the 45h milled powders were subjected to wet ball milling (in ethanol) for 5h with the aim to further reduce the grain and particle sizes for being conducive to attaining dense bulk samples.","['f0005', 'f0005']",[]
3.1,Results and discussion.Influence on alloying behavior,"Fig.1(b) shows the XRD patterns of the mechanically alloyed powders of Al0.75FeNiCr for different times. As the milling time is increased to 5h, Al still exists, however, has significant decrement in diffraction intensity. As the milling time extends to 15h, the diffraction peaks of Al disappear completely. Unlike the Al0.75FeNiCrCo HEA, following 30h of milling, the diffraction peaks of Fe and Ni cannot be detected while the Cr is still faintly existent, suggesting that the alloying process has not been finished. After 45h of milling, a major BCC solid-solution phase with a minor FCC solid-solution phase are observed, in the mean time, there are no diffraction peaks corresponding to pure elements. Similarly, the XRD patterns of 50h milled powders were similar to that of 45h milled powders except peak broadening. The XRD diffractograms of Al0.75FeNiCrCoTi0.25HEA powders under different milling durations are shown in Fig. 1(c) . After 15h of milling, the additive element of Ti still can be observed in the XRD diffraction patterns. Except diffraction peaks of Ti, the alloying behavior of Al0.75FeNiCrCoTi0.25HEA is quite similar to that of Al0.75FeNiCrCo HEA. It is worth pointing out that when the solid-solution phases are completely formed during MA, the contents of FCC phases in Al0.75FeNiCr and Al0.75FeNiCrCoTi0.25are slightly lower in comparison with that of Al0.75FeNiCrCo.","['f0005', 'f0005']",[]
3.1,Results and discussion.Influence on alloying behavior,"As described above, Al dissolves most rapidly while Ti dissolves most slowly. In conclusion, the order of decreasing alloying rate for the pure elements in the investigate alloys are: Al→Co→Ni→Fe→Ti→Cr. Thus, compared to the Al0.75FeNiCrCo and Al0.75FeNiCrCoTi0.25alloys, the formation of completed solid-solution phases in the Al0.75FeNiCr alloys with a higher concentration of Cr takes a longer time. Alloying rate is dominated by melting point and by ductility when pure elements have similar melting points[38]. It can be explained as the following two factors: (a) an element with a lower melting point could show a higher intrinsic diffusion coefficient compared to that with higher melting point, (b) Co and Ni have very similar coefficients and their alloying rates are dominated by ductility, therefore the brittle Co with HCP structure dissolves a bit more rapidly than the ductile Ni with FCC structure[38]. Apparently, removing Co from the Al0.75FeNiCrCo HEA or adding Ti into the Al0.75FeNiCrCo HEA are both in favor of increasing the relative volume fraction ratio between BCC phase and FCC phase after MA, i.e., increasing the content of BCC phase and decreasing the content of FCC phase. During MA, Al, Fe, Cr and Ti tend to form BCC structured phases, whereas Co and Ni favors forming FCC structured phases[14,38–42]. It is obvious that with Co removal and with Ti addition would lead to concentrations of elements which are in favor of forming BCC structured phases. Hence, both removing Co and adding Ti result in increasing the relative volume fraction ratio between BCC phase and FCC phase. As the milling time increases, the occurrence of peak broadenings in the XRD patterns of these three investigated alloys are caused by the reduction in crystallite size and the increment in lattice strain[43–46]. After deducting the instrumental contribution, the crystal size and lattice strain of the BCC and FCC solid-solution phases for the investigated alloys with different milling times were calculated based on the XRD patterns using Viogt peak profile analyses. The calculated results are listed in Table 1 . It can be seen that crystallite size decreases while lattice strain increases as extending the milling time, confirming peak broadenings are attributed to the crystalline refinement and the increment in lattice strain[43–46].",[],['t0005']
3.2,"Results and discussion.Influence on microstructure, phase composition and evolution","After densification by SPS at 1273K, the relative density of bulk Al0.75FeNiCrCo, Al0.75FeNiCr and Al0.75FeNiCrCoTi0.25are 98.85%, 97.28% and 98.90%, respectively. Fig. 2 shows the XRD patterns of the bulk Al0.75FeNiCrCo, Al0.75FeNiCr and Al0.75FeNiCrCoTi0.25alloys after densification by SPS at 1273K. It indicates that the bulk Al0.75FeNiCrCo HEA consists of a primary FCC phase (∼79vol%) with a lattice parameter of ∼0.3592nm and a BCC phase (21vol%) with a lattice parameter of ∼0.2880nm. After removing Co from the Al0.75FeNiCrCo HEA, however, the bulk Al0.75FeNiCr alloy displays a main BCC phase (~60vol%) with a lattice parameter of ∼0.2867nm and an FCC phase (∼40vol%) with a lattice parameter of ∼0.3598nm. After adding Ti, the bulk Al0.75FeNiCrCoTi0.25alloy contains a primary FCC phase (∼77vol%) with a lattice parameter of ∼0.3603nm and a BCC phase (∼23vol%) a lattice parameter of ∼0.2870nm. As described inSection 3.1, the main phases of these alloys after MA are BCC phases with small volume fractions of FCC phases, suggesting that phase transformations took place during SPS. As we known, the MA process is a non-equilibrium route, which can facilitate the formation of metastable supersaturated solid solutions[14,39,47]. In the mean time, the enthalpy stored in nano-sized grain boundaries with significant volume fraction could be regarded as excess energy, which would lower down the driving force for phase transformation, thus phase transformations occurred readily during the SPS[47,48]. At a high temperature of 1273K, reordering can be resulted from the annihilation of defects which introduced into metastable phases that produced during the MA process. As a result, metastable phases produced after MA evolved into stable equilibrium phases after SPS. In conclusion, phase transformations occurred in these three as-milled powders after densification by SPS at 1273K.",['f0010'],[]
