Section Heading,Section Title,Paragraph,Figures,Tables
0,Abstract,"The present paper reports the microstructure, phase stability and mechanical properties of a new refractory MoNbHfZrTi high-entropy alloy. MoNbHfZrTi alloy consists of a disordered body-centered cubic (BCC) solid solution phase in as-cast and homogenized states. Homogenization treatment and DSC analysis indicate that there is no any phase transition below 1743K. At room temperature, the compressive yield strength for the alloy in as-cast and as-homogenized states reaches about 1719MPa and 1575MPa, respectively and the fracture mechanism is brittle quasi-cleavage fracture. At elevated temperatures, this alloy has compression yield strength of 825MPa at 1073K, 728MPa at 1173K, 635MPa at 1273K, 397MPa at 1373K and 187MPa at 1473K and some fine grains form at grain boundaries due to partial dynamic recrystallization.",[],[]
1,Introduction,"The demand for materials suitable for elevated temperature applications in the aircraft and aerospace industry beyond the realm of Ni-based superalloys has generated significant research interest in refractory metals and alloys[1]. Refractory metals and alloys have the characteristics of high melting point, high elevated-temperature strength, high creep resistance, good corrosion resistance, the plastic processing property and high application temperature up to 1373–3593K, that is much higher than that of most superalloys[2]. Most of the conventional refractory metals or alloys are based on one principal element and a small amount of other elements are added to improve the properties. In the past several years, new alloy systems named high-entropy alloys have been proposed and attracted much attention[3–5]. High-entropy alloys can possess simple phases and excellent properties such as high hardness, superior resistance to temper softening, good wear resistance, resistance to oxidation and corrosion due to the four characteristics of high mixing entropy, severe lattice distortion, sluggish diffusion and cocktail effects[6–8]. Since the introduction of the high-entropy alloys, the most commonly used elements are Al, Fe, Cu, Co, Ni, Cr, Ti, V and Mn[9–12]. Since 2010, refractory high-entropy alloys on refractory elements have been proposed to explore new alloys for elevated-temperature applications[13]. For example, Senkov et al. prepared near equiatomic-concentration WTaNbMo and WTaNbMoV alloys with single disordered BCC solid solution phase exhibited clearly superior mechanical properties such as high yield strength of 405MPa and 477MPa at 1600°C, compared with conventional superalloys[13,14]. Furthermore, TaNbHfZrTi alloy was prepared by substituting W and Mo for Ti and Zr for reducing the density. TaNbHfZrTi alloy exhibited significant increase of the compression strain (up to 40% compression strain at room temperature)[15]. Since then, more researchers began to explore and investigate other refractory high-entropy alloys[16–19]. A series of refractory high-entropy alloys were reported such as NbTiVTaAlx, Cr–Nb–Ti–V–Zr, NbCrMoTiAl0.5, NbCrMoVAl0.5, NbCrMoTiVAl0.5and NbCrMoTiVAl0.5Si0.3[17–25]. Most reported refractory high-entropy alloys are mainly composed of simple BCC solid solution phase. Much research indicates the design concept of refractory high-entropy alloys provides an effective method for developing the new elevated temperature alloys.",[],[]
1,Introduction,"Among the reported refractory high-entropy alloy, TaNbHfZrTi alloy has a single BCC phase. The density of Ta element is 16.65g/cm3and the density of Mo element is 10.28g/cm3. By replacing Ta in TaNbHfZrTi alloy with Mo, the density and cost of the new alloy MoNbHfZrTi are reduced. The phase, microstructure and mechanical properties at room temperature and elevated temperatures of MoNbHfZrTi alloy are investigated and discussed. This new alloy also forms a single BCC phase and shows improved compressive strength relative to TaNbHfZrTi alloy.",[],[]
2,Experimental procedures,"Alloy ingots of MoNbHfZrTi with equiatomic concentration were prepared by arc melting in a water-cooled copper crucible in high-purity argon atmosphere. All elements have the purity higher than 99.6% weight percent. All ingots were melted for five times to improve homogeneity. The ingots are about 35mm of diameter and 15mm of height. All samples tested and analyzed are cut from the middle part of the ingots. The as-cast samples were sealed in a vacuum quartz tube and were homogenized at 1373K for 10h, subsequently furnace-cooled to room temperature. The crystal structure was investigated using a D/max-rB X-ray diffractometer with Cu Kα diffraction generated at 45kV and 40mA with the scanning angles ranging from 20° to 100° at a scanning rate of 5°/min. The experimental compositions were analyzed on the non-etched surface by the scanning electron microscope (SEM) energy dispersive spectroscopy (EDS). To observe the microstructure, the sample was etched using the hydrofluoric acid, nitric acid and distilled water (HF:HNO3:H2O=1:1:8). After etching, the microstructure and chemical compositions were analyzed by SEM and EDS. The room temperature compressive properties were evaluated using an Instron 5569 testing machine in air. The elevated temperature compressive properties were evaluated using the dynamic thermal simulation testing machine (Gleeble-1500D) and the furnace chamber was evacuated to 10−3torr before each test. The strain rate is 1×10−3s−1. The test specimens are in the shape of a cylinder (φ4mm×6mm). The microstructure and fracture surface were investigated by the scanning electron micrograph (SEM) and the electron back-scatter diffraction (EBSD). The thermal analysis was carried out to verify the stability of the phase. The thermal analysis was carried out in SETSYS EVOLUTION 16/18 differential scanning calorimeter (DSC) at a heating rate of 10K/min under flowing high purity argon atmosphere.",[],[]
3.1,Results.Crystal structure,"X-ray diffraction patterns of as-cast and as-homogenized states for MoNbHfZrTi alloy are shown in Fig. 1 . Only one BCC phase with the lattice parameter of 338.1pm is identified for MoNbHfZrTi alloy in the as-cast state. After homogenization at 1373K for 10h, MoNbHfZrTi alloy is still composed of the single BCC phase with the lattice parameter of 337.1pm. In both as-cast and as-homogenized states, no superlattice diffraction peaks as an evidence of crystal ordering or other peaks are observed. According to the JCPDS cards (65-7192), the multiple peaks match well with the BCC ZrTiNb with the lattice parameter of 336.0pm. So the crystal structure of as-cast MoNbHfZrTi alloy is the same as that of the BCC ZrTiNb phase.",['f0005'],[]
3.1,Results.Crystal structure,"To further confirm the phase structural stability of the disordered BCC phase in the MoNbHfZrTi alloy, DSC analysis is carried out as shown in Fig. 2 . There are no any endothermic peaks or exothermic peaks on the heating curve or the cooling curve, which indicates that there is no any phase transition from 296K to 1743K.",['f0010'],[]
3.2,Results.Microstructure and chemical compositions,"The microstructure of MoNbHfZrTi alloy in the as-cast and as-homogenized states is shown in Fig. 3 . Before etching, MoNbHfZrTi alloy in the as-cast state presents no obvious feature from the SEM back-scattered images as shown in Fig. 3(a) . The EDS analysis shows that the overall experimental compositions are very similar to the nominal compositions as shown in Table 1 . And the chemical distribution is very homogeneous which can be verified from the EDS maps as shown in Fig. 4 . After etching, the typical dendrite and interdendrite structure is observed. The interdendrites are corroded and some fine white particles are observed in the interdendrites. The white particles have the average size of 0.5–1μm. After etching, the dendrites are enriched with Hf and the compositions of the white particles in the interdendrites are very close to that of the dendrites. The compositions of the interdendrites can be deduced from the overall composition and compositions of the dendrites and white particles. The interdendrites are enriched with Ti. After homogenization at 1373K for 10h, the MoNbHfZrTi alloy also presents no any obvious feature before etching as shown in Fig. 3(c) . After etching, the MoNbHfZrTi alloy shows the polycrystalline structure.","['f0015', 'f0015', 'f0020', 'f0015']",['t0005']
3.3,Results.Compressive properties,"The compressive curves of the MoNbHfZrTi alloy at different temperatures are shown in Fig. 5 . The compressive properties such as maximum strength,σp, yield strength,σ0.2, and fracture strain,δ, are given in Table 2 . The yield strength of MoNbHfZrTi alloy in as-cast state is 1719MPa at room temperature while homogenization treatment leads to the decrease of the strength to 1575MPa. At elevated temperatures, the alloy reaches the maximum strength at the initial stage of deformation, and strain softening occurs in the next deformation.",['f0025'],['t0010']
3.3,Results.Compressive properties," Fig. 6 shows the microstructure of the MoNbHfZrTi alloy after compressive deformation at different temperatures. At room temperature, the fracture surface exhibits apparently cleavage steps, river patterns and tongue patterns. After compression at 1073K, MoNbHfZrTi alloy exhibits the polycrystalline structure. And the grains are elongated in the directions of plastic flow, which are inclined by 90° to the compression direction as shown in Fig. 6(c) . After compression at 1173K, the alloy also exhibits the polycrystalline structure and some dark fine particles or grains form at grain boundaries as shown in Fig. 6(d) . With the increase of the compressive temperature, the polycrystalline grains become more elongated and grow larger. Fig. 7 shows the XRD pattern of this alloy after deformation at 1273K. MoNbHfZrTi alloy still remains the single BCC phase with the lattice parameter of 337.5pm. It can be deduced that the dark fine particles or grains at grain boundaries are not new phase and they may be fine dynamic recrystallized grains.","['f0030', 'f0030', 'f0030', 'f0035']",[]
4.1,Discussion.Phase formation,"The strictly definition of high-entropy alloys is those alloys with a disordered solid solution phase containing multiprincipal elements in an equiatomic or a near-equiatomic concentration, whose configurational entropy is tremendously high[6]. MoNbHfZrTi alloy with the single BCC disordered solid solution phase meets well with the definition of the high-entropy alloy. Thus this alloy is one of high-entropy alloys deserved to study. While according to the much research on the high-entropy alloys, the high configurational entropy is not the only factor for the formation of the solid solution phases[26,27]. Both the physical and chemical characteristics of the components and their interactions such as the mixing enthalpy are also the dominant factors for the formation phases. For MoNbHfZrTi alloy, all five elements in this alloy have a BCC crystal structure and mutual solubility except Mo–Hf and Mo–Zr binary systems at elevated temperatures. The binary atomic radius difference of these 5 elements is less than 15% and they have similar valence and electronegativity except for Mo. (The characteristics of five components are listed inTables 3and4.) According to the Hume-Rothery rules, the MoNbHfZrTi alloy does not completely meet the constraints of forming a disordered solid solution phase. And it has also been found that the constraints set by Hume-Rothery rules seem to be probably relaxed for some high-entropy alloys. Therefore, researchers have proposed some other parameters to predict the phase formation.",[],"['t0015', 't0020']"
