Section Heading,Section Title,Paragraph,Figures,Tables
0,Abstract,"A novel equiatomic Co20Ni20Fe20Al20Ti20 (at%) alloy was designed and synthesized to study the effect of high atomic concentrations of Al and Ti elements on the microstructure, phase composition and mechanical behavior of high-entropy alloys (HEAs) fabricated by mechanical alloying (MA) and spark plasma sintering (SPS). Following the MA process, the Co20Ni20Fe20Al20Ti20 alloy was composed of a primary body-centered cubic (BCC) supersaturated solid solution and a face-centered cubic (FCC) supersaturated solid solution. However, following SPS, a primary FCC solid-solution phase, a BCC solid-solution phase and a trace amount of Al3Ti intermetallics were observed. Transmission electron microscopy (TEM) results confirmed the presence of the FCC solid-solution phase, the BCC (B2-type) solid-solution phase and Al3Ti intermetallics in the bulk alloy. The FCC and B2-type phases are ultrafine-grained, and Al3Ti intermetallics is nano/ultrafine-grained. Our results suggest that consideration of a single existing empirical design criterion is inadequate to explain phase formation in the Co20Ni20Fe20Al20Ti20 alloy. Solid-solution strengthening, grain-boundary strengthening, twin-boundary strengthening, the presence of the strong B2-type BCC phase, and precipitate strengthening due to the presence of a trace amount of Al3Ti are responsible for the ultra-high compressive strength of ~2988MPa and hardness of ~704Hv. The strain-to-failure of ~5.8% with visible ductility is dominated by the FCC solid-solution phase.",[],[]
1,Introduction,"Traditional alloy systems are based on one or two principal metallic element with small concentrations of additional elements added to tailor microstructures and properties, which inherently limits the number of alloy systems achievable due to the limited number of metallic elements in the periodic table. More recently, a novel alloy design strategy involving the concept of multiple principal elements with equal or nearly equal molar fractions of component elements, has been proposed and the resulting materials have been termed high-entropy alloys (HEAs)[1]. Each constituent element with a concentration between 5 and 35at% is considered as a principal element, and the presence of five or more principal elements results in the fact that “solvent” or “solute” atoms are not distinct[1]. A high entropy decreases the Gibbs free energy of mixing,ΔGmix, in HEA systems especially at elevated temperatures based on the equationΔGmix=ΔHmix−TΔSmix[1–3]. As a result, unexpectedly stable body- or/and face-centered cubic (BCC or/and FCC) or even hexagonal close-packed (HCP) solid-solutions are formed[1,3,4].",[],[]
1,Introduction,"HEAs can attain expectedly high solid-solution strengthening derived from the multiple-principal elements which create strong lattice distortion and therefore high strength and hardness are achievable in this novel class of alloys[1,3]. Elements possessing larger atomic radii compared to other component elements, such as Al and Ti, are usually introduced into HEA systems as a strategy to increase the effect of solid-solution strengthening[5–9]. However, Al and Ti have good affinity with a variety of elements that are usually used in HEA systems, and accordingly high atomic concentrations of them results in intermetallics and/or other complex phases, further downgrading ductility and comprehensive mechanical properties[8–10]. Inspection of the literature reveals that few investigations have focused on the HEA systems exhibiting high atomic concentrations of Al and Ti. However, introducing a small amount of intermetallics into metals or alloys would facilitate a reasonable reinforced strength[11,12]. Additionally, previous studies have shown that equiatomic FCC structured CoNiFe alloy has good ductility[13,14]. Hence, on the basis of the arguments described above, we designed a novel equiatomic Co20Ni20Fe20Al20Ti20(CoNiFeAlTi) alloy, to involve a slightly higher concentrations of both Al and Ti into the equiatomic CoNiFe alloy, with the aim of obtaining high solid-solution strengthening and a small amount of intermetallic phases.",[],[]
1,Introduction,"Inspection of the available literature reveals that casting and mechanical alloying (MA) followed by sintering are the two most common processing routes for bulk HEAs[3,15]. The Refs.[15,16]show that typical defects of casting processes, such as phase segregation and inhomogeneous microstructures, result in degradation of the mechanical properties of HEAs. The combination of MA and sintering exhibit better homogeneity of microstructure compared to that of casting and can avoid the potential segregation and inhomogeneous microstructures in HEAs[17,18]. Furthermore, spark plasma sintering (SPS) can consolidate powders within short sintering time, thereby achieving ultra-fine or even nanocrystalline grain sizes in the bulk alloys after consolidation[19,20].",[],[]
1,Introduction,"Thus, in view of the above discussion, we designed a novel Co20Ni20Fe20Al20Ti20alloy in this study to provide insight into the effect of high atomic concentrations of Al and Ti elements on the alloying behavior, phase composition and evolution, microstructure and mechanical properties of HEAs. The Co20Ni20Fe20Al20Ti20alloy was fabricatedviamechanical alloying followed by spark plasma sintering.",[],[]
2,Experimental procedures,"The Co20Ni20Fe20Al20Ti20alloy powders were processed by mechanical alloying of elemental powders of Co, Ni, Fe, Al and Ti with particle sizes of ≤45µm (−325 mesh) in a high-energy planetary ball mill using the following procedure. First, elemental powders of greater than 99.7wt% purity were placed in stainless steel vials with tungsten carbide balls, without a process control agent (PCA). A ball-to-powder weight ratio of 10:1 and a high-purity argon atmosphere were applied during the whole MA process. Then, the powders were subjected to 4h wet milling with high-purity ethanol as a PCA, followed after by 45h of dry milling at 300rpm. Before analysis and sintering, the ethanol was removed by drying via evaporation in a vacuum oven for a minimum of 24h. Bulk samples were prepared by SPS of the dried Co20Ni20Fe20Al20Ti20alloy powders followed by passing through a 75mm sieve, using a Dr. Sinter 825 apparatus (Sumitomo Coal Mining Co. Ltd., Japan). SPS was conducted at 1273K for 8min with a heating rate of ~90Kmin−1. During the entire SPS process, a constant pressure of 30MPa was applied while maintaining a vacuum pressure <8Pa. Specimens used for the subsequent testing were sectioned from the sintered bulk samples by electrical discharge machining.",[],[]
2,Experimental procedures,"X-ray diffraction (XRD) studies of the powders and bulk samples were performed on a Bruker D8 ADVANCE X-ray diffractometer with a Cu Kα radiation. A NETZSCH STA 449C differential scanning calorimeter (DSC) was used to perform the thermal analysis under a high purity Ar atmosphere, by performing from room temperature to 1323K with a heating rate of 10Kmin−1. Phase composition of each bulk sample and their detailed chemical compositions were carried out by a transmission electron microscope (TEM) with selected area electron diffraction (SAED), performed on a JEOL JEM-2100 (Tokyo, Japan) operated at 200KV with an energy dispersive spectrometer (EDS). Specimens for TEM observations were prepared by mechanical thinning followed by ion milling at ambient temperature. Uniaxial compression tests of cylindrical specimens with the dimensions ofØ3mm×4.5mm were performed at ambient temperature in an Instron 5500 testing system at an engineering strain rate of 1×10−3s−1. Three nominally identical specimens of each sample were compressed to obtain average value. Vickers hardness of bulk samples were measured at minimum of 10 measurements for each specimen with a HVS-1000 digital micro-hardness tester with a load of 2942mN.",[],[]
3.1,Results and discussion.Alloying behavior,"The X-ray diffraction (XRD) patterns of the mechanically alloyed (MA'ed) powders of the Co20Ni20Fe20Al20Ti20alloy with different milling times are presented in Fig. 1(a) . Peaks corresponding to elemental Co, Ni, Fe, Al and Ti are evident in the XRD pattern before milling. After 6h of milling, diffraction peaks associated with most component elements exhibit dramatic decreases in intensity. As milling time increases to 15h, diffraction peaks corresponding to Ni, Fe, and Ti are still observed, whereas those corresponding to Al and Co are absent, indicating that Al and Co have been dissolved. After 30h of milling, no elemental components can be identified, and peaks corresponding to both BCC and FCC solid-solution phases are evident, with the BCC phase being the main phase. The alloying rates of the component elements are inversely correlated with their melting points and ductility. It ascribes an element having a lower melting point exhibiting a higher intrinsic diffusion coefficient in comparison with that having a higher melting point[17,21]. On the other hand, a brittle element could be crushed more easily than a ductile element when they have similar melting points, therefore resulting in acceleration of alloying rate[21]. Accordingly the anticipated alloying rates in the equiatomic Co20Ni20Fe20Al20Ti20alloy is: Al→Co→Ni→Fe→Ti, which is consistent with the observations in previous studies[17,21]. Further milling after 30h was performed to ensure complete formation of a solid-solution and to refine its grain size. Moreover, 4h of wet milling was carried out after 45h of dry milling to achieve smaller sizes of powder particles, which facilitate the subsequent sintering of the powders. The XRD patterns of the 45h and 49h milled powders are similar to that of the 30h powders, however, peaks are broadened, attributable to grain refinement and an increment in lattice strain[17]. Fig. 1(b)  displays the pattern of a slow san of the 49h milled powders in the range of 2θ=40–48°, and the fitting result verifies that the asymmetrically overlapped peak contains two peaks corresponding to a main BCC solid-solution phase and an FCC solid-solution phase, respectively.","['f0005', 'f0005']",[]
3.2,"Results and discussion.Microstructure, phase composition and evolution","The XRD pattern of the bulk alloy after SPS is presented in Fig. 2(a)  with that of the 49h milled powders for comparison. The bulk alloy consists of a primary FCC solid-solution phase, a BCC solid-solution phase and a trace amount of Al3Ti intermetallic phase. In contrast, the primary phase is the BCC solid-solution phase and there is no Al3Ti intermetallic phase in the 49h milled powders. These observations reveal phase transformation during SPS. A differential scanning calorimetry (DSC) curve of the 49h milled powders in a temperature range of room temperature to 1323K is shown in Fig. 2(b) . Two endothermic peaks at ~724.85K and ~1062.75K are visible, suggesting that phase transformations may occur at these two temperatures. Based on the endothermic peaks in Fig. 2(a)  and (b), it is postulated that the energy absorption at ~724.85K is attributable to the phase formation of Al3Ti, and that at ~1062.75K corresponds to a phase evolution that results in the change in volume fractions of the FCC and BCC phases. Because of the solubility extension generated during the non-equilibrium MA process[22], supersaturated solid-solutions are formed in the milled powders, which consist of a primary BCC phase and an FCC phase. These metastable supersaturated solid-solution phases transform to equilibrium phases during sintering or heating, leading to the above-mentioned phase evolution. The excessive amount of energy stored in the milled powders in the form of grain boundaries with significant volume fraction and dislocations with high density may reduce the activation energy for phase evolution and accordingly facilitate its occurrence during sintering or heating[17,22].","['f0010', 'f0010', 'f0010']",[]
3.2,"Results and discussion.Microstructure, phase composition and evolution"," Fig. 3(a)  shows a bright-field transmission electron microscope (TEM) image of the bulk Co20Ni20Fe20Al20Ti20HEA after SPS at 1273K for 8min. The selected-area electron diffraction (SAED) pattern of grain A is presented in Fig. 3(b) , corresponding to that of an FCC structure along [011] zone axis. Similarly, the SAED pattern of grain B is displayed in Fig. 3(c) , corresponding to that of an ordered BCC structure (B2-type structure) along [001] zone axis. In addition, the arrows in Fig. 3(a)  indicate Al3Ti intermetallics, which are also confirmed by chemical composition analysis using EDS/TEM as listed in Table 1 , i.e., ~71.03±1.38 (Al), 23.13±1.27 (Ti), 2.30±0.72 (Fe), 2.24±0.66 (Co) and 1.30±0.57 (Ni) at%. As shown in Table 1 , the chemical composition of the FCC phase obtained by EDS/TEM is ~5.39±0.61 (Al), 8.92±0.73 (Ti), 31.69±0.90 (Fe), 26.85±0.34 (Ni) and 27.15±1.41 (Co) at%. In contrast, the chemical composition of the B2-type BCC phase is ~19.98±0.27 (Al), 17.37±2.56 (Ti), 12.31±3.22 (Fe), 25.71±0.42 (Ni) and 24.63±0.62 (Co) at%. That is, the FCC phase is a Ni–Co–Fe-based solid-solution with some Al and Ti present, whereas the B2-type BCC phase is a Ni–Co–Al–Ti-based solid-solution with some Fe present. This result is consistent with previous reports that higher Al and Ti contents are favorable to formation of BCC phases, and lower Al and Ti contents benefit formation of FCC phases in HEAs[3,15]. In addition, ordered BCC phases, i.e., B2-type BCC phases, are observed in many Al- and Ti-containing HEAs because of Al and Ti displaying strong bonding with 3d transition metals, such as Cr, Fe, Ni, Co, etc.[6,8,15]. It is obvious that the FCC and B2-type BCC phases are ultra-fine in grain size, and Al3Ti intermetallic phase is nanocrystalline or ultra-fine in grain size.","['f0015', 'f0015', 'f0015', 'f0015']","['t0005', 't0005']"
