Section Heading,Section Title,Paragraph,Figures,Tables
0,Abstract,"A series of Fe40Mn28Ni32−xCrx (x=4, 12, 18, 24 (at.%)) multicomponent alloys was prepared by vacuum arc melting. The Fe40Mn28Ni28Cr4, Fe40Mn28Ni20Cr12 and Fe40Mn28Ni14Cr18 alloys were ductile single phase fcc solid solutions. The Fe40Mn28Ni8Cr24 alloy had intermetallic sigma phase matrix and was extremely brittle after homogenization. The tensile properties of the Fe40Mn28Ni28Cr4, Fe40Mn28Ni20Cr12 and Fe40Mn28Ni14Cr18 solid solution alloys were examined in recrystallized condition with average grain size of ~10μm. The yield strength increased from 210MPa of the Fe40Mn28Ni28Cr4 alloy to 310MPa of the Fe40Mn28Ni14Cr18 alloy. The elongation to fracture of the alloys decreased from 71% to 54%, respectively. Solid solution strengthening by the constitutive elements of the alloys was calculated using Labush approach. Strong solid solution strengthening by Cr was predicted. Gypen and Deruyttere approach was used to estimate solid solution strengthening of the Fe40Mn28Ni32−xCrx alloys. Good correlation between predicted solid solution strengthening and the experimental yield strength values was found.",[],[]
1,Introduction,"The high entropy alloys (HEAs)[1]are multicomponent alloys composed of at least 5 principle elements with nearly equiatomic concentrations from 5 to 35at.% according to original definition[2]. The HEAs concept has been developed recently with intent on stabilization of complexly concentrated random solid solution phases by high mixing entropy. Later it was revealed that many of HEAs can have complex multiphase structure and mixing entropy is not the principal factor governing phase formation in HEAs[3–5]. However, some of the equiatomic HEAs have been proved to have either fcc or bcc solid solution single phase structures. The single fcc phase CoCrFeNiMn alloy[6]has remarkable mechanical properties: good ductility at room and cryogenic temperatures[7]and exceptional fracture toughness at cryogenic temperature[8]. Similarity of mechanical behavior of the CoCrFeNiMn alloy with high-Mn austenitic TWIP steels was pointed out[9]. Potential application of the alloy as energy-absorbing material was suggested[9]. But the CoCrFeNiMn alloy has rather low yield strength in recrystallized condition[7]. The decrease of grain size[7]or cold working[10]can promote significant hardening, but at a cost of (drastic in case of cold working) reduce of ductility[7,10].",[],[]
1,Introduction,"Strength of the Co–Cr–Fe–Ni–Mn system alloys can be possibly increased by optimizing chemical composition. Complexly concentrated solid solutions are expected to benefit from strong solid-solution strengthening (SSS) caused by massive alloying[1]. Increased concentration of elements having strong SSS effect, i.e., development of non-equiatomic HEAs[11–13], can have positive effect on mechanical performance of the alloys. However, only limited effects have been made so far to qualify SSS effect in HEAs[14–16]. This limits the possibilities of tailoring composition of the alloys to maximize SSS effect. Analysis of mechanical properties of the various ternary and quaternary equiatomic alloys in the Co–Cr–Fe–Ni–Mn system suggests that Cr has the strongest strengthening effect among the constitutive elements of the alloys[17]. Therefore, in current study, we have examined mechanical properties of the Fe40Mn28Ni32−xCrx(x=4, 12, 18, 24 (at.%)) alloys with different Cr and Ni contents. The number and concentrations of the constitutive elements in the Fe40Mn28Ni32−xCrxalloys don't fit the HEAs definition, but the alloys are not based on single principal element and therefore are defined as multicomponent alloys. Co was excluded due to its high cost and potentially unfavorable effect on radiation damage performance[18]. Two main aims were pursued: (i) to experimentally establish possibility of controlling mechanical properties of single phase multicomponent alloys by appropriate alloying, (ii) to evaluate possibility of predicting SSS effect in multicomponent alloys.",[],[]
2,Methods,"In this study, a series of Fe40Mn28Ni32−xCrx(x=4, 12, 18, 24 (at.%)) alloys was studied. All the compositions given in the text are also in at.%. The alloys were produced by vacuum arc melting of the high-purity (at least 99.9%) constitutive elements. The produced ingots had dimensions of ≈8×12×40mm3. Each ingot was remelted at least 5 times to ensure chemical homogeneity. The produced ingots were homogenized at 1000°C for 24h in vacuum. SEM-EDX analysis showed that actual chemical composition of the alloys corresponded to nominal ones (Table 1). After homogenization, the alloys were cold rolled with ≈80% height reduction. However, the Fe40Mn28Ni8Cr24alloy was found to be extremely brittle and fractured at the initial stages of rolling. Therefore the Fe40Mn28Ni8Cr24alloy was excluded from further processing. The Fe40Mn28Ni28Cr4, Fe40Mn28Ni20Cr12and Fe40Mn28Ni14Cr18alloys were successfully rolled without any noticeable cracking. The cold rolled alloys were further annealed at 850°C for 30min to produce recrystallized structure.",[],['t0005']
2,Methods,"Microstructure and phase composition of the Fe40Mn28Ni32−xCrx(x=4, 12, 18, 24 (at.%)) alloys were studied using X-ray diffraction (XRD) and scanning electron microscopy (SEM) techniques. The XRD analysis was performed using RIGAKU diffractometer and Cu Kα radiation. Samples for SEM observations were prepared by careful mechanical polishing. SEM investigations were performed utilizing Quanta 200 3D microscope equipped with back-scattered electron (BSE) and energy-dispersive (EDS) detectors.",[],[]
2,Methods,"Vickers microhardness of the homogenized Fe40Mn28Ni32−xCrx(x=4, 12, 18, 24 (at.%)) alloys was measured using a 250g load applied for 15s. 20 measurements were made for each alloy. Dog-bone specimens with gauge dimensions of 1.5×3×5mm3for tensile testing were cut using electric discharge machine from the as-annealed Fe40Mn28Ni28Cr4, Fe40Mn28Ni20Cr12and Fe40Mn28Ni14Cr18alloys. Prior to testing, specimens were carefully mechanically polished. Testing to fracture was performed at constant crosshead speed of 1mm/min in an Instron 5882 test machine. Elongation to fracture was determined by measurements of spacing between marks designating the gauge length before and after the test.",[],[]
3,Results,"Figs. 1 and 2demonstrate respectively XRD patterns and SEM-BSE images of the Fe40Mn28Ni32−xCrx(x=4, 12, 18, 24) alloys. The results of the local EDX chemical analysis of the alloys are shown inTable 1. The XRD patterns of the Fe40Mn28Ni28Cr4, Fe40Mn28Ni20Cr12and Fe40Mn28Ni14Cr18alloys after rolling and subsequent annealing (Fig. 1) demonstrate the presence of diffraction peaks from single fcc phase. The lattice parameter of fcc phase is not affected significantly by Cr and Ni content and is of 3.611–3.612nm. The SEM images of the microstructure of the Fe40Mn28Ni28Cr4, Fe40Mn28Ni20Cr12and Fe40Mn28Ni14Cr18alloys (Fig. 2a–c) confirm single phase structure of the alloys. The average size of recrystallized grains is 12.9±3.2μm, 8.9±2.2μm and 8.1±2.5μm respectively in the Fe40Mn28Ni28Cr4, Fe40Mn28Ni20Cr12and Fe40Mn28Ni14Cr18alloys. Numerous annealing twins are found inside the grains. The chemical composition of the grains is identical to the composition of the corresponding alloy.","['f0010', 'f0015', 'f0010', 'f0015']",['t0005']
3,Results,"The XRD pattern of the homogenized Fe40Mn28Ni8Cr24alloy (Fig. 1) reveals the presence of two phases — tetragonal sigma phase and fcc phase. The lattice parameters of the tetragonal sigma phase are а=8.809nm and c=4.582nm. The lattice parameter of the fcc phase is 3.615nm. The SEM-BSE image of the Fe40Mn28Ni8Cr24alloy (Fig. 2d) confirms that the alloy has two-phase structure: inside matrix phase slightly elongated second phase particles appear. The volume fraction of the particles can be roughly estimated as of 45%. Local chemical analysis (Table 1) demonstrates that the matrix (point 1,Fig. 2d) is enriched with chromium (32.0%), whereas the particles (point 2,Fig. 2d) contain only 17.8% of Cr.","['f0010', 'f0015', 'f0015', 'f0015']",['t0005']
3,Results,"Microhardness measurements (Table 2) demonstrate that the Fe40Mn28Ni8Cr24alloy is ≈3.5 times harder than other alloys after homogenization annealing — its microhardness is 410HV, whereas the microhardness of the Fe40Mn28Ni32−xCrx(x=4, 12, 18) alloys is 111–126HV. The microhardness of latter alloys also shows some dependence on Cr concentration — it increases from 111HV of the Fe40Mn28Ni28Cr4alloy to 126HV of the Fe40Mn28Ni14Cr18alloy.",[],['t0010']
3,Results,"The stress–strain curves obtained during tensile testing of the cold-rolled and annealed Fe40Mn28Ni32−xCrx(x=4, 12, 18) alloys are shown inFig. 3. The resulting mechanical properties, namely, yield strength (σ0.2), ultimate tensile strength (σUTS) elongation to fracture (δf) and uniform elongations (δu) are summarized inTable 3. The mechanical behavior of the tested alloys is similar: they demonstrate relatively low yield strength, but after yielding exhibit prolonged strain hardening stage which promotes high ductility. Chemical composition of the Fe40Mn28Ni32−xCrx(x=4, 12, 18) alloys has pronounced effect on their mechanical characteristics. For example, yield strength increases when Cr content increases: from 210MPa of the Fe40Mn28Ni28Cr4alloy to 310MPa of the Fe40Mn28Ni14Cr18alloy. In contrast, ductility is lower in alloys with higher Cr concentration. For example, the elongation to fracture and uniform elongation of the Fe40Mn28Ni28Cr4alloy are 71% and 52% respectively, whereas corresponding values for the Fe40Mn28Ni14Cr18alloy are 54% and 37%. The ultimate tensile strength of the alloys shows non-monotonic dependence on Cr content: the strength of the Fe40Mn28Ni28Cr4alloy is 565MPa, while the strength of the Fe40Mn28Ni20Cr12alloy is slightly lower — 545MPa. But σUTSof the Fe40Mn28Ni14Cr18alloy is substantially higher — 605MPa.",['f0020'],['t0015']
