Section Heading,Section Title,Paragraph,Figures,Tables
0,Abstract,"A new refractory alloy, Ta20Nb20Hf20Zr20Ti20, produced by vacuum arc-melting followed by hot isostatic pressing (HIPing) at T                     =1473K and P                     =207MPa for 3h has predominantly a single-phase body-centered cubic (BCC) structure with the lattice parameter a                     =340.4pm. The alloy density and Vickers microhardness are ρ                     =9.94g/cm3 and H                     v                     =3826MPa. The alloy has high compression yield strength (σ                     0.2                     =929MPa) and ductility (ɛ                     >50%). The alloy shows considerable strain hardening and homogeneous deformation. A simple model of solid-solution strengthening is proposed to explain the behavior.",[],[]
1,Introduction,"Metallic alloys with superior mechanical and functional properties remain in high demand for the aerospace industry. A new strategy for achieving stable, multi-component, high-temperature alloys has recently been proposed[1–3]. In these so-called high entropy alloys (HEAs) the configurational entropy of a multi-component solid solution phase is maximized so that the entropy of mixing stabilizes disordered solid solution phases relative to possible intermetallic phases. In order to achieve high entropy of mixing, the alloy must have typically five or more major elements of roughly equi-molar concentrations. This concept has shown merit with the production of several experimental alloy compositions with face center cubic (FCC) and/or body center cubic (BCC) crystal structures and favorable combinations of strength and ductility[1,4–11]. Almost all HEAs for which mechanical properties have been reported are based on a CoCrFeNi composition to which additional elements such as Al[1,2,4,12–14], Cu[1,2,6], Si[15], Mn[4], Mo[11], and/or Ti[5,6,8]have been added. These HEAs exhibit very high room temperature compression strength, often exceeding 1500MPa. The room temperature compression strain of these alloys in cast condition generally does not exceed 5–7%; however, few HEAs show compression strains as high as 25–33%[5–9,16]. Annealing has been found to improve ductility of cast HEAs[9,16]. Similar to conventional alloys, a rapid decrease in strength of HEAs occurs at temperatures above ∼0.6Tm, whereTmis the melting temperature, and atT=1273K the strength of CoCrFeNi-based HEAs approaches ∼100MPa[1,17].",[],[]
1,Introduction,"Two refractory HEAs, Ta25Nb25W25Mo25and Ta20Nb20W20Mo20V20, with considerably increasedTmand thus improved high-temperature strength values, have been reported recently[18,19]. These alloys have a single-phase BCC structure and high Vickers hardness of 4.5GPa and 5.3GPa, respectively, and they produced a very high yield strength (σ0.2) in the temperature range from 296K to 1873K. For example,σ0.2of 405MPa and 477MPa at 1873K were reported for the Ta25Nb25W25Mo25and Ta20Nb20W20Mo20V20alloys, respectively. Unfortunately, these refractory alloys have a high density and exhibited low ductility at room temperature (RT). Moreover, presence of V accelerated oxidation of the Ta20Nb20W20Mo20V20alloy at high temperatures[20]. In this paper, we report results on development and characterization of a new refractory HEA, Ta20Nb20Hf20Zr20Ti20with an estimatedTm=2522K. Replacement of heavier W, Mo and V with lighter elements such as Hf, Zr and Ti was found to considerably decrease the alloy density and improve RT ductility.",[],[]
2,Experimental procedures,"The Ta–Nb–Hf–Zr–Ti alloy was prepared by vacuum arc melting of the equimolar mixtures of the corresponding elements. Ti, Zr and Hf were in the form of 3.2mm diameter slugs with a purity of 99.98%, 99.95% and 99.9%, respectively. Niobium and tantalum were in the form of 1.0 and 2.0mm wires, and their purities were 99.95% and 99.9%, respectively. Arc melting of the alloy was conducted on a water-cooled copper plate. To achieve homogeneous distribution of elements in the alloy, it was re-melted three times, was flipped for each melt, and was in a liquid state for about 5min during each melting event. The prepared button was about 8mm thick and had shiny surfaces. The actual alloy composition is given in Table 1 . To close porosity presented in the as-solidified sample, it was hot isostatically pressed (HIP) at 1473K, 207MPa for 3h. Prior to HIPing, the sample was wrapped with a 0.1mm thick Ta foil, placed in a low carbon 1010 steel container with the wall thickness of 0.89mm, and the container was vacuum sealed.",[],['tbl0005']
2,Experimental procedures,"The crystal structure was identified with the use of a Rigaku X-ray diffractometer, Cu Kα radiation, and the 2θrange of 5–140°. The density of the alloy was measured with an AccuPyc 1330 V1.03 pycnometer. Vickers microhardness was measured on polished cross-section surfaces using a 136° Vickers diamond pyramid under 0.5kg load applied for 30s. The microstructure was analyzed with the use of a scanning electron microscope (SEM) equipped with the backscatter electron (BSE) detector.",[],[]
2,Experimental procedures,"Cylindrical specimens for compression testing were 3.7mm in diameter and ∼5.6mm in height. The specimen axis was perpendicular to the button surface, which was in contact with the copper plate during arc melting. Compression tests to a 50% height reduction were conducted at RT using a computer-controlled Instron (Instron, Norwood, MA) mechanical testing machine outfitted with silicon carbide dies. A thin Teflon foil was used between the compression faces and silicon carbide dies to reduce friction. The deformation of the samples was video-recorded and the strain measured using optical techniques. A constant ramp speed of 0.0056mm/s was applied to the samples, which corresponds to an initial strain rate of 0.001s−1.",[],[]
3,Results," Fig. 1 shows the X-ray diffraction pattern of the cast and HIP’d alloy. All seven major diffraction peaks on this X-ray pattern have been identified as belonging to a body centered cubic (BCC) phase. The indexes of the crystal planes corresponding to the X-ray diffraction peaks are indicated in Fig. 1 . The lattice parameter of the BCC phase was determined to bea=340.4±0.1pm, both in the as-cast and HIP conditions. A small peak at 2θ=24.9° indicates the presence of a minor, likely hexagonal, phase. The density of the alloy after HIPing was determined to beρ1=9.94±0.01g/cm3. Vickers microhardnessHvof the alloy was measured in sixteen randomly selected locations and the average value was 3826MPa. The scatter around the average microhardness value was ΔHv=±80MPa.","['fig0005', 'fig0005']",[]
3,Results,"The RT engineering stress,σ, vs. engineering strain,ɛcurve of the Ta20Nb20Hf20Zr20Ti20alloy obtained during compression testing is given in Fig. 2 . The yield strength,σ0.2, was 929±15MPa. After yielding, the alloy showed continuous strengthening at a nearly constant rate,γ=dσ/dɛ=3360MPa. The alloy was deformed to 50% compression strain without any evidence of fracture. The deformation curves of Ta20Nb20W20Mo20V20and Ta25Nb25W25Mo25alloys[19], which haveσ0.2=1246MPa and 1058MPa, respectively, but much lower ductility, are also shown in Fig. 2 for comparison. Due to high strain hardening, preliminary 10% compression strain of the new Ta20Nb20Hf20Zr20Ti20alloy would allow achieving the yield strength of 1330MPa and still retain good ductility, thus providing the mechanical properties that are much superior to the previously reported refractory HEAs.","['fig0010', 'fig0010']",[]
3,Results,"The microstructure of the HIP’d Ta20Nb20Hf20Zr20Ti20alloy consisted of equiaxial dendritic grains of about 100–200μm ( Fig. 3 a). A rather uniform deformation, with a very small sample barreling and no evidence of strain localization, occurred at RT ( Fig. 3 b). Deformed grains that were elongated in the radial direction and the dendrite alignment in the same direction were clearly seen ( Fig. 3 c). Images at higher magnification revealed deformation twins and cracking along some grain boundaries in the deformed sample ( Fig. 3 d).","['fig0015', 'fig0015', 'fig0015', 'fig0015']",[]
4,Discussion,"In spite of heavy alloying, the Ta20Nb20Hf20Zr20Ti20alloy has predominantly a single-phase BCC crystal structure, which remains stable after HIPing at 1473K. The absence of extra-peaks from element ordering suggests random distribution of the elements in this BCC phase. It is necessary to point out that all five elements in the alloy have the BCC crystal lattices just below their melting temperatures and no intermetallic phases are present in binary systems of these elements[21]. Ta and Nb maintain a BCC structure down to RT, and the RT lattice parameters for these elements[22]are given in Table 2 . The Ta–Nb binary system is a continuous solid solution within the entire composition range. Three other elements, Hf, Zr and Ti, also form continuous solid solutions with each other, but they exhibit polymorphic transformations and have a hexagonal close packed (HCP) crystal structure at RT. Reported BCC lattice parameters for these elements,aHf=361.5pm,aZr=360.9pm andaTi=330.65pm were determined at temperatures 2016K, 1140K and 1155K, respectively[21]. These values can however be extrapolated to RT by using reported coefficients of thermal expansion (CTE) for BCC Hf (9×10−6K−1), Zr (9×10−6K−1) and Ti (10.9×10−6K−1)[23]. Thus calculated RT BCC lattice parameters for these three elements are also given in Table 2 .",[],"['tbl0010', 'tbl0010']"
